datetime,dew,humidity,precip,precipprob,windspeed_x,cloudcover,visibility,solarenergy,river_discharge,weathercode,apparent_temperature_mean,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
2018-10-26,0.5860655737704917,0.5886850152905196,0.0,0.0,0.1512605042016807,0.2360248447204969,0.41025641025641013,0.6299559471365638,0.06069364161849711,0.046153846153846156,0.5220588235294117,0.0,0.0,0.1675977653631285,0.48534798534798534
2018-10-27,0.6434426229508198,0.6437308868501528,0.0,0.0,0.1512605042016807,0.5383022774327122,0.3076923076923077,0.6211453744493391,0.057803468208092484,0.015384615384615385,0.5588235294117647,0.0,0.0,0.20111731843575423,0.5641025641025641
2018-10-28,0.6885245901639344,0.7461773700305807,0.012578616352201259,1.0,0.49999999999999994,0.6283643892339544,0.3076923076923077,0.4713656387665198,0.05491329479768789,0.7846153846153847,0.5477941176470587,0.00625,0.043478260869565216,0.6480446927374303,0.49999999999999994
2018-10-29,0.7090163934426229,0.840978593272171,0.0,0.0,0.3319327731092437,0.35196687370600416,0.3846153846153846,0.5859030837004404,0.05491329479768789,0.8153846153846154,0.5404411764705881,0.05625,0.13043478260869565,0.1787709497206704,0.22344322344322343
2018-10-30,0.7172131147540984,0.8119266055045871,0.0,0.0,0.2899159663865546,0.06728778467908902,0.4871794871794872,0.6035242290748899,0.049132947976878644,0.015384615384615385,0.5919117647058822,0.0,0.0,0.20111731843575423,0.4523809523809524
2018-10-31,0.7336065573770492,0.8165137614678897,0.0,0.0,0.3319327731092437,0.10869565217391304,0.46153846153846145,0.5374449339207048,0.04624277456647399,0.015384615384615385,0.6139705882352939,0.0,0.0,0.229050279329609,0.4816849816849817
2018-11-01,0.7295081967213114,0.7415902140672781,0.0,0.0,0.16806722689075632,0.017598343685300208,0.2564102564102564,0.607929515418502,0.04335260115606937,0.0,0.5955882352941175,0.0,0.0,0.18994413407821234,0.5329670329670328
2018-11-02,0.6885245901639344,0.6253822629969417,0.0,0.0,0.016806722689075654,0.035196687370600416,0.3846153846153846,0.5859030837004404,0.04046242774566475,0.046153846153846156,0.6433823529411762,0.0,0.0,0.04469273743016758,0.4523809523809524
2018-11-03,0.6844262295081968,0.6605504587155961,0.0,0.0,0.22689075630252098,0.005175983436853002,0.3846153846153846,0.5859030837004404,0.037572254335260125,0.046153846153846156,0.6102941176470587,0.0,0.0,0.18435754189944134,0.4267399267399267
2018-11-04,0.7131147540983607,0.7691131498470944,0.012578616352201259,1.0,0.3781512605042017,0.026915113871635612,0.3846153846153846,0.5242290748898678,0.0346820809248555,0.7846153846153847,0.6029411764705881,0.03125,0.08695652173913043,0.3854748603351955,0.4304029304029304
2018-11-05,0.75,0.7951070336391435,0.0,0.0,0.42436974789915966,0.22981366459627328,0.3846153846153846,0.49339207048458145,0.0346820809248555,0.03076923076923077,0.6249999999999998,0.0,0.0,0.24022346368715083,0.4981684981684981
2018-11-06,0.6680327868852459,0.6972477064220182,0.13836477987421386,1.0,0.44117647058823534,0.29296066252587993,0.3846153846153846,0.4713656387665198,0.0346820809248555,0.03076923076923077,0.5514705882352939,0.0,0.0,0.5754189944134078,0.6062271062271063
2018-11-07,0.6434426229508198,0.7003058103975532,0.006289308176100629,1.0,0.2142857142857143,0.11283643892339544,0.33333333333333326,0.32599118942731276,0.03179190751445088,0.03076923076923077,0.5330882352941175,0.0,0.0,0.18435754189944134,0.4102564102564102
2018-11-08,0.569672131147541,0.6941896024464831,0.0,0.0,0.2563025210084034,0.023809523809523808,0.33333333333333326,0.4889867841409691,0.028901734104046256,0.0,0.45220588235294107,0.0,0.0,0.2960893854748603,0.5384615384615385
2018-11-09,0.569672131147541,0.6804281345565748,0.0,0.0,0.19747899159663868,0.014492753623188404,0.4358974358974359,0.5286343612334802,0.026011560693641633,0.015384615384615385,0.4448529411764705,0.0,0.0,0.22346368715083806,0.4908424908424908
2018-11-10,0.5614754098360656,0.6590214067278286,0.0,0.0,0.16806722689075632,0.06935817805383022,0.3846153846153846,0.5286343612334802,0.026011560693641633,0.046153846153846156,0.45220588235294107,0.0,0.0,0.21229050279329612,0.4908424908424908
2018-11-11,0.5860655737704917,0.6605504587155961,0.0,0.0,0.2142857142857143,0.06314699792960662,0.41025641025641013,0.5198237885462554,0.026011560693641633,0.046153846153846156,0.47794117647058815,0.0,0.0,0.21787709497206706,0.46520146520146516
2018-11-12,0.6024590163934427,0.7140672782874615,0.0,0.0,0.13865546218487396,0.053830227743271224,0.2564102564102564,0.5550660792951541,0.02312138728323701,0.046153846153846156,0.45588235294117646,0.0,0.0,0.21229050279329612,0.510989010989011
2018-11-13,0.5491803278688525,0.6100917431192658,0.0,0.0,0.09243697478991597,0.09937888198757763,0.46153846153846145,0.4757709251101321,0.02312138728323701,0.046153846153846156,0.4705882352941176,0.0,0.0,0.21229050279329612,0.46520146520146516
2018-11-14,0.5573770491803278,0.6467889908256879,0.0,0.0,0.09243697478991597,0.1977225672877847,0.3589743589743589,0.3964757709251101,0.02312138728323701,0.046153846153846156,0.49632352941176455,0.0,0.0,0.07262569832402235,0.4175824175824176
2018-11-15,0.5901639344262295,0.6773700305810395,0.0,0.0,0.2436974789915966,0.13457556935817805,0.3846153846153846,0.39207048458149774,0.02312138728323701,0.015384615384615385,0.4852941176470588,0.0,0.0,0.45251396648044695,0.48717948717948717
2018-11-16,0.5532786885245903,0.6253822629969417,0.0,0.0,0.3025210084033613,0.08178053830227744,0.3846153846153846,0.4229074889867841,0.02312138728323701,0.015384615384615385,0.5220588235294117,0.0,0.0,0.44692737430167606,0.5421245421245422
2018-11-17,0.5286885245901639,0.6360856269113149,0.0,0.0,0.34873949579831925,0.07867494824016563,0.28205128205128205,0.40088105726872236,0.02312138728323701,0.015384615384615385,0.4227941176470587,0.0,0.0,0.44692737430167606,0.5439560439560438
2018-11-18,0.4426229508196722,0.6070336391437308,0.0,0.0,0.2142857142857143,0.0,0.3846153846153846,0.45374449339207046,0.02312138728323701,0.0,0.3639705882352941,0.0,0.0,0.24581005586592178,0.4816849816849817
2018-11-19,0.4672131147540983,0.6590214067278286,0.0,0.0,0.22689075630252098,0.0,0.41025641025641013,0.4449339207048457,0.02312138728323701,0.046153846153846156,0.3602941176470587,0.0,0.0,0.2849162011173184,0.4908424908424908
2018-11-20,0.4713114754098361,0.584097859327217,0.0,0.0,0.13865546218487396,0.20186335403726707,0.33333333333333326,0.4229074889867841,0.02312138728323701,0.046153846153846156,0.41911764705882343,0.0,0.0,0.10055865921787713,0.40109890109890106
2018-11-21,0.49590163934426224,0.6850152905198774,0.0,0.0,0.19747899159663868,0.45755693581780543,0.3846153846153846,0.40088105726872236,0.02312138728323701,0.046153846153846156,0.38970588235294107,0.0,0.0,0.3128491620111732,0.45054945054945056
2018-11-22,0.5491803278688525,0.7446483180428132,0.0,0.0,0.319327731092437,0.5165631469979296,0.33333333333333326,0.4229074889867841,0.02312138728323701,0.015384615384615385,0.3786764705882352,0.0,0.0,0.21229050279329612,0.47985347985347976
2018-11-23,0.5614754098360656,0.7171253822629968,0.0,0.0,0.2142857142857143,0.44824016563146996,0.4358974358974359,0.37444933920704837,0.02312138728323701,0.046153846153846156,0.41544117647058815,0.0,0.0,0.1675977653631285,0.4468864468864469
2018-11-24,0.5573770491803278,0.6651376146788988,0.0,0.0,0.12184873949579833,0.039337474120082816,0.41025641025641013,0.43171806167400884,0.02312138728323701,0.046153846153846156,0.400735294117647,0.0,0.0,0.21229050279329612,0.43589743589743585
2018-11-25,0.5368852459016393,0.6972477064220182,0.0,0.0,0.1512605042016807,0.0,0.5128205128205128,0.4889867841409691,0.02312138728323701,0.015384615384615385,0.38970588235294107,0.0,0.0,0.16201117318435757,0.4468864468864469
2018-11-26,0.5327868852459017,0.7064220183486236,0.0,0.0,0.2563025210084034,0.0,0.3589743589743589,0.5066079295154186,0.02312138728323701,0.046153846153846156,0.3786764705882352,0.0,0.0,0.229050279329609,0.4249084249084249
2018-11-27,0.5327868852459017,0.7033639143730885,0.0,0.0,0.36554621848739494,0.008281573498964804,0.4871794871794872,0.4977973568281937,0.02312138728323701,0.015384615384615385,0.3860294117647058,0.0,0.0,0.229050279329609,0.4487179487179486
2018-11-28,0.5163934426229508,0.6712538226299694,0.0,0.0,0.2436974789915966,0.34368530020703936,0.3846153846153846,0.46696035242290745,0.02312138728323701,0.015384615384615385,0.37132352941176466,0.0,0.0,0.20111731843575423,0.4542124542124542
2018-11-29,0.47540983606557374,0.5703363914373085,0.0,0.0,0.1050420168067227,0.15734989648033126,0.3846153846153846,0.4845814977973568,0.02312138728323701,0.046153846153846156,0.37132352941176466,0.0,0.0,0.08938547486033524,0.4194139194139193
2018-11-30,0.45491803278688525,0.5688073394495412,0.0,0.0,0.09243697478991597,0.18115942028985507,0.3846153846153846,0.4449339207048457,0.020231213872832388,0.046153846153846156,0.3198529411764706,0.0,0.0,0.21229050279329612,0.3809523809523809
2018-12-01,0.4385245901639344,0.5168195718654434,0.0,0.0,0.12184873949579833,0.20703933747412007,0.4871794871794872,0.4449339207048457,0.020231213872832388,0.015384615384615385,0.3161764705882352,0.0,0.0,0.20111731843575423,0.4102564102564102
2018-12-02,0.44672131147540983,0.5565749235474005,0.0,0.0,0.319327731092437,0.27329192546583847,0.3846153846153846,0.4581497797356828,0.020231213872832388,0.015384615384615385,0.3235294117647058,0.0,0.0,0.2793296089385475,0.44322344322344326
2018-12-03,0.43442622950819665,0.5688073394495412,0.0,0.0,0.12184873949579833,0.4078674948240165,0.33333333333333326,0.3700440528634361,0.020231213872832388,0.03076923076923077,0.338235294117647,0.0,0.0,0.24581005586592178,0.3772893772893772
2018-12-04,0.430327868852459,0.5733944954128438,0.0,0.0,0.2436974789915966,0.7453416149068323,0.46153846153846145,0.42731277533039647,0.020231213872832388,0.03076923076923077,0.3272058823529412,0.0,0.0,0.3072625698324023,0.44322344322344326
2018-12-05,0.48360655737704916,0.7385321100917428,0.0,0.0,0.2899159663865546,0.7763975155279503,0.33333333333333326,0.22466960352422904,0.020231213872832388,0.015384615384615385,0.3272058823529412,0.0,0.0,0.25698324022346375,0.39377289377289376
2018-12-06,0.4221311475409836,0.6131498470948011,0.0,0.0,0.319327731092437,0.5331262939958592,0.33333333333333326,0.35242290748898675,0.020231213872832388,0.015384615384615385,0.3198529411764706,0.0,0.0,0.25698324022346375,0.434065934065934
2018-12-07,0.3483606557377049,0.5489296636085625,0.0,0.0,0.2899159663865546,0.07246376811594203,0.3589743589743589,0.3700440528634361,0.020231213872832388,0.015384615384615385,0.2757352941176469,0.0,0.0,0.23463687150837995,0.4322344322344322
2018-12-08,0.33606557377049184,0.6055045871559632,0.0,0.0,0.3781512605042017,0.013457556935817806,0.41025641025641013,0.3700440528634361,0.020231213872832388,0.046153846153846156,0.26838235294117635,0.0,0.0,0.3966480446927375,0.4395604395604395
2018-12-09,0.36475409836065575,0.6009174311926604,0.0,0.0,0.3319327731092437,0.0,0.41025641025641013,0.4229074889867841,0.020231213872832388,0.015384615384615385,0.2757352941176469,0.0,0.0,0.2681564245810055,0.4322344322344322
2018-12-10,0.41393442622950816,0.5779816513761464,0.0,0.0,0.273109243697479,0.0,0.46153846153846145,0.4713656387665198,0.020231213872832388,0.03076923076923077,0.2830882352941177,0.0,0.0,0.20670391061452517,0.41575091575091566
