humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions
76.1,0.0,5.8,246.8,1012.3,30.3,5.4,0.75,0
74.9,0.0,5.4,282.4,1012.4,11.2,5.0,0.79,2
72.4,0.0,6.9,318.9,1011.8,3.5,5.5,0.82,2
75.2,0.0,7.9,4.1,1013.2,0.1,4.9,0.85,2
72.8,0.0,10.8,357.3,1014.3,2.1,4.3,0.89,2
74.8,0.0,10.1,329.6,1013.1,43.7,5.4,0.92,0
74.4,0.0,8.3,314.6,1011.5,43.4,5.6,0.95,0
71.7,0.0,7.9,317.5,1011.5,20.1,5.1,0.0,0
73.3,0.0,8.6,340.5,1013.3,32.1,5.6,0.02,0
74.3,0.0,9.4,331.1,1013.3,38.1,5.3,0.05,0
72.6,0.0,5.8,294.3,1011.2,4.0,4.7,0.09,2
73.5,0.0,6.8,302.6,1011.2,23.5,3.9,0.12,0
74.0,0.0,7.2,294.5,1011.2,36.8,3.8,0.16,0
79.7,0.0,7.9,247.3,1011.3,65.2,4.6,0.19,0
78.5,0.6,7.9,232.3,1013.7,50.2,4.8,0.23,1
78.1,0.0,9.7,353.0,1014.7,43.4,4.6,0.25,0
76.5,0.0,9.4,347.8,1013.6,7.1,4.5,0.3,2
73.6,0.0,8.6,348.7,1013.5,0.9,5.3,0.33,2
72.9,0.0,7.9,3.9,1013.4,12.6,5.3,0.37,2
70.0,0.0,8.6,346.4,1013.7,1.5,5.5,0.41,2
69.6,0.0,7.6,338.0,1013.2,9.5,4.3,0.44,2
70.7,0.0,6.5,322.2,1012.7,31.7,4.8,0.48,0
71.0,0.0,9.7,334.1,1013.3,42.6,5.2,0.5,0
71.0,0.0,6.5,298.4,1011.3,35.5,4.1,0.54,0
71.2,0.0,6.8,0.5,1014.8,52.0,4.8,0.57,0
69.5,0.0,8.6,353.6,1016.5,64.0,4.5,0.61,0
73.4,0.0,9.7,331.2,1015.8,40.5,5.1,0.64,0
76.5,0.0,9.0,308.7,1013.7,51.9,4.1,0.67,0
77.0,0.0,6.1,286.7,1013.6,70.6,3.0,0.7,0
80.5,0.0,9.4,257.9,1013.8,51.2,2.4,0.75,0
74.7,0.0,7.9,317.1,1014.1,9.1,1.3,0.77,2
69.7,0.0,8.6,43.0,1003.3,0.0,24.1,0.8,2
65.4,0.0,7.2,112.9,1003.3,15.3,24.1,0.83,2
76.5,0.0,7.9,294.1,1014.4,10.7,4.8,0.86,2
72.5,0.0,8.6,337.6,1014.7,19.1,4.7,0.9,2
71.8,0.0,10.8,328.1,1015.3,19.6,4.5,0.93,2
71.4,0.0,9.0,289.3,1013.8,30.1,3.5,0.96,0
74.5,0.0,7.9,267.7,1012.3,31.2,2.8,0.0,0
75.9,0.0,11.5,230.2,1011.0,10.7,3.2,0.03,2
80.9,0.0,8.6,282.8,1012.4,20.2,3.4,0.06,0
69.0,0.0,8.3,21.8,1013.3,19.2,3.7,0.1,2
74.4,0.7,8.6,14.3,1013.5,54.0,5.0,0.14,1
62.2,0.0,12.2,359.1,1015.0,15.0,4.9,0.17,2
53.6,0.0,11.9,7.7,1003.3,0.5,24.1,0.21,2
72.7,3.9,14.8,20.6,1003.3,34.9,24.1,0.25,1
59.8,0.0,11.9,346.4,1003.3,16.8,24.1,0.28,2
47.0,0.0,9.4,329.2,1003.3,39.4,24.1,0.31,0
52.5,0.0,10.8,28.4,1003.3,57.1,24.1,0.35,0
68.2,0.0,7.9,31.1,1018.4,32.3,4.4,0.39,0
74.0,0.0,11.2,2.7,1017.4,20.8,4.3,0.42,0
71.1,0.0,8.6,27.3,1016.5,44.0,5.0,0.46,0
74.1,0.0,15.1,356.1,1017.7,32.5,4.8,0.5,0
64.9,0.0,13.3,339.8,1017.4,0.0,4.6,0.53,2
64.7,0.0,13.3,327.2,1017.4,1.3,5.0,0.56,2
63.6,0.0,10.1,312.0,1018.0,14.9,4.6,0.59,2
59.9,0.0,8.6,321.7,1017.3,41.9,3.6,0.62,0
62.8,0.0,6.1,350.9,1016.5,35.0,2.9,0.65,0
64.6,0.0,8.3,359.1,1017.6,26.1,3.5,0.69,0
65.5,0.0,8.6,345.0,1018.5,0.2,4.3,0.72,2
64.6,0.0,11.2,321.5,1017.9,0.0,3.7,0.75,2
64.8,0.0,9.0,312.3,1017.0,7.9,3.6,0.78,2
62.1,0.0,9.7,352.1,1017.9,0.0,3.4,0.81,2
60.2,0.0,8.6,337.5,1016.8,0.5,3.7,0.85,2
62.2,0.0,11.2,337.2,1016.8,0.1,3.7,0.88,2
62.2,0.0,9.7,323.5,1017.4,36.9,3.1,0.91,0
64.7,0.0,8.6,255.5,1015.5,61.4,3.3,0.94,0
69.5,0.0,11.5,253.9,1012.9,41.4,4.0,0.97,0
59.0,0.0,10.1,8.5,1015.7,12.4,4.5,0.0,2
53.3,0.0,10.8,346.6,1016.2,34.5,4.9,0.04,0
53.9,0.0,11.5,329.7,1015.0,52.0,4.9,0.08,0
57.9,0.0,11.5,325.9,1014.2,42.2,3.5,0.11,0
57.8,0.0,9.7,345.6,1014.9,41.9,3.8,0.15,0
57.4,0.0,15.1,303.9,1013.2,33.0,3.4,0.19,0
65.3,0.0,10.8,307.2,1012.1,20.5,3.3,0.22,0
57.2,0.0,13.0,10.1,1013.6,0.0,4.1,0.25,2
55.5,0.0,10.8,13.4,1013.3,17.1,3.8,0.29,2
56.9,0.0,6.1,120.3,1013.2,16.7,4.1,0.33,2
72.2,1.3,11.9,326.0,1013.8,37.7,4.8,0.36,1
77.5,2.8,16.9,340.9,1016.2,71.0,4.5,0.4,1
63.7,0.0,13.0,341.9,1017.5,0.2,3.6,0.43,2
59.6,0.0,11.2,341.0,1018.4,2.7,3.6,0.47,2
52.0,0.0,14.8,348.1,1018.1,0.0,4.1,0.5,2
49.5,0.0,9.7,332.1,1015.9,1.2,4.9,0.54,2
52.5,0.0,10.4,356.5,1015.5,0.1,4.5,0.57,2
62.1,0.2,9.0,192.6,1014.3,18.4,4.9,0.6,1
65.8,0.0,10.1,310.2,1013.5,15.0,4.8,0.63,2
50.3,0.0,13.0,332.9,1016.2,15.0,4.0,0.67,2
53.3,0.0,10.8,315.0,1014.1,7.1,4.0,0.7,2
65.6,0.0,10.4,261.1,1013.5,5.8,3.4,0.73,2
59.4,0.0,11.2,302.7,1014.0,11.2,3.8,0.75,2
58.6,0.0,9.4,302.5,1015.0,19.7,4.4,0.8,2
57.2,0.0,10.1,11.1,1014.1,23.5,3.9,0.83,0
54.1,0.0,11.9,29.4,1015.4,0.3,4.9,0.86,2
48.6,0.0,11.5,9.6,1015.0,7.8,5.2,0.89,2
50.6,0.0,8.3,52.1,1013.7,8.1,4.3,0.92,2
51.9,0.0,3.6,276.7,1014.7,3.1,4.0,0.96,2
60.5,0.3,10.1,223.3,1013.8,3.2,4.0,0.0,1
71.6,2.5,12.2,209.7,1012.9,27.4,4.7,0.02,1
65.7,0.0,7.9,285.9,1012.5,17.4,4.8,0.06,2
67.4,0.0,12.2,219.6,1011.2,22.4,3.8,0.09,0
71.2,0.0,19.1,239.9,1010.6,19.6,5.1,0.13,2
59.3,0.0,12.1,58.4,1012.6,12.2,5.1,0.16,2
61.8,0.0,7.6,263.1,1013.4,25.8,4.7,0.2,0
62.0,0.0,9.4,305.1,1014.7,24.4,3.0,0.25,0
53.1,0.0,7.9,342.5,1015.6,10.8,4.8,0.27,2
53.7,0.0,11.5,321.6,1015.5,40.1,4.1,0.31,0
53.1,0.0,11.2,283.0,1013.7,26.1,4.4,0.34,0
59.3,0.0,15.8,246.0,1012.9,39.6,4.7,0.38,0
55.9,0.0,11.2,236.5,1012.1,74.5,3.9,0.41,0
60.3,0.0,15.5,229.2,1009.9,45.0,4.0,0.45,0
58.0,0.0,12.2,255.7,1013.0,36.1,5.6,0.48,0
62.1,0.0,12.6,234.4,1013.3,51.8,4.3,0.5,0
65.6,20.6,16.6,224.1,1013.2,40.4,4.0,0.55,1
79.7,39.0,8.6,188.1,1016.3,59.8,4.0,0.58,1
79.2,10.5,8.3,198.9,1018.3,59.1,4.0,0.61,1
67.3,0.1,8.6,264.0,1016.6,33.7,5.1,0.65,1
70.9,0.0,7.9,264.8,1016.4,11.4,5.0,0.68,2
67.5,0.0,8.6,281.6,1016.4,18.1,5.6,0.71,2
65.2,0.3,9.4,271.5,1014.7,19.4,5.4,0.74,1
70.6,0.3,10.4,237.7,1014.8,15.0,5.0,0.75,1
69.5,0.0,10.8,244.1,1014.5,29.9,5.3,0.81,0
69.7,0.0,10.8,236.8,1012.1,55.0,5.6,0.84,0
68.8,0.0,10.4,225.6,1011.3,65.6,5.0,0.87,0
66.6,0.0,9.7,253.8,1011.9,41.0,5.4,0.91,0
63.7,0.0,11.9,275.6,1011.2,10.7,5.6,0.94,2
65.9,0.0,12.6,264.1,1009.9,8.0,5.0,0.97,2
66.0,0.0,15.1,241.2,1009.5,35.7,5.5,0.0,0
68.5,0.0,10.8,235.8,1011.0,67.0,5.4,0.04,0
68.7,0.0,11.2,244.0,1011.0,67.8,5.5,0.08,0
66.4,0.0,12.2,243.7,1009.3,85.8,4.5,0.11,0
62.8,0.0,14.4,285.8,1012.9,34.9,4.0,0.14,0
55.7,0.0,11.9,300.3,1012.5,54.9,5.4,0.18,0
59.1,0.0,11.5,279.1,1011.4,28.2,6.0,0.25,0
66.2,1.0,9.0,243.3,1010.4,20.5,5.9,0.25,1
59.2,0.0,8.6,262.6,1011.7,12.5,6.0,0.28,2
64.6,0.0,11.2,238.6,1010.6,6.3,5.0,0.32,2
75.2,4.1,17.6,210.7,1008.8,20.5,5.5,0.35,1
72.4,2.8,10.4,193.4,1008.0,23.7,6.0,0.39,1
69.1,0.3,14.0,208.9,1006.9,22.4,6.0,0.42,1
65.5,0.3,10.4,226.1,1006.7,10.8,5.7,0.46,1
62.8,0.0,10.4,239.8,1009.1,2.0,5.2,0.5,2
57.3,0.0,9.0,260.6,1012.0,0.2,6.0,0.53,2
61.5,0.0,13.0,242.4,1013.0,0.4,5.8,0.56,2
65.0,0.0,14.4,211.2,1011.7,56.6,6.1,0.59,0
70.0,0.0,21.2,198.8,1011.6,26.0,5.6,0.63,0
69.5,0.4,16.2,198.8,1011.3,82.5,6.3,0.66,1
68.0,0.0,18.7,208.0,1011.4,30.3,6.1,0.69,0
68.0,0.1,19.1,193.4,1012.1,26.8,6.0,0.73,1
77.1,7.9,15.8,175.5,1010.3,58.3,5.5,0.75,1
79.5,15.6,12.6,157.3,1009.3,34.6,5.9,0.79,1
76.1,1.3,13.8,188.8,1009.3,29.0,6.1,0.83,1
75.7,0.9,18.4,190.7,1009.6,26.3,5.5,0.86,1
73.8,0.0,19.8,199.6,1007.4,51.7,6.0,0.89,0
74.8,2.0,19.4,192.0,1005.8,40.6,5.8,0.93,1
70.1,2.7,16.2,193.4,1006.1,11.1,6.5,0.96,1
67.0,0.0,18.7,186.2,1006.4,16.0,6.6,0.0,2
67.8,0.0,17.6,188.4,1007.6,21.8,6.2,0.03,0
60.5,0.0,16.9,208.2,1006.9,3.7,5.7,0.06,2
56.7,0.0,14.0,223.0,1007.3,2.6,4.0,0.09,2
61.2,0.0,13.7,201.3,1004.7,3.6,7.2,0.13,2
55.4,0.0,13.7,222.7,1003.6,8.3,5.9,0.16,2
52.4,0.0,19.4,215.4,1003.3,2.8,5.3,0.2,2
61.6,0.0,23.4,200.8,1004.7,14.6,4.0,0.25,2
63.6,0.7,25.6,202.3,1006.1,11.9,4.0,0.26,1
66.0,0.0,28.4,198.4,1004.8,13.5,4.0,0.3,2
65.7,0.0,21.6,186.1,1004.7,33.0,7.2,0.33,0
64.3,0.0,20.5,196.5,1005.7,54.1,6.9,0.37,0
59.9,0.0,22.7,203.4,1005.7,16.5,7.0,0.4,2
61.4,0.0,22.7,201.2,1006.2,34.4,6.7,0.43,0
65.2,0.0,23.4,198.5,1003.6,20.6,6.4,0.47,0
64.5,0.0,25.2,198.7,1002.4,18.1,6.8,0.5,2
66.5,0.0,26.3,189.7,1000.1,22.6,6.6,0.54,0
61.0,0.0,24.1,198.5,1000.5,9.3,6.4,0.57,2
63.8,0.0,22.7,198.6,1004.6,20.0,6.7,0.6,2
65.6,0.0,19.8,193.5,1007.4,47.1,6.8,0.64,0
65.0,0.0,18.7,188.4,1005.8,49.9,6.7,0.67,0
63.6,0.0,17.6,191.7,1005.2,53.9,6.4,0.71,0
62.4,0.0,20.2,191.0,1005.2,37.1,6.8,0.74,0
60.1,0.0,19.1,188.9,1004.9,34.6,7.0,0.75,0
74.6,0.0,10.1,346.7,1015.5,5.9,2.8,0.1,2
73.4,0.0,10.1,338.2,1014.7,0.1,4.1,0.14,2
76.4,0.0,12.2,327.7,1014.0,1.9,4.4,0.17,2
74.7,0.0,11.5,334.9,1014.0,0.7,4.4,0.21,2
74.0,0.0,11.5,333.0,1013.5,0.0,4.0,0.25,2
69.3,0.0,14.4,343.1,1013.5,14.3,3.5,0.25,2
67.5,0.0,9.0,348.0,1012.3,0.1,3.3,0.32,2
64.0,0.0,12.2,2.0,1012.0,0.0,4.4,0.35,2
67.1,0.0,10.4,4.1,1011.7,0.0,4.5,0.39,2
72.1,0.0,14.4,353.2,1012.3,3.4,4.0,0.42,2
75.1,0.0,10.1,349.1,1012.9,2.6,4.1,0.46,2
70.4,0.0,14.4,6.8,1013.2,2.4,4.6,0.5,2
64.3,0.0,14.8,357.0,1014.7,2.5,5.2,0.52,2
57.4,0.0,15.8,351.3,1015.9,0.0,4.3,0.56,2
62.0,0.0,13.0,336.6,1016.4,0.0,4.2,0.59,2
61.7,0.0,14.0,328.6,1015.3,0.1,4.2,0.62,2
62.4,0.0,11.5,333.7,1016.3,0.0,3.8,0.65,2
63.9,0.0,14.8,354.9,1017.5,0.0,4.5,0.69,2
65.4,0.0,18.0,347.2,1017.5,19.4,4.6,0.72,2
62.1,0.0,13.3,334.6,1017.5,53.1,4.3,0.75,0
63.0,0.0,14.4,341.1,1018.7,28.1,4.0,0.78,0
59.6,0.0,12.6,335.7,1017.7,21.8,4.0,0.81,0
62.0,0.0,15.1,337.6,1016.4,28.3,4.5,0.85,0
65.7,0.0,12.2,344.3,1017.2,0.4,4.3,0.88,2
64.2,0.0,11.2,0.9,1017.7,4.4,3.7,0.91,2
63.9,0.0,8.3,353.5,1016.5,8.3,3.7,0.94,2
68.2,0.0,9.0,280.5,1014.9,27.8,3.9,0.98,0
70.0,0.0,10.8,308.9,1014.8,0.1,3.3,0.0,2
62.2,0.0,11.2,336.7,1015.3,0.5,4.0,0.04,2
63.7,0.0,10.8,312.2,1014.3,10.1,5.1,0.08,2
66.6,0.0,10.4,291.6,1014.2,0.5,4.0,0.12,2
63.2,0.0,10.1,337.6,1015.1,0.0,3.8,0.15,2
63.2,0.0,12.6,352.1,1016.8,0.0,4.3,0.19,2
62.7,0.0,13.0,347.0,1016.1,0.0,4.4,0.22,2
60.8,0.0,10.8,1.2,1014.6,5.2,4.3,0.25,2
57.7,0.0,8.3,323.0,1013.2,0.0,4.2,0.29,2
57.2,0.0,8.6,281.7,1011.9,0.0,4.7,0.33,2
61.3,0.0,10.1,297.2,1011.9,6.4,3.7,0.37,2
51.7,0.0,11.5,340.0,1013.2,0.0,5.0,0.4,2
46.6,0.0,10.8,302.2,1013.0,0.0,4.5,0.44,2
53.2,0.0,9.7,298.7,1012.8,0.0,4.0,0.47,2
54.5,0.0,9.7,2.1,1015.0,1.2,3.9,0.5,2
53.8,0.0,10.4,24.2,1017.3,3.4,4.1,0.54,2
49.3,0.0,10.1,341.3,1018.6,2.3,3.5,0.57,2
53.3,0.0,10.4,336.2,1019.0,4.7,4.3,0.6,2
53.6,0.0,11.5,356.0,1018.3,0.9,4.7,0.64,2
50.3,0.0,9.4,338.9,1016.9,0.1,4.0,0.67,2
48.4,0.0,8.3,4.6,1015.6,0.2,4.6,0.7,2
52.7,0.0,6.8,279.6,1015.3,1.3,4.1,0.73,2
63.6,0.0,9.0,253.7,1013.2,10.4,4.0,0.75,2
72.2,0.0,14.4,222.8,1008.8,9.8,4.0,0.8,2
72.0,0.0,20.5,193.2,1008.1,8.1,4.9,0.83,2
71.1,0.0,21.2,202.6,1009.3,16.8,5.1,0.86,2
63.0,1.1,12.6,247.1,1011.4,29.3,5.4,0.89,1
42.6,0.0,10.8,303.1,1013.9,0.1,5.1,0.92,2
37.0,0.0,13.7,297.0,1013.3,0.1,5.6,0.96,2
40.1,0.0,11.9,277.0,1011.0,0.4,4.9,0.0,2
53.5,0.0,12.6,291.5,1012.7,1.7,4.3,0.02,2
44.5,0.0,9.0,311.4,1013.4,4.6,5.1,0.06,2
42.7,0.0,8.6,303.6,1012.5,1.0,4.9,0.09,2
55.6,0.0,12.2,243.4,1011.0,1.9,4.1,0.13,2
57.2,0.0,17.3,215.7,1008.1,19.8,5.3,0.17,2
62.5,0.0,11.9,206.0,1008.3,13.1,4.9,0.2,2
68.7,0.2,17.6,212.0,1007.9,22.9,5.2,0.25,1
67.7,3.4,7.2,181.2,1008.3,20.8,5.3,0.27,1
60.3,0.5,8.6,336.3,1009.5,3.9,5.3,0.31,1
69.3,9.1,13.7,234.5,1009.3,51.3,5.0,0.34,1
78.5,1.7,13.0,180.5,1008.0,40.0,4.4,0.38,1
75.8,7.3,14.4,198.2,1006.9,40.0,5.6,0.42,1
87.0,71.3,25.6,208.1,1007.9,72.9,5.2,0.45,1
74.6,27.8,11.5,332.6,1009.4,38.4,5.3,0.5,1
61.2,1.6,9.7,27.9,1013.1,1.3,5.7,0.52,1
58.1,0.0,5.4,314.4,1013.9,0.5,5.4,0.55,2
53.6,0.0,9.4,314.3,1013.3,1.2,4.8,0.58,2
54.8,0.0,10.1,294.2,1011.3,2.2,5.3,0.62,2
67.2,0.0,11.9,233.9,1009.7,5.3,5.1,0.65,2
76.4,0.0,16.2,214.1,1009.2,15.5,5.2,0.68,2
70.2,0.1,10.1,207.0,1011.7,17.2,4.7,0.71,1
76.5,21.0,15.1,16.5,1011.9,46.2,5.4,0.75,1
68.6,1.1,11.2,118.4,1013.1,0.8,5.1,0.78,1
73.0,1.6,11.5,197.0,1011.5,10.7,4.9,0.81,1
75.2,0.0,13.7,190.8,1009.6,17.0,4.9,0.84,2
75.4,0.0,50.5,201.3,1009.4,10.0,5.4,0.88,2
76.6,0.0,15.8,194.2,1009.6,18.0,5.4,0.91,2
76.8,0.0,15.5,188.9,1010.7,24.9,5.5,0.94,0
76.4,0.0,15.8,195.3,1010.3,63.5,5.4,0.97,0
77.1,0.0,20.2,187.0,1009.6,59.2,5.9,0.0,0
77.3,0.9,20.5,192.1,1008.2,55.9,5.6,0.04,1
75.7,0.3,25.2,195.6,1007.6,48.6,6.5,0.08,1
75.0,0.0,20.5,192.3,1009.3,41.0,6.4,0.11,0
75.5,0.0,23.4,196.5,1007.9,19.1,6.2,0.15,2
75.1,0.0,23.4,193.7,1006.0,29.5,6.4,0.18,0
71.7,0.0,23.4,194.8,1006.0,29.8,6.2,0.22,0
75.4,0.0,23.0,195.6,1007.3,32.2,6.0,0.25,0
77.2,4.2,19.1,188.5,1008.4,42.5,6.4,0.29,1
79.4,6.5,12.6,173.5,1008.4,32.4,6.3,0.32,1
76.1,1.1,13.7,195.6,1007.8,75.4,6.3,0.36,1
74.1,0.0,15.1,200.9,1007.3,45.8,6.0,0.39,0
70.1,0.0,15.1,204.8,1007.3,20.8,6.3,0.43,0
67.7,0.0,13.7,210.0,1006.8,21.4,6.2,0.46,0
60.7,0.0,10.4,234.4,1006.8,9.3,6.8,0.5,2
61.0,0.0,13.7,209.7,1008.0,10.0,6.5,0.53,2
61.5,0.0,15.5,194.3,1008.6,1.9,6.6,0.57,2
62.5,0.0,17.6,191.3,1007.8,7.1,6.2,0.6,2
69.3,0.0,23.4,184.4,1006.4,40.0,6.5,0.63,0
64.5,0.5,9.4,138.6,1005.8,26.3,6.5,0.66,1
59.7,0.0,13.0,269.5,1006.9,44.4,6.7,0.7,0
66.4,0.0,20.2,192.5,1007.6,46.3,6.6,0.73,0
73.5,16.5,25.9,196.8,1005.6,65.0,6.4,0.75,1
78.2,16.0,23.4,179.3,1005.9,42.1,6.1,0.79,1
78.9,17.9,22.3,178.8,1005.2,37.7,6.3,0.83,1
81.3,20.2,22.7,173.0,1005.0,45.8,6.1,0.86,1
82.3,24.3,18.0,196.0,1005.2,40.2,5.5,0.89,1
82.4,20.0,23.4,187.6,1005.0,45.4,5.4,0.93,1
79.6,7.3,21.6,195.7,1003.9,58.6,6.4,0.96,1
78.8,0.0,17.6,179.0,1005.2,48.5,6.3,0.0,0
79.3,0.2,13.0,180.9,1007.2,50.5,6.2,0.03,1
79.6,3.0,12.2,179.7,1006.9,50.9,6.5,0.06,1
76.2,0.8,14.4,182.4,1007.9,42.3,6.7,0.1,1
77.2,1.2,17.6,182.9,1007.8,46.1,6.6,0.13,1
82.3,22.4,11.9,184.7,1009.5,62.8,6.1,0.16,1
75.6,10.8,10.8,215.3,1010.5,37.2,6.3,0.2,1
75.0,5.6,9.7,196.1,1009.6,19.0,6.7,0.25,1
73.4,0.0,11.9,191.2,1008.5,11.4,6.0,0.27,2
73.7,0.4,15.8,197.1,1007.5,13.5,6.2,0.3,1
74.9,0.7,15.8,186.8,1008.6,25.2,6.6,0.34,1
74.1,0.0,11.9,178.3,1008.4,29.7,6.9,0.37,0
73.9,0.0,13.3,177.1,1008.1,56.3,6.6,0.41,0
78.8,1.6,14.7,165.6,1007.6,67.9,6.0,0.44,1
75.0,12.5,8.3,180.0,1008.3,54.5,6.8,0.48,1
76.1,9.7,12.2,196.0,1008.4,20.4,6.1,0.5,1
71.3,6.4,9.4,192.7,1008.0,17.0,6.7,0.55,1
74.4,10.3,13.7,193.4,1005.8,42.0,6.5,0.58,1
76.9,3.4,12.6,193.2,1003.8,58.1,5.8,0.61,1
81.2,7.6,16.6,186.9,1002.6,63.5,6.3,0.65,1
79.0,12.2,15.8,161.1,1002.3,68.6,6.1,0.68,1
83.5,22.0,8.3,165.1,1001.7,84.9,5.9,0.71,1
84.3,6.2,9.7,183.0,1003.3,81.6,6.3,0.75,1
80.8,6.6,10.1,190.5,1004.2,53.1,6.3,0.75,1
79.1,0.0,13.7,200.1,1003.0,49.6,6.5,0.81,0
76.3,0.0,11.2,180.7,1002.0,49.6,6.7,0.85,0
78.1,0.0,12.6,195.5,1003.3,53.0,6.6,0.88,0
76.7,0.8,11.2,198.5,1004.1,50.5,6.2,0.91,1
76.1,0.0,11.9,207.7,1004.0,55.1,6.7,0.95,0
74.2,0.0,13.7,200.1,1003.4,55.6,6.9,0.98,0
77.7,6.0,14.3,189.6,1003.5,49.7,6.2,0.0,1
80.6,11.0,9.0,194.2,1003.5,62.4,6.6,0.05,1
74.8,5.1,5.4,107.8,1001.8,67.3,6.8,0.08,1
79.8,12.9,9.0,23.6,999.0,86.4,6.1,0.12,1
87.4,11.9,20.2,319.0,996.3,90.0,6.1,0.15,1
85.0,5.6,14.4,175.7,1000.9,76.7,6.4,0.18,1
88.6,44.5,16.2,182.3,1002.2,82.9,5.5,0.25,1
88.1,41.6,18.4,185.2,1003.9,78.2,5.6,0.25,1
85.1,36.9,20.9,196.3,1002.2,75.4,6.6,0.29,1
85.1,2.4,19.8,184.9,1000.4,76.0,6.8,0.32,1
87.3,6.9,15.8,158.6,1001.5,87.5,6.4,0.35,1
81.6,23.4,7.9,176.0,1003.3,76.0,6.9,0.39,1
76.5,0.8,10.8,185.5,1003.2,72.7,6.8,0.42,1
83.2,1.1,13.6,165.0,1002.1,82.7,6.1,0.46,1
85.7,4.9,8.6,124.2,1001.1,82.4,6.2,0.5,1
89.6,0.9,15.1,69.3,1001.3,78.8,4.6,0.52,1
91.7,15.8,15.1,29.9,996.3,86.2,5.4,0.56,1
93.5,62.4,36.7,264.1,995.2,91.5,5.2,0.59,1
90.2,7.4,20.9,206.2,999.2,79.1,5.2,0.63,1
87.2,2.0,15.8,192.5,1002.9,65.7,4.0,0.66,1
87.4,5.7,13.7,170.0,1000.7,73.7,4.0,0.7,1
89.8,4.9,19.1,204.3,1001.8,80.9,4.0,0.73,1
86.6,6.1,18.4,208.3,1003.3,66.3,4.0,0.75,1
90.1,5.8,20.5,200.1,1001.8,73.4,4.0,0.8,1
92.1,26.7,19.8,193.2,1001.0,85.0,5.9,0.83,1
90.0,46.2,12.6,201.1,1000.6,80.9,5.9,0.87,1
91.2,20.5,13.3,197.7,1000.4,84.9,6.1,0.9,1
87.2,8.6,7.6,192.2,1000.2,80.5,5.8,0.94,1
86.4,12.8,10.4,192.4,999.9,77.0,6.6,0.97,1
85.5,7.2,13.3,140.3,998.6,66.7,6.6,0.0,1
86.6,6.1,19.4,127.1,998.8,75.4,5.9,0.04,1
87.8,16.0,20.2,141.5,1000.3,78.5,6.8,0.07,1
87.6,12.1,13.3,148.2,1001.1,82.6,6.7,0.1,1
89.8,5.9,16.6,141.3,1001.4,84.1,6.1,0.14,1
86.8,6.7,15.1,156.4,1000.9,84.4,6.4,0.17,1
90.6,8.6,13.0,180.3,998.7,84.1,6.0,0.2,1
91.2,42.8,10.1,178.8,997.7,89.7,6.4,0.25,1
90.4,18.5,19.4,200.5,998.1,93.6,5.9,0.27,1
93.8,100.5,19.4,213.3,999.0,92.8,5.8,0.3,1
93.4,46.0,17.6,207.8,998.8,90.8,5.4,0.34,1
90.8,9.4,17.3,192.8,999.5,89.2,4.0,0.37,1
89.7,19.9,15.5,204.2,1001.7,90.7,4.0,0.4,1
89.1,29.6,13.3,194.2,1001.1,85.6,4.0,0.44,1
89.6,6.2,19.8,173.5,1001.7,66.8,4.0,0.47,1
88.3,3.0,22.0,176.2,1003.3,86.8,4.0,0.5,1
90.8,14.1,19.8,182.7,1001.7,92.3,4.0,0.54,1
93.1,50.0,12.2,180.8,1001.7,93.6,5.9,0.57,1
93.6,79.4,20.9,149.2,1002.2,91.4,6.3,0.61,1
90.5,12.8,14.0,136.9,1002.0,88.5,6.5,0.64,1
88.9,3.0,14.0,135.1,1001.5,79.9,6.1,0.68,1
86.9,1.0,14.0,139.5,1000.7,66.3,5.9,0.71,1
87.4,3.0,16.9,112.3,999.6,80.4,6.8,0.75,1
88.5,2.6,17.3,99.6,998.9,80.9,6.2,0.75,1
87.7,2.3,17.3,123.3,999.0,76.7,5.5,0.82,1
93.1,29.9,24.5,150.7,999.0,77.5,4.6,0.85,1
93.7,84.7,23.0,173.6,998.8,83.9,5.9,0.89,1
92.1,155.2,14.4,212.1,1000.0,87.8,5.6,0.92,1
93.8,38.4,21.2,186.2,999.9,94.6,5.4,0.96,1
95.2,83.2,22.3,202.5,999.4,95.5,5.9,0.0,1
95.0,202.6,24.5,195.4,997.9,96.7,5.6,0.03,1
94.8,48.9,26.3,189.8,999.0,95.2,5.5,0.06,1
91.6,31.4,13.0,172.3,1001.3,85.9,5.7,0.09,1
89.7,27.3,11.2,188.2,1002.9,88.6,6.0,0.13,1
89.2,33.8,10.1,207.7,1004.1,76.9,6.9,0.16,1
90.9,3.2,9.0,206.4,1004.5,83.5,6.0,0.19,1
87.5,2.4,7.9,196.8,1003.1,69.7,5.4,0.25,1
85.8,1.8,10.4,218.1,1002.5,61.6,6.5,0.26,1
86.6,1.7,10.1,199.5,1002.2,77.6,6.6,0.29,1
90.1,14.2,9.7,205.5,1001.4,90.2,5.9,0.32,1
91.7,40.0,11.2,238.9,999.4,94.7,6.0,0.35,1
88.7,22.0,7.6,247.4,997.8,89.6,5.7,0.39,1
90.9,13.8,18.4,149.1,997.9,89.4,6.7,0.42,1
88.5,16.6,18.4,163.1,1000.8,78.5,6.3,0.45,1
90.7,30.6,16.2,159.8,1003.5,72.6,5.8,0.48,1
88.6,19.7,17.3,172.8,1003.7,72.1,6.5,0.5,1
