humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions
76.4,2.1,5.4,351.5,1009.9,28.8,6.4,0.25,1
76.7,0.2,7.2,216.8,1009.8,41.3,6.2,0.25,1
80.2,3.9,7.2,261.0,1008.6,22.3,5.5,0.32,1
81.7,3.7,8.3,310.3,1008.8,23.5,6.0,0.35,1
81.5,2.4,6.5,2.0,1009.7,14.6,6.0,0.39,1
78.4,0.0,5.8,313.3,1009.9,28.0,6.1,0.42,0
83.0,5.0,7.2,245.2,1008.8,25.6,5.8,0.46,1
80.2,4.7,6.8,279.8,1008.7,11.5,6.0,0.5,1
78.7,0.0,7.6,121.3,1008.3,26.1,6.2,0.53,0
82.3,1.9,6.5,163.3,1007.2,50.3,6.1,0.56,1
89.8,11.2,11.5,122.1,1007.4,85.7,6.6,0.59,1
88.1,10.4,14.8,117.7,1008.8,71.7,6.2,0.62,1
88.8,8.6,11.2,132.6,1010.4,65.7,6.5,0.66,1
89.3,6.9,10.8,156.5,1012.1,67.6,6.8,0.69,1
86.4,1.0,6.8,226.0,1012.6,31.0,5.6,0.72,1
87.7,1.3,8.3,309.7,1011.8,63.9,5.5,0.75,1
82.9,0.0,8.6,344.1,1011.6,43.7,6.0,0.78,0
80.1,0.0,9.0,316.8,1011.5,58.0,5.8,0.82,0
76.2,0.0,9.4,310.4,1011.0,5.3,5.7,0.85,2
73.2,0.0,11.5,345.6,1012.1,0.2,6.1,0.88,2
75.1,0.0,8.6,338.9,1013.1,5.5,6.6,0.91,2
75.6,0.0,8.3,310.1,1013.6,1.9,6.5,0.95,2
76.0,0.0,7.9,309.1,1012.7,0.6,5.5,0.98,2
75.3,0.0,8.3,310.4,1011.8,12.8,5.4,0.0,2
71.0,0.0,6.5,340.3,1011.9,34.3,5.3,0.05,0
81.7,0.0,14.8,337.7,1013.3,76.5,5.0,0.08,0
85.4,0.0,9.4,327.3,1013.5,92.2,5.7,0.12,3
84.9,0.7,6.5,313.7,1012.4,62.8,5.4,0.15,1
81.4,0.0,9.4,345.2,1012.3,27.2,4.6,0.19,0
79.3,0.0,10.1,1.7,1011.5,62.0,5.6,0.23,0
77.8,0.0,7.9,332.0,1011.1,11.5,5.7,0.25,2
79.3,0.0,9.0,334.7,1010.9,31.8,4.9,0.3,0
81.0,0.0,8.6,330.4,1011.5,33.8,6.2,0.33,0
81.2,0.0,8.3,321.4,1011.5,15.6,6.1,0.37,2
77.5,0.0,7.9,312.8,1010.6,13.5,5.7,0.4,2
78.2,0.0,9.4,350.5,1009.9,40.0,5.6,0.44,0
76.3,0.0,12.2,342.6,1008.6,49.6,5.9,0.48,0
74.9,0.0,9.4,348.4,1009.7,70.5,5.7,0.5,0
75.6,0.0,10.8,35.7,1011.5,63.7,5.8,0.54,0
77.9,0.0,8.6,328.3,1012.6,65.6,6.3,0.57,0
74.0,0.0,7.9,330.3,1012.3,34.5,6.2,0.61,0
73.7,0.0,6.8,332.7,1012.5,53.4,4.7,0.64,0
70.6,0.0,8.3,320.6,1013.3,45.8,5.0,0.67,0
69.1,0.0,9.4,328.1,1013.5,27.4,6.0,0.7,0
64.9,0.0,9.7,327.7,1013.9,21.3,5.7,0.75,0
64.8,0.0,8.3,313.4,1012.6,13.9,5.2,0.77,2
65.1,0.0,9.0,312.4,1012.8,6.4,3.7,0.8,2
70.2,0.0,9.4,334.1,1013.1,22.7,4.2,0.83,0
71.5,0.0,9.0,344.1,1014.4,11.5,4.5,0.86,2
71.3,0.0,9.7,329.6,1013.9,1.2,5.3,0.9,2
69.1,0.0,11.2,324.5,1013.5,2.9,4.1,0.93,2
70.6,0.0,10.1,307.3,1012.6,26.8,4.2,0.96,0
67.1,0.0,9.4,305.2,1012.3,12.6,4.3,0.0,2
64.8,0.0,9.0,307.5,1012.7,15.6,5.4,0.03,2
64.9,0.0,10.1,344.8,1013.5,49.3,4.3,0.06,0
66.4,0.0,11.5,335.3,1012.7,36.1,5.5,0.1,0
64.0,0.0,9.7,308.6,1010.8,29.7,4.8,0.13,0
64.2,0.0,9.4,320.7,1011.4,1.9,5.3,0.17,2
67.2,0.0,9.7,305.9,1012.2,0.5,4.1,0.2,2
68.3,0.0,9.7,317.2,1012.3,1.1,4.0,0.25,2
67.8,0.0,8.3,341.4,1011.6,10.3,3.6,0.28,2
72.1,0.0,7.9,356.9,1011.2,26.0,3.1,0.31,0
73.9,0.0,9.4,313.8,1011.9,50.0,3.4,0.35,0
68.4,0.0,9.0,305.1,1011.5,0.3,3.0,0.38,2
69.2,0.0,8.3,332.2,1012.8,0.4,3.5,0.42,2
74.4,0.0,7.2,356.5,1013.8,19.6,3.9,0.45,2
74.0,0.0,10.4,330.7,1013.3,7.9,4.3,0.5,2
73.3,0.0,9.7,333.7,1013.1,0.0,4.4,0.52,2
70.8,0.0,9.0,325.9,1013.7,1.7,4.5,0.56,2
68.5,0.0,9.0,322.9,1015.0,21.8,4.1,0.59,0
64.1,0.0,8.3,329.6,1014.5,17.7,3.0,0.62,2
68.0,0.0,10.4,346.1,1015.4,14.1,3.6,0.65,2
71.8,0.6,11.2,1.0,1016.5,50.8,3.6,0.68,1
67.4,0.0,9.7,358.9,1016.4,55.6,3.9,0.72,0
69.3,0.0,9.0,348.0,1015.7,78.3,3.4,0.75,0
74.0,0.0,9.0,332.3,1015.2,54.4,3.7,0.78,0
73.3,0.0,14.0,328.2,1015.6,43.2,3.7,0.81,0
61.6,0.0,15.5,325.1,1015.4,11.9,4.4,0.85,2
64.4,0.0,14.0,345.9,1017.9,4.0,4.8,0.88,2
67.9,0.0,14.4,352.1,1018.3,24.7,3.4,0.91,0
66.5,0.0,10.1,330.9,1015.8,58.3,3.8,0.94,0
62.6,0.0,9.4,333.4,1014.5,44.0,4.3,0.97,0
60.9,0.0,10.1,325.9,1014.5,1.1,5.1,0.0,2
64.0,0.0,10.1,331.5,1014.9,24.5,4.4,0.04,0
59.4,0.0,11.2,333.5,1015.8,22.0,3.9,0.08,0
58.2,0.0,12.2,329.6,1015.3,15.1,4.1,0.11,2
59.9,0.0,12.2,336.2,1014.3,3.4,4.0,0.15,2
63.5,0.0,11.5,339.8,1014.6,9.6,2.1,0.18,2
62.1,0.0,10.4,340.3,1015.8,2.2,2.8,0.22,2
63.4,0.0,10.4,342.4,1014.6,57.1,3.2,0.25,0
63.4,0.0,10.1,343.8,1013.6,66.8,3.5,0.29,0
61.9,0.2,8.3,5.4,1014.2,85.8,4.3,0.32,1
76.7,0.9,13.7,61.0,1014.8,86.3,3.6,0.36,1
76.0,1.3,13.3,106.7,1015.0,73.4,4.5,0.4,1
80.4,8.5,8.3,181.2,1014.6,61.6,4.8,0.43,1
85.0,17.1,18.4,321.1,1013.1,41.6,4.4,0.47,1
73.7,0.0,13.3,313.0,1013.2,12.8,5.2,0.5,2
68.3,0.0,10.4,334.7,1014.1,6.1,5.0,0.53,2
66.1,0.0,12.2,323.9,1014.1,0.5,4.0,0.57,2
70.0,0.0,12.6,309.7,1014.1,0.0,3.6,0.6,2
70.5,0.0,13.0,318.1,1014.5,5.1,4.0,0.63,2
68.7,0.0,11.9,332.8,1015.5,1.5,4.5,0.66,2
64.4,0.0,12.2,350.4,1017.0,2.2,3.8,0.7,2
61.1,0.0,10.4,354.8,1016.2,3.5,4.8,0.73,2
62.3,0.0,10.4,341.4,1015.7,40.0,3.4,0.75,0
63.9,0.0,10.8,330.3,1015.7,2.9,3.8,0.79,2
61.7,0.0,10.1,326.2,1015.3,0.1,3.5,0.83,2
62.8,0.0,10.4,329.2,1014.9,28.2,3.9,0.86,0
62.6,0.0,13.3,333.4,1014.4,19.8,5.3,0.89,2
64.6,0.0,11.5,316.5,1015.8,13.8,3.2,0.93,2
67.2,0.0,9.4,342.5,1016.7,4.5,3.4,0.96,2
63.4,0.0,13.3,349.7,1018.4,13.9,4.0,0.0,2
62.5,0.0,10.4,347.2,1019.6,12.7,4.5,0.02,2
59.6,0.0,10.1,323.0,1018.6,38.4,3.4,0.06,0
60.5,0.0,12.2,301.3,1016.1,46.2,5.4,0.09,0
64.9,0.0,14.4,322.5,1016.5,29.8,4.5,0.13,0
62.1,0.0,14.0,332.6,1017.8,41.3,4.1,0.16,0
56.4,0.0,13.3,337.8,1017.5,30.2,4.5,0.2,0
63.6,0.0,11.9,338.0,1015.8,7.5,5.0,0.25,2
65.1,0.0,13.7,338.6,1014.5,19.5,4.7,0.27,2
61.2,0.0,11.2,355.0,1015.2,4.9,4.7,0.3,2
68.9,0.0,13.7,330.4,1016.5,12.2,4.3,0.34,2
50.7,0.0,13.7,339.4,1017.9,0.0,5.1,0.37,2
46.1,0.0,14.8,339.1,1017.2,0.0,5.5,0.41,2
50.9,0.0,12.2,344.9,1018.4,0.0,4.9,0.44,2
51.0,0.0,11.2,338.6,1018.5,37.7,4.5,0.48,0
50.1,0.0,11.5,310.5,1018.1,57.5,4.0,0.5,0
52.6,0.0,9.4,338.0,1017.3,65.2,4.7,0.54,0
49.3,0.0,13.0,346.9,1016.9,56.7,5.2,0.58,0
47.0,0.0,12.2,338.4,1016.2,69.3,4.5,0.61,0
45.8,0.0,9.0,304.0,1015.7,58.9,3.8,0.64,0
55.4,0.0,12.2,333.9,1016.6,46.6,4.4,0.68,0
56.4,0.0,13.7,335.8,1017.2,69.1,4.9,0.71,0
45.9,0.0,15.5,341.1,1016.0,74.8,4.8,0.74,0
45.9,0.0,13.3,310.7,1014.3,35.4,5.5,0.75,0
56.4,0.0,11.2,283.5,1012.4,0.9,5.0,0.81,2
54.1,0.0,6.5,267.4,1011.9,1.3,5.4,0.84,2
72.0,8.9,7.6,202.8,1012.0,10.4,4.5,0.88,1
70.4,0.7,7.2,208.8,1014.1,11.4,5.5,0.91,1
67.0,0.0,8.3,235.8,1012.8,7.3,4.4,0.94,2
73.4,1.4,10.4,209.0,1011.8,12.5,4.8,0.98,1
79.3,10.2,11.9,194.2,1013.0,30.6,5.2,0.0,1
71.7,0.0,9.7,246.0,1013.7,5.3,5.6,0.04,2
67.3,0.0,10.4,257.8,1012.4,2.0,4.9,0.08,2
70.2,0.3,9.7,220.7,1012.4,11.9,4.1,0.11,1
73.4,1.2,10.1,202.8,1013.0,5.1,4.6,0.14,1
69.3,0.0,11.9,200.4,1011.5,1.4,5.0,0.18,2
69.5,0.0,9.4,222.3,1008.7,0.7,5.7,0.25,2
66.8,0.0,13.3,208.6,1009.0,0.1,6.0,0.25,2
64.2,0.0,16.9,211.9,1009.3,1.1,3.1,0.28,2
65.1,0.0,13.0,225.4,1011.8,2.3,7.0,0.31,2
63.1,0.0,9.4,235.1,1012.7,25.7,5.7,0.35,0
52.5,0.0,14.4,253.9,1013.2,3.3,4.3,0.38,2
48.6,0.0,13.3,287.0,1003.3,8.9,24.1,0.42,2
72.8,18.2,16.6,343.2,1003.3,29.2,24.1,0.45,1
56.9,0.1,14.0,291.4,1003.3,4.7,24.1,0.48,1
46.8,0.0,15.1,314.8,1003.3,0.0,24.1,0.5,2
44.5,0.0,15.1,320.9,1003.3,0.0,24.1,0.55,2
45.8,0.0,13.3,329.2,1003.3,0.0,24.1,0.59,2
44.0,0.0,15.5,332.6,1003.3,5.7,24.1,0.62,2
45.2,0.0,11.5,314.1,1003.3,23.9,24.1,0.65,0
42.0,0.0,18.4,328.8,1003.3,15.5,24.1,0.69,2
30.4,0.0,15.8,317.8,1003.3,2.2,24.1,0.72,2
33.7,0.0,15.1,296.9,1003.3,0.7,24.1,0.75,2
47.7,0.0,10.8,272.1,1003.3,0.3,24.1,0.79,2
49.1,0.0,10.8,292.4,1003.3,31.7,24.1,0.82,0
40.4,0.0,14.4,338.8,1003.3,72.5,24.1,0.86,0
44.6,0.0,11.9,307.6,1010.6,0.5,7.0,0.89,2
52.1,0.0,11.9,299.8,1010.5,9.4,5.7,0.93,2
45.9,0.0,14.0,337.1,1012.1,1.1,6.1,0.96,2
39.9,0.0,11.9,357.2,1013.3,30.0,6.1,0.0,0
25.3,0.0,13.3,318.8,1014.2,20.9,5.0,0.03,0
41.6,0.0,10.1,288.0,1011.3,0.0,6.6,0.06,2
49.0,0.0,10.4,248.8,1009.3,1.5,6.1,0.09,2
55.9,0.0,14.8,205.0,1009.9,7.3,6.4,0.13,2
59.1,0.3,15.8,202.6,1011.2,3.5,5.6,0.16,1
60.6,0.0,14.4,185.9,1014.0,12.5,7.0,0.19,2
60.3,0.0,14.8,189.8,1014.1,43.9,6.2,0.25,0
61.2,0.0,17.6,200.8,1011.9,47.6,6.4,0.26,0
63.4,0.0,15.8,206.1,1010.6,16.9,6.7,0.29,2
66.5,1.4,18.4,197.3,1010.2,50.6,6.9,0.33,1
75.5,12.2,13.3,239.4,1010.3,64.4,6.5,0.36,1
70.3,0.1,19.8,204.7,1009.0,17.4,5.4,0.39,1
71.3,3.4,19.1,205.5,1006.0,23.3,6.9,0.43,1
68.6,0.0,13.0,204.6,1003.7,18.9,6.6,0.46,2
73.1,2.5,19.1,187.3,1003.2,22.1,6.6,0.5,1
79.9,17.0,20.5,181.2,1006.3,36.5,5.7,0.53,1
78.5,27.4,9.0,173.1,1007.2,35.4,5.5,0.56,1
77.9,16.1,10.1,206.3,1008.3,26.5,6.6,0.6,1
76.8,4.8,8.3,238.3,1010.2,23.1,6.7,0.63,1
72.1,0.0,15.1,228.2,1009.0,14.3,6.1,0.67,2
70.4,0.0,11.9,208.0,1008.8,14.4,7.0,0.7,2
70.2,0.0,11.9,196.8,1010.0,32.4,7.2,0.74,0
74.9,1.0,9.0,201.9,1011.9,83.7,6.1,0.75,1
72.4,2.1,6.9,357.7,1012.8,70.3,6.1,0.81,1
71.4,0.0,8.6,9.5,1011.4,76.4,6.9,0.84,0
71.5,0.0,11.9,304.7,1011.2,81.8,7.0,0.88,0
69.5,0.0,8.6,287.7,1011.7,85.7,6.8,0.91,0
67.5,0.0,13.7,229.0,1009.2,77.4,6.5,0.95,0
69.7,0.0,22.0,210.8,1006.1,25.7,6.9,0.98,0
71.1,0.0,15.8,190.1,1007.0,24.7,7.2,0.0,0
71.3,0.0,19.8,193.6,1008.9,20.1,7.5,0.05,0
72.6,1.5,24.5,201.0,1006.5,27.7,7.2,0.08,1
75.2,3.1,23.8,182.4,1005.6,49.1,6.9,0.11,1
74.2,3.1,19.8,185.7,1006.8,56.9,7.3,0.15,1
81.1,21.1,20.2,178.1,1009.7,62.3,6.6,0.18,1
78.3,2.0,8.6,165.7,1011.2,60.3,6.1,0.21,1
72.6,2.2,7.2,232.3,1011.4,49.2,6.4,0.25,1
68.9,0.8,9.4,225.5,1010.9,24.8,7.0,0.28,1
72.7,2.7,13.3,198.5,1009.7,30.2,6.8,0.31,1
74.6,4.7,14.0,190.5,1007.8,30.0,7.7,0.34,1
75.9,3.9,16.9,205.4,1007.6,46.1,7.6,0.37,1
75.6,2.7,11.9,200.3,1007.1,73.7,6.9,0.41,1
79.9,1.7,16.6,189.4,1006.9,71.4,6.2,0.44,1
77.5,3.2,11.2,201.1,1008.2,52.8,7.0,0.47,1
76.0,3.9,9.4,231.1,1008.7,65.6,6.7,0.5,1
76.0,0.0,11.2,209.7,1007.1,61.5,5.9,0.54,0
73.6,0.0,14.8,190.3,1005.7,56.8,6.4,0.57,0
72.0,0.0,18.0,181.1,1006.0,39.2,7.0,0.61,0
70.2,0.0,12.6,168.8,1006.1,19.2,6.2,0.65,2
72.9,0.0,15.1,175.8,1006.0,26.4,6.5,0.68,0
75.4,1.2,12.2,185.5,1005.1,63.4,6.6,0.72,1
79.9,4.3,11.9,176.4,1006.7,74.0,7.0,0.75,1
72.9,3.4,12.2,171.8,1007.4,36.0,7.1,0.79,1
70.8,0.0,16.2,199.9,1006.5,58.6,6.5,0.82,0
72.5,0.0,12.2,201.9,1006.9,61.3,6.5,0.86,0
73.6,8.7,17.6,207.3,1007.1,67.9,6.9,0.9,1
81.4,9.9,10.4,198.6,1006.6,68.1,5.8,0.93,1
73.6,4.7,12.6,210.2,1004.5,72.7,6.4,0.97,1
73.6,3.7,13.7,188.3,1004.1,52.8,6.6,0.0,1
70.5,0.1,13.0,172.4,1003.2,59.0,6.7,0.03,1
71.5,0.0,9.4,181.0,1002.5,72.6,7.6,0.07,0
72.7,0.0,14.4,186.9,1002.0,73.3,7.6,0.1,0
70.8,0.0,17.6,192.3,1001.0,69.9,8.2,0.13,0
73.1,0.0,22.3,188.0,1000.3,73.2,8.1,0.16,0
76.5,3.6,24.6,178.4,1001.0,67.3,8.2,0.2,1
75.2,3.0,17.3,173.4,1002.4,74.1,6.8,0.25,1
74.6,1.3,18.0,166.3,1003.7,58.7,7.2,0.26,1
75.0,0.0,20.5,184.7,1004.2,56.8,7.6,0.29,0
74.4,0.0,19.1,191.3,1003.4,46.3,8.3,0.32,0
73.9,0.0,17.6,191.4,1004.1,70.0,7.7,0.36,0
73.7,0.0,17.8,191.4,1005.2,62.5,7.9,0.39,0
71.4,0.0,20.5,203.0,1004.3,66.4,7.8,0.42,0
72.6,0.0,20.5,203.1,1003.3,61.1,7.6,0.45,0
69.8,0.0,17.3,203.8,1004.9,50.9,7.7,0.5,0
71.3,0.0,14.4,191.9,1005.6,38.5,7.7,0.52,0
70.5,0.0,15.8,194.0,1006.0,53.3,8.1,0.56,0
73.9,4.5,13.0,209.7,1005.3,67.8,8.1,0.59,1
78.1,6.5,16.6,194.6,1003.3,71.8,6.5,0.63,1
73.6,0.0,18.7,193.9,1003.0,69.8,7.0,0.66,0
72.3,0.0,19.8,197.6,1002.6,70.9,7.0,0.7,0
73.1,0.0,21.2,190.5,1001.8,67.1,6.8,0.75,0
77.5,1.1,20.5,179.4,1001.2,77.0,6.8,0.77,1
83.3,4.2,21.2,176.5,1001.9,83.8,6.3,0.81,1
79.8,7.1,18.7,200.0,1002.5,88.4,6.3,0.84,1
82.2,21.4,14.8,191.7,1002.7,83.8,6.1,0.88,1
86.4,25.4,17.0,174.4,1001.9,82.5,7.4,0.92,1
85.8,11.4,14.1,176.2,1001.3,70.5,7.7,0.95,1
88.7,16.1,12.6,181.4,1002.0,83.4,7.0,0.0,1
80.5,0.0,15.1,148.4,1001.4,70.0,7.6,0.02,0
82.9,3.2,13.3,117.8,1001.0,78.5,7.2,0.05,1
80.8,1.0,21.2,124.3,1000.5,51.4,7.7,0.09,1
81.1,4.4,24.1,126.6,1000.0,48.3,7.5,0.12,1
83.1,16.4,23.0,151.2,998.9,85.5,6.9,0.15,1
86.2,27.1,26.3,176.4,996.7,72.3,5.5,0.18,1
88.4,19.1,29.2,197.1,995.5,95.1,6.0,0.21,1
90.5,37.1,21.2,238.8,996.5,93.4,5.8,0.25,1
93.4,63.1,19.4,252.5,995.6,91.3,5.0,0.28,1
93.8,47.7,20.9,232.6,994.0,86.0,5.5,0.31,1
91.4,13.6,23.0,212.5,996.2,89.9,5.8,0.34,1
90.7,23.1,19.4,175.3,1003.7,67.7,5.8,0.38,1
86.8,8.1,17.3,175.0,1006.1,37.1,6.5,0.41,1
83.7,0.0,16.2,181.4,1004.5,22.1,7.7,0.44,0
86.7,2.5,19.4,190.0,1004.1,53.6,6.8,0.47,1
92.4,28.6,16.2,227.6,1003.5,75.5,5.8,0.5,1
88.7,19.6,14.8,204.8,1002.2,75.1,6.8,0.54,1
85.3,3.3,12.6,198.1,1000.4,77.8,7.5,0.58,1
87.6,1.6,9.4,206.2,999.2,85.9,6.7,0.61,1
87.0,1.4,12.2,130.7,998.5,88.0,6.3,0.65,1
85.6,29.7,9.7,141.6,998.1,93.0,6.6,0.68,1
94.2,41.6,11.9,246.7,998.2,94.2,5.9,0.72,1
95.7,109.4,19.1,178.9,998.4,95.5,5.5,0.75,1
94.6,47.6,19.8,148.9,1000.2,95.1,6.0,0.79,1
89.9,4.8,16.2,149.6,1002.5,84.0,6.6,0.83,1
85.3,0.0,13.7,187.2,1002.6,45.4,7.1,0.86,0
86.5,3.3,10.8,193.0,1001.0,47.8,7.4,0.9,1
87.2,9.8,11.5,191.1,999.1,80.5,7.1,0.94,1
92.9,28.7,14.8,185.6,997.7,92.8,6.8,0.97,1
92.5,63.4,15.1,165.0,997.7,94.3,6.3,0.0,1
94.1,18.9,13.7,175.8,998.1,95.3,6.4,0.04,1
90.9,22.4,15.5,206.6,998.5,86.6,5.8,0.07,1
94.2,46.0,18.0,188.9,998.8,91.6,6.2,0.1,1
92.1,18.2,16.6,157.2,998.8,91.6,6.6,0.14,1
89.3,10.1,14.4,158.1,1001.0,85.9,6.6,0.17,1
92.1,18.1,16.2,166.2,1003.3,84.6,6.4,0.2,1
92.1,9.5,17.3,173.1,1004.8,92.2,6.3,0.23,1
95.0,26.8,17.3,194.9,1004.2,90.8,6.6,0.25,1
94.1,34.1,18.0,260.0,1000.8,91.3,6.4,0.3,1
95.4,24.2,22.0,86.6,997.4,91.2,6.3,0.33,1
95.0,30.6,22.3,322.5,996.6,93.2,5.6,0.36,1
94.1,14.4,24.5,332.0,997.8,94.5,6.4,0.4,1
92.7,14.2,20.5,334.8,996.0,95.2,6.5,0.43,1
91.5,9.7,27.7,309.5,994.6,93.9,6.6,0.46,1
93.5,53.3,23.0,267.6,994.9,93.4,5.8,0.5,1
95.6,34.9,32.8,176.1,997.1,93.4,5.8,0.53,1
92.0,23.8,22.0,164.0,1002.6,90.5,7.0,0.56,1
88.3,6.5,13.7,168.8,1003.8,76.4,7.0,0.6,1
87.9,2.1,13.0,178.1,1003.2,75.5,6.9,0.63,1
84.6,3.2,9.0,198.5,1001.6,79.2,6.9,0.67,1
85.7,8.4,10.1,220.9,1000.5,82.6,6.9,0.7,1
85.9,0.7,7.9,209.4,1001.7,82.8,6.5,0.75,1
82.8,0.0,9.4,172.7,1002.0,76.8,6.9,0.78,0
82.8,0.3,10.4,159.1,1000.5,76.0,7.0,0.81,1
87.4,2.9,14.0,132.1,1000.6,81.6,6.7,0.85,1
88.3,7.1,17.2,113.8,1003.5,75.6,6.7,0.88,1
89.4,9.0,15.5,130.8,1004.1,73.1,6.9,0.92,1
89.5,4.1,14.0,144.8,1003.8,75.8,7.0,0.95,1
87.8,8.7,15.1,168.6,1004.1,77.6,6.7,0.0,1
90.6,15.4,16.2,183.3,1005.2,82.0,7.0,0.02,1
92.1,24.8,22.0,190.7,1005.4,93.4,6.8,0.05,1
89.3,10.9,22.3,193.3,1005.0,89.7,6.7,0.09,1
90.4,14.6,22.0,209.1,1005.5,82.3,6.4,0.12,1
89.9,20.0,20.2,214.0,1004.6,95.0,6.6,0.15,1
93.5,20.4,15.5,226.7,1003.5,92.5,5.8,0.19,1
93.0,17.6,12.2,223.4,1002.7,93.7,6.4,0.22,1
86.7,7.1,9.7,227.8,1001.2,79.0,6.6,0.25,1
90.0,3.6,13.4,189.0,1001.3,84.6,6.5,0.25,1
87.0,2.6,7.6,171.8,1001.2,63.3,6.6,0.32,1
89.6,2.0,9.1,152.4,1001.1,83.3,6.8,0.35,1
89.2,1.3,14.8,130.1,1001.9,78.1,6.7,0.38,1
87.0,6.9,18.0,121.3,1002.5,78.3,7.1,0.42,1
91.3,8.3,25.2,153.6,1003.1,85.0,6.9,0.45,1
91.4,13.0,15.8,171.7,1003.0,94.1,6.1,0.48,1
92.5,8.8,15.8,193.5,1003.0,94.6,6.7,0.5,1
92.6,12.8,18.4,194.5,1002.9,91.5,6.6,0.55,1
91.6,38.1,7.6,217.7,1001.8,88.2,6.5,0.59,1
90.4,17.1,9.0,220.8,1002.6,86.4,6.8,0.62,1
90.5,8.5,15.1,208.7,1005.2,89.3,7.0,0.65,1
89.6,5.2,8.6,198.3,1008.3,91.4,6.9,0.69,1
87.5,3.5,6.8,222.0,1007.6,71.0,6.5,0.75,1
84.9,1.7,7.9,221.6,1006.5,66.4,6.8,0.76,1
84.0,4.8,6.5,214.6,1005.9,68.8,6.9,0.79,1
80.4,2.4,7.0,235.5,1005.3,73.3,6.5,0.83,1
78.5,0.0,6.8,263.7,1004.9,70.6,6.6,0.86,0
82.5,5.4,6.1,180.8,1006.0,86.9,6.5,0.9,1
89.6,3.5,11.2,134.6,1006.7,78.6,6.2,0.93,1
84.1,3.9,8.3,145.1,1006.7,51.0,6.9,0.96,1
84.7,3.1,6.8,102.0,1006.5,66.7,7.8,0.0,1
89.4,5.8,13.3,118.7,1005.0,83.1,7.1,0.03,1
91.5,17.9,21.2,114.8,1004.1,84.7,6.3,0.07,1
91.1,6.8,13.8,127.1,1003.7,82.6,6.7,0.1,1
83.7,0.0,7.6,117.8,1004.5,69.1,6.3,0.13,0
88.7,4.1,9.0,334.1,1004.6,81.6,6.8,0.17,1
93.0,32.8,13.7,147.5,1004.5,89.5,6.9,0.2,1
95.2,33.9,21.6,143.1,1003.7,96.3,5.9,0.23,1
94.4,18.5,24.5,178.6,1003.8,95.2,6.3,0.25,1
92.8,22.0,18.0,205.5,1004.4,81.9,12.9,0.3,1
94.2,46.2,14.0,231.1,1005.2,92.8,6.3,0.34,1
93.1,17.3,9.0,224.3,1004.7,92.8,6.3,0.37,1
84.3,0.1,8.6,254.8,1004.4,36.7,6.4,0.4,1
77.7,0.8,6.5,253.0,1005.6,40.2,6.5,0.44,1
75.8,0.4,5.8,251.5,1006.8,36.3,6.8,0.47,1
74.9,0.0,6.1,312.3,1007.4,12.8,6.7,0.5,2
77.4,0.0,7.9,329.0,1008.2,26.6,6.7,0.54,0
79.3,0.0,7.9,339.2,1009.4,55.8,6.8,0.57,0
82.6,0.0,7.2,285.3,1009.9,72.7,5.9,0.61,0
90.0,4.8,8.6,242.8,1010.0,73.1,6.1,0.64,1
89.5,2.9,7.9,211.6,1008.8,71.5,6.1,0.67,1
83.6,0.5,7.6,10.8,1008.8,67.1,6.1,0.71,1
83.6,1.0,7.3,119.0,1008.2,67.6,6.2,0.75,1
86.0,0.9,6.1,181.2,1007.3,51.0,6.2,0.77,1
87.9,12.6,10.8,97.3,1007.5,73.0,6.2,0.81,1
93.9,18.7,15.5,34.4,1005.6,82.8,6.4,0.84,1
87.4,9.8,13.0,264.2,1004.3,65.2,6.7,0.87,1
83.1,7.1,10.2,211.5,1006.2,47.0,5.9,0.91,1
81.3,1.9,7.2,56.1,1008.9,21.1,5.9,0.94,1
81.8,2.9,6.5,202.4,1010.0,39.2,5.9,0.97,1
85.9,10.5,13.9,196.3,1010.6,51.5,6.6,0.0,1
88.0,7.5,11.5,147.0,1012.1,45.9,6.6,0.04,1
84.9,2.1,10.1,156.5,1012.8,35.3,6.9,0.08,1
80.6,1.1,6.5,211.2,1013.5,41.6,6.9,0.11,1
79.2,0.2,6.1,304.7,1012.2,24.3,6.2,0.15,1
78.1,0.0,7.2,332.4,1012.8,13.0,6.2,0.18,2
77.9,0.0,7.6,324.9,1012.0,10.3,6.2,0.22,2
73.9,0.0,5.0,304.5,1010.1,7.4,5.5,0.25,2
74.0,0.0,4.7,256.7,1009.8,2.6,5.1,0.25,2
76.4,0.0,5.4,273.6,1010.7,7.1,4.1,0.32,2
77.0,0.0,5.8,295.5,1010.4,5.8,4.5,0.35,2
74.5,0.0,7.6,352.7,1011.3,3.8,4.9,0.39,2
68.0,0.0,6.1,357.3,1012.6,0.8,5.1,0.42,2
68.9,0.0,7.2,332.6,1013.7,48.2,5.0,0.46,0
74.3,0.0,7.9,322.7,1013.0,48.6,4.8,0.5,0
74.8,0.0,6.1,333.4,1013.4,44.5,4.9,0.52,0
73.7,0.0,5.4,228.9,1013.8,82.9,5.0,0.56,0
78.4,1.4,4.7,82.9,1014.8,85.3,4.9,0.59,1
88.5,4.9,10.8,133.1,1014.3,89.3,5.1,0.62,1
89.4,2.9,14.0,109.3,1014.2,74.7,5.4,0.66,1
83.5,0.9,6.8,70.8,1014.1,24.8,5.4,0.69,1
80.2,0.0,5.4,322.1,1013.4,11.4,5.4,0.75,2
