datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,Unnamed: 0.1,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
01-01-2012,0,"khulna,Bangladesh",31.0,15.7,22.2,29.6,15.7,22.0,12.7,58.3,0.0,0.0,0.0,,,,,13.0,356.8,1014.3,21.0,4.2,182.8,15.6,7.0,,2012-01-01T06:42:23,2012-01-01T17:27:46,0.25,Partially cloudy,1095,1095,75.56,730,51,27.7,17.4,22.1,22.1,0.1,0.1,1.0,11.8,3.57
01-01-2015,488,"Khulna,Bangladesh",28.9,17.5,21.2,28.8,17.5,21.2,16.5,76.7,0.9,100.0,29.17,rain,,,,13.7,61.0,1014.8,86.3,3.6,132.4,11.4,6.0,,2015-01-01T06:42:28,2015-01-01T17:27:57,0.36,"Rain, Partially cloudy",2191,2191,71.44,1826,53,21.7,18.3,20.1,22.0,7.0,7.0,13.0,10.8,0.82
01-01-2016,853,"Khulna,Bangladesh",28.0,12.8,19.4,27.5,12.8,19.4,11.8,65.5,0.0,0.0,0.0,,,,,8.6,345.0,1018.5,0.2,4.3,167.8,14.5,6.0,,2016-01-01T06:42:22,2016-01-01T17:27:47,0.72,Clear,2556,2556,73.99,2191,1,26.2,13.8,19.9,20.5,0.0,0.0,0.0,9.0,3.04
01-01-2016,2435,"Khulna,Bangladesh",28.0,12.8,19.4,27.5,12.8,19.4,11.8,65.5,0.0,0.0,0.0,,,,,8.6,345.0,1018.5,0.2,4.3,167.8,14.5,6.0,,2016-01-01T06:42:22,2016-01-01T17:27:47,0.72,Clear,2556,2556,73.99,2191,1,26.2,13.8,19.9,20.5,0.0,0.0,0.0,9.0,3.04
01-01-2017,974,"Khulna,Bangladesh",26.7,14.5,19.8,26.7,14.5,19.8,14.6,74.6,0.0,0.0,0.0,,,,,10.1,346.7,1015.5,5.9,2.8,162.0,13.9,6.0,,2017-01-01T06:42:36,2017-01-01T17:28:15,0.1,Clear,2922,2922,74.34,2557,3,25.7,15.0,19.8,20.9,0.0,0.0,0.0,9.2,2.9
01-01-2018,1339,"Khulna,Bangladesh",24.8,13.3,18.9,24.8,13.3,18.9,15.6,82.6,0.0,0.0,0.0,,,,,9.0,334.9,1011.2,88.5,5.0,166.0,14.3,7.0,,2018-01-01T06:42:32,2018-01-01T17:28:06,0.47,Partially cloudy,3287,3287,90.41,2922,1,24.6,13.5,19.3,20.2,0.0,0.0,0.0,9.8,2.18
01-01-2019,1704,"Khulna,Bangladesh",27.0,10.2,17.4,26.7,10.2,17.4,9.8,65.6,0.0,0.0,0.0,,,,,10.8,341.4,1018.4,0.0,4.4,183.5,15.9,7.0,,2019-01-01T06:42:28,2019-01-01T17:27:57,0.83,Clear,3652,3652,77.89,3287,0,24.9,12.1,18.2,17.8,0.0,0.0,0.0,9.0,3.16
01-01-2020,2069,"Khulna,Bangladesh",25.5,11.6,18.0,25.5,11.6,18.0,13.0,75.2,0.0,0.0,0.0,,,,,10.4,327.1,1018.8,8.5,4.5,187.8,16.2,7.0,,2020-01-01T06:42:24,2020-01-01T17:27:48,0.19,Clear,4017,4017,81.22,3652,1,24.9,13.3,18.9,19.3,0.0,0.0,0.0,9.0,2.85
01-01-2021,2556,"Khulna,Bangladesh",25.6,10.3,17.6,25.6,10.3,17.6,11.7,71.8,0.0,0.0,0.0,,,,,10.4,351.4,1015.6,70.9,4.5,177.5,15.3,7.0,,2021-01-01T06:42:38,2021-01-01T17:28:17,0.57,Partially cloudy,4383,4383,77.89,4018,0,24.7,12.9,18.5,18.1,0.0,0.0,0.0,9.6,3.21
01-01-2022,2921,"Khulna,Bangladesh",24.1,12.5,17.3,24.1,12.5,17.3,13.5,80.6,0.0,0.0,0.0,,,,,12.6,342.3,1018.7,22.7,4.8,160.1,13.8,7.0,,2022-01-01T06:42:34,2022-01-01T17:28:08,0.95,Partially cloudy,4748,4748,86.3,4383,1,23.1,14.0,18.0,18.0,0.0,0.0,0.0,12.1,2.81
01-01-2023,3286,"Khulna,Bangladesh",27.0,14.6,19.6,26.5,14.6,19.6,10.1,58.8,0.0,0.0,0.0,,0.0,0.0,12.6,10.1,34.8,1018.0,11.1,17.3,200.1,17.2,7.0,10.0,2023-01-01T06:42:30,2023-01-01T17:27:59,0.3,Clear,5113,5113,75.38,4748,1,24.4,14.9,19.5,20.1,0.0,0.0,0.0,8.7,2.66
01-02-2012,31,"khulna,Bangladesh",27.9,10.9,19.1,26.8,10.9,19.0,6.5,46.6,0.0,0.0,0.0,,,,,17.3,347.1,1015.6,2.8,5.2,203.1,17.6,7.0,,2012-02-01T06:41:43,2012-02-01T17:49:12,0.29,Clear,1126,1126,0.47,761,0,25.6,13.2,19.0,17.7,0.0,0.0,0.0,13.2,4.05
01-02-2015,519,"Khulna,Bangladesh",27.2,10.3,17.6,26.1,10.3,17.5,3.9,46.1,0.0,0.0,0.0,,,,,14.8,339.1,1017.2,0.0,5.5,216.0,18.7,8.0,,2015-02-01T06:41:36,2015-02-01T17:49:23,0.41,Clear,2222,2222,0.41,1857,0,23.9,11.5,17.8,16.8,0.0,0.0,0.0,12.9,3.74
01-02-2016,884,"Khulna,Bangladesh",31.7,18.7,23.5,29.8,18.7,23.2,13.6,59.4,0.0,0.0,0.0,,,,,11.2,302.7,1014.0,11.2,3.8,201.2,17.5,7.0,,2016-02-01T06:41:41,2016-02-01T17:49:12,0.75,Clear,2587,2587,0.44,2222,3,28.3,17.6,22.5,24.1,0.0,0.0,0.0,8.8,3.47
01-02-2016,2466,"Khulna,Bangladesh",31.7,18.7,23.5,29.8,18.7,23.2,13.6,59.4,0.0,0.0,0.0,,,,,11.2,302.7,1014.0,11.2,3.8,201.2,17.5,7.0,,2016-02-01T06:41:41,2016-02-01T17:49:12,0.75,Clear,2587,2587,0.44,2222,3,28.3,17.6,22.5,24.1,0.0,0.0,0.0,8.8,3.47
01-02-2017,1005,"Khulna,Bangladesh",29.9,13.6,20.6,28.3,13.6,20.4,12.1,63.2,0.0,0.0,0.0,,,,,10.1,337.6,1015.1,0.0,3.8,201.8,17.3,8.0,,2017-02-01T06:41:23,2017-02-01T17:49:42,0.15,Clear,2953,2953,0.5,2588,0,26.8,14.2,20.7,21.3,0.0,0.0,0.0,8.9,3.69
01-02-2018,1370,"Khulna,Bangladesh",27.1,12.4,18.9,26.5,12.4,18.9,11.9,67.9,0.0,0.0,0.0,,,,,9.4,336.8,1011.9,0.1,4.4,187.1,16.1,7.0,,2018-02-01T06:41:29,2018-02-01T17:49:32,0.52,Clear,3318,3318,4.41,2953,1,25.6,13.2,19.9,20.0,0.0,0.0,0.0,9.4,3.65
01-02-2019,1735,"Khulna,Bangladesh",30.9,12.2,21.1,28.8,12.2,20.6,4.2,37.3,0.0,0.0,0.0,,,,,9.4,336.4,,8.5,,212.2,18.3,8.0,,2019-02-01T06:41:35,2019-02-01T17:49:23,0.88,Clear,3683,3683,0.53,3318,0,27.2,12.8,20.1,20.1,0.0,0.0,0.0,9.0,3.75
01-02-2020,2100,"Khulna,Bangladesh",25.3,11.8,17.9,25.3,11.8,17.9,11.9,71.1,0.0,0.0,0.0,,,,,10.4,355.6,,0.5,,207.9,17.9,8.0,,2020-02-01T06:41:41,2020-02-01T17:49:14,0.24,Clear,4048,4048,8.1,3683,0,24.4,12.8,18.5,17.9,0.0,0.0,0.0,12.1,3.71
01-02-2021,2587,"Khulna,Bangladesh",25.4,9.9,16.3,25.4,8.7,16.3,4.2,49.2,0.0,0.0,0.0,,,,,10.8,4.9,,6.8,,213.0,18.4,8.0,,2021-02-01T06:41:24,2021-02-01T17:49:44,0.62,Clear,4414,4414,0.53,4049,0,22.5,11.2,16.7,15.4,0.0,0.0,0.0,11.3,3.64
01-02-2022,2952,"Khulna,Bangladesh",28.4,15.3,21.1,27.3,15.3,20.9,10.8,55.6,0.0,0.0,0.0,,0.0,0.0,26.3,16.9,233.7,1010.3,14.9,24.1,214.3,18.3,8.0,10.0,2022-02-01T06:41:31,2022-02-01T17:49:35,0.0,Clear,4779,4779,24.35,4414,51,26.2,13.9,19.7,19.7,0.6,0.6,4.0,14.8,3.39
01-02-2023,3317,"Khulna,Bangladesh",29.8,19.7,23.4,28.4,19.7,23.2,11.7,51.1,0.0,0.0,0.0,,0.0,0.0,30.6,21.2,345.7,1012.4,62.7,19.2,192.4,16.8,8.0,10.0,2023-02-01T06:41:37,2023-02-01T17:49:26,0.35,Partially cloudy,5144,5144,0.5,4779,3,25.3,16.4,20.7,20.8,0.0,0.0,0.0,16.6,2.47
01-03-2012,60,"khulna,Bangladesh",34.8,17.7,26.0,32.4,17.7,25.3,11.3,47.2,0.0,0.0,0.0,,,,,9.4,278.0,1007.1,39.4,4.0,253.6,21.8,9.0,,2012-03-01T06:23:13,2012-03-01T18:05:23,0.25,Partially cloudy,1155,1155,0.44,790,53,30.9,20.4,25.5,28.2,0.6,0.6,2.0,11.5,4.43
01-03-2015,547,"Khulna,Bangladesh",35.9,20.0,27.0,34.6,20.0,27.0,17.6,63.1,0.0,0.0,0.0,,,,,9.4,235.1,1012.7,25.7,5.7,241.2,20.8,8.0,,2015-03-01T06:23:50,2015-03-01T18:05:03,0.35,Partially cloudy,2250,2250,0.41,1885,3,31.3,20.1,25.9,29.5,0.0,0.0,0.0,6.9,4.15
01-03-2016,913,"Khulna,Bangladesh",33.3,20.4,26.0,33.4,20.4,26.2,18.0,65.2,0.3,100.0,8.33,rain,,,,9.4,271.5,1014.7,19.4,5.4,241.1,20.7,8.0,,2016-03-01T06:23:11,2016-03-01T18:05:23,0.74,Rain,2616,2616,10.32,2251,1,30.2,21.1,25.6,28.8,0.0,0.0,0.0,9.0,3.94
01-03-2016,2495,"Khulna,Bangladesh",33.3,20.4,26.0,33.4,20.4,26.2,18.0,65.2,0.3,100.0,8.33,rain,,,,9.4,271.5,1014.7,19.4,5.4,241.1,20.7,8.0,,2016-03-01T06:23:11,2016-03-01T18:05:23,0.74,Rain,2616,2616,10.32,2251,1,30.2,21.1,25.6,28.8,0.0,0.0,0.0,9.0,3.94
01-03-2017,1033,"Khulna,Bangladesh",35.2,16.4,25.0,32.6,16.4,24.3,8.6,42.7,0.0,0.0,0.0,,,,,8.6,303.6,1012.5,1.0,4.9,260.5,22.6,9.0,,2017-03-01T06:23:23,2017-03-01T18:05:16,0.09,Clear,2981,2981,0.44,2616,1,30.6,17.4,24.4,25.4,0.0,0.0,0.0,9.7,4.51
01-03-2018,1398,"Khulna,Bangladesh",35.0,19.8,26.4,33.6,19.8,26.3,16.0,57.9,0.0,0.0,0.0,,,,,11.5,313.4,1010.3,6.4,5.1,234.8,20.2,8.0,,2018-03-01T06:23:36,2018-03-01T18:05:10,0.47,Clear,3346,3346,0.56,2981,3,30.8,19.8,25.5,28.2,0.0,0.0,0.0,7.8,4.33
01-03-2019,1763,"Khulna,Bangladesh",26.5,15.9,20.9,26.5,15.9,20.9,13.6,65.9,0.0,0.0,0.0,,,,,12.6,354.6,,1.1,,252.0,21.9,9.0,,2019-03-01T06:23:48,2019-03-01T18:05:03,0.82,Clear,3711,3711,28.51,3346,0,25.4,14.7,19.9,20.0,0.0,0.0,0.0,13.4,4.2
01-03-2020,2129,"Khulna,Bangladesh",31.5,15.9,23.7,30.2,15.9,23.4,14.6,61.5,0.0,0.0,0.0,,,,,9.4,317.8,1012.1,1.3,5.4,236.8,20.5,8.0,,2020-03-01T06:23:11,2020-03-01T18:05:24,0.22,Clear,4077,4077,1.88,3712,0,30.0,17.6,24.1,25.5,0.0,0.0,0.0,9.7,4.6
01-03-2021,2615,"Khulna,Bangladesh",37.2,21.3,28.3,35.8,21.3,28.3,17.9,60.2,0.0,0.0,0.0,,,,,11.2,220.0,1011.4,21.4,5.3,245.3,21.2,9.0,,2021-03-01T06:23:23,2021-03-01T18:05:18,0.57,Partially cloudy,4442,4442,0.5,4077,3,32.1,22.5,26.7,30.3,0.0,0.0,0.0,12.0,4.41
01-03-2022,2980,"Khulna,Bangladesh",32.3,20.7,25.9,30.4,20.7,25.4,11.2,41.9,0.0,0.0,0.0,,0.0,0.0,22.7,15.1,22.4,1014.3,8.8,24.1,234.8,18.7,9.0,10.0,2022-03-01T06:23:36,2022-03-01T18:05:12,0.95,Clear,4807,4807,14.52,4442,0,29.7,18.3,24.1,25.4,0.0,0.0,0.0,11.0,4.59
01-03-2023,3345,"Khulna,Bangladesh",34.2,17.6,26.0,33.2,17.6,25.4,9.4,40.0,0.0,0.0,0.0,,0.0,0.0,15.5,10.8,166.3,1016.5,0.0,18.8,274.0,23.6,9.0,10.0,2023-03-01T06:23:49,2023-03-01T18:05:06,0.29,Clear,5172,5172,0.44,4807,1,31.9,20.7,26.0,28.2,0.0,0.0,0.0,8.2,4.44
01-04-2012,91,"khulna,Bangladesh",37.1,22.1,30.7,37.2,22.1,31.1,18.3,51.2,0.0,0.0,0.0,,,,,9.0,254.2,1010.4,61.6,6.2,171.4,14.7,6.0,,2012-04-01T05:54:13,2012-04-01T18:17:24,0.32,Partially cloudy,1186,1186,0.37,821,51,33.9,24.0,29.5,33.9,0.4,0.4,1.0,7.5,5.17
01-04-2015,578,"Khulna,Bangladesh",35.8,22.6,28.5,38.5,22.6,30.0,21.6,70.3,0.1,100.0,4.17,rain,,,,19.8,204.7,1009.0,17.4,5.4,275.2,23.7,9.0,,2015-04-01T05:54:55,2015-04-01T18:17:09,0.39,Rain,2281,2281,0.94,1916,51,31.1,24.0,27.4,31.1,1.6,1.6,5.0,20.9,4.28
01-04-2016,944,"Khulna,Bangladesh",33.2,19.0,26.6,35.8,19.0,27.7,22.2,79.5,15.6,100.0,79.17,rain,,,,12.6,157.3,1009.3,34.6,5.9,213.2,18.5,7.0,,2016-04-01T05:54:11,2016-04-01T18:17:24,0.79,"Rain, Partially cloudy",2647,2647,8.44,2282,65,27.1,21.6,24.7,28.5,26.4,26.4,12.0,18.5,1.91
01-04-2016,2526,"Khulna,Bangladesh",33.2,19.0,26.6,35.8,19.0,27.7,22.2,79.5,15.6,100.0,79.17,rain,,,,12.6,157.3,1009.3,34.6,5.9,213.2,18.5,7.0,,2016-04-01T05:54:11,2016-04-01T18:17:24,0.79,"Rain, Partially cloudy",2647,2647,8.44,2282,65,27.1,21.6,24.7,28.5,26.4,26.4,12.0,18.5,1.91
01-04-2017,1064,"Khulna,Bangladesh",35.3,24.0,28.8,39.7,24.0,31.6,23.5,75.5,0.0,0.0,0.0,,,,,23.4,196.5,1007.9,19.1,6.2,282.0,24.4,9.0,,2017-04-01T05:54:24,2017-04-01T18:17:19,0.15,Clear,3012,3012,15.11,2647,3,32.7,25.5,28.5,31.9,0.0,0.0,0.0,22.1,4.83
01-04-2018,1429,"Khulna,Bangladesh",34.3,20.0,27.8,35.0,20.0,28.4,20.5,68.5,3.4,100.0,50.0,rain,,,,8.6,166.7,1009.5,47.1,5.5,170.4,15.0,6.0,,2018-04-01T05:54:39,2018-04-01T18:17:14,0.52,"Rain, Partially cloudy",3377,3377,2.09,3012,51,31.4,21.9,26.5,30.1,0.1,0.1,1.0,18.4,3.42
01-04-2019,1794,"Khulna,Bangladesh",34.7,24.7,28.7,37.7,24.7,30.4,22.9,74.4,4.7,100.0,50.0,rain,,,,16.6,172.3,,18.8,,239.9,20.7,8.0,,2019-04-01T05:54:53,2019-04-01T18:17:09,0.87,Rain,3742,3742,1.06,3377,63,32.6,22.7,28.2,32.3,7.3,7.3,10.0,21.3,4.6
01-04-2020,2160,"Khulna,Bangladesh",37.9,21.7,29.3,42.9,21.7,30.1,17.4,53.9,0.0,0.0,0.0,,,,,12.6,264.0,1008.2,3.7,6.3,295.0,25.4,10.0,,2020-04-01T05:54:10,2020-04-01T18:17:26,0.25,Clear,4108,4108,0.44,3743,51,36.0,22.8,29.7,33.5,0.2,0.2,1.0,13.0,6.04
01-04-2021,2646,"Khulna,Bangladesh",42.0,25.4,32.4,39.2,25.4,32.2,17.2,54.5,0.0,0.0,0.0,,,,,18.4,195.2,,11.7,,284.3,24.6,10.0,,2021-04-01T05:54:25,2021-04-01T18:17:21,0.62,Clear,4473,4473,0.44,4108,3,37.1,25.3,30.3,33.9,0.0,0.0,0.0,17.7,6.26
01-04-2022,3011,"Khulna,Bangladesh",37.9,25.6,30.5,39.7,25.6,32.0,21.6,63.3,0.1,100.0,4.17,rain,0.0,0.0,48.2,29.5,197.8,1007.7,18.5,24.1,284.4,24.6,10.0,30.0,2022-04-01T05:54:39,2022-04-01T18:17:16,0.0,Rain,4838,4838,0.53,4473,51,33.3,26.2,29.2,32.8,0.3,0.3,1.0,21.1,4.99
01-04-2023,3376,"Khulna,Bangladesh",26.3,21.4,23.6,26.3,21.4,23.6,20.8,84.7,7.5,100.0,50.0,rain,0.0,0.0,43.6,23.8,187.8,1009.0,80.5,17.5,92.5,8.2,4.0,30.0,2023-04-01T05:54:53,2023-04-01T18:17:12,0.34,"Rain, Partially cloudy",5203,5203,40.11,4838,63,26.0,21.4,23.2,26.4,6.2,6.2,8.0,15.2,1.75
01-05-2012,121,"khulna,Bangladesh",37.5,22.1,30.8,48.3,22.1,35.7,23.9,70.0,6.2,100.0,100.0,rain,,,,21.6,193.3,1002.8,56.3,7.8,276.5,23.8,9.0,,2012-05-01T05:28:59,2012-05-01T18:29:10,0.33,"Rain, Partially cloudy",1216,1216,90.83,851,61,34.3,27.2,28.9,33.8,5.3,5.3,5.0,20.6,4.75
01-05-2015,608,"Khulna,Bangladesh",35.8,25.4,29.9,45.6,25.4,34.1,24.5,75.6,2.7,100.0,50.0,rain,,,,11.9,200.3,1007.1,73.7,6.9,234.6,20.1,8.0,,2015-05-01T05:29:29,2015-05-01T18:28:51,0.41,"Rain, Partially cloudy",2311,2311,127.82,1946,55,32.8,26.1,28.6,34.1,3.1,3.1,7.0,17.1,4.5
01-05-2017,1094,"Khulna,Bangladesh",34.5,22.7,28.0,41.3,22.7,31.1,24.4,82.3,22.4,100.0,100.0,rain,,,,11.9,184.7,1009.5,62.8,6.1,107.8,9.4,3.0,,2017-05-01T05:29:07,2017-05-01T18:29:03,0.16,"Rain, Partially cloudy",3042,3042,95.38,2677,65,32.3,23.3,28.4,32.6,11.6,11.6,2.0,15.0,4.51
01-05-2018,1459,"Khulna,Bangladesh",32.7,23.1,27.9,37.5,23.1,30.5,23.6,78.8,19.2,100.0,66.67,rain,,,,8.6,193.5,1007.3,51.6,6.2,220.8,18.9,7.0,,2018-05-01T05:29:18,2018-05-01T18:28:57,0.54,"Rain, Partially cloudy",3407,3407,181.81,3042,63,31.2,23.5,27.0,31.9,7.0,7.0,7.0,10.9,3.13
01-05-2019,1824,"Khulna,Bangladesh",37.6,27.3,31.5,42.9,31.3,36.3,23.7,66.3,0.0,0.0,0.0,,,,,25.9,190.0,,50.9,,301.7,25.9,10.0,,2019-05-01T05:29:28,2019-05-01T18:28:52,0.88,Partially cloudy,3772,3772,84.7,3407,51,35.0,27.3,30.5,35.0,0.5,0.5,2.0,21.2,5.49
01-05-2020,2190,"Khulna,Bangladesh",31.8,23.7,27.1,36.6,23.7,29.0,23.7,83.0,17.5,100.0,100.0,rain,,,,6.8,185.3,1009.1,28.3,5.6,263.9,22.6,8.0,,2020-05-01T05:28:58,2020-05-01T18:29:12,0.25,"Rain, Partially cloudy",4138,4138,154.6,3773,63,28.4,22.7,25.1,30.0,16.7,16.7,15.0,9.5,3.17
01-05-2021,2676,"Khulna,Bangladesh",41.1,26.0,32.9,40.9,26.0,33.8,18.5,49.1,0.0,0.0,0.0,,,,,18.0,192.7,,10.6,,280.1,24.1,9.0,,2021-05-01T05:29:08,2021-05-01T18:29:06,0.64,Clear,4503,4503,77.7,4138,55,35.8,25.6,29.6,34.6,3.4,3.4,8.0,10.7,5.15
01-05-2022,3041,"Khulna,Bangladesh",40.6,23.4,31.4,43.3,23.4,33.8,22.0,62.6,10.6,100.0,20.83,rain,0.0,0.0,42.8,34.9,189.6,1004.4,40.1,22.6,289.3,25.1,10.0,60.0,2022-05-01T05:29:19,2022-05-01T18:29:01,0.0,"Rain, Partially cloudy",4868,4868,88.74,4503,51,34.9,26.4,30.4,35.0,0.3,0.3,3.0,15.0,4.74
01-05-2023,3406,"Khulna,Bangladesh",34.2,23.6,27.6,36.3,23.6,28.5,20.7,68.4,13.3,100.0,12.5,rain,0.0,0.0,46.8,28.4,337.4,1008.0,91.2,17.0,274.2,23.7,9.0,30.0,2023-05-01T05:29:29,2023-05-01T18:28:55,0.36,"Rain, Overcast",5233,5233,80.85,4868,53,32.7,25.0,27.7,31.5,1.4,1.4,3.0,17.3,4.07
01-06-2012,152,"khulna,Bangladesh",35.9,27.6,30.9,44.1,33.5,37.7,25.7,76.6,7.5,100.0,100.0,rain,,,,14.4,190.9,999.1,81.1,6.5,186.2,16.0,6.0,,2012-06-01T05:16:24,2012-06-01T18:43:11,0.39,"Rain, Partially cloudy",1247,1247,81.41,882,61,30.4,27.3,28.3,34.3,3.7,3.7,7.0,15.2,1.82
01-06-2015,639,"Khulna,Bangladesh",36.9,27.8,31.1,44.8,32.7,37.9,25.3,72.6,0.0,0.0,0.0,,,,,20.5,203.1,1003.3,61.1,7.6,133.1,11.4,4.0,,2015-06-01T05:16:30,2015-06-01T18:42:53,0.45,Partially cloudy,2342,2342,91.68,1977,2,34.8,28.3,31.1,35.3,0.0,0.0,0.0,22.4,5.63
01-06-2017,1125,"Khulna,Bangladesh",35.0,25.7,29.8,46.9,25.7,38.7,27.6,88.6,44.5,100.0,100.0,rain,,,,16.2,182.3,1002.2,82.9,5.5,95.4,8.3,3.0,,2017-06-01T05:16:25,2017-06-01T18:43:05,0.25,"Rain, Partially cloudy",3073,3073,110.94,2708,63,33.0,28.0,29.7,35.5,19.2,19.2,12.0,19.9,3.28
01-06-2018,1490,"Khulna,Bangladesh",33.6,25.3,27.5,43.0,25.3,31.0,25.8,90.8,20.1,100.0,100.0,rain,,,,15.8,166.0,1006.0,78.3,6.1,83.3,7.2,3.0,,2018-06-01T05:16:27,2018-06-01T18:42:59,0.59,"Rain, Partially cloudy",3438,3438,210.35,3073,61,31.7,25.5,28.0,34.2,14.0,14.0,15.0,13.7,2.95
01-06-2019,1855,"Khulna,Bangladesh",36.4,27.4,30.6,49.3,32.2,37.9,26.1,78.7,17.9,100.0,91.67,rain,,,,16.2,179.8,1003.4,67.1,5.5,241.3,21.0,8.0,,2019-06-01T05:16:30,2019-06-01T18:42:54,0.93,"Rain, Partially cloudy",3803,3803,126.94,3438,63,34.3,26.6,30.2,35.5,8.3,8.3,15.0,15.1,4.42
01-06-2020,2221,"Khulna,Bangladesh",34.6,23.7,28.7,46.4,23.7,33.6,25.9,85.5,6.7,100.0,50.0,rain,,,,14.8,206.5,1007.7,84.1,5.9,180.4,15.5,6.0,,2020-06-01T05:16:25,2020-06-01T18:43:14,0.34,"Rain, Partially cloudy",4169,4169,172.38,3804,53,32.6,27.1,29.5,35.1,0.6,0.6,2.0,14.2,4.69
01-06-2021,2707,"Khulna,Bangladesh",32.4,27.3,29.3,41.4,32.4,36.7,26.8,87.0,10.5,100.0,100.0,rain,,,,13.7,197.4,,76.7,,124.4,10.5,4.0,,2021-06-01T05:16:27,2021-06-01T18:43:08,0.69,"Rain, Partially cloudy",4534,4534,139.6,4169,63,31.9,24.7,28.1,34.5,23.2,23.2,13.0,14.5,2.54
01-06-2022,3072,"Khulna,Bangladesh",35.4,27.5,30.7,41.3,31.1,35.7,24.1,69.7,3.1,100.0,20.83,rain,0.0,0.0,33.5,21.6,169.0,1000.8,87.9,23.1,222.9,19.2,10.0,60.0,2022-06-01T05:16:29,2022-06-01T18:43:03,0.06,"Rain, Partially cloudy",4899,4899,119.78,4534,61,30.1,26.3,27.6,33.9,7.6,7.6,19.0,6.0,2.36
01-06-2023,3437,"Khulna,Bangladesh",40.5,28.7,32.8,45.7,33.3,39.0,24.0,62.5,0.8,100.0,12.5,rain,0.0,0.0,33.5,29.9,174.0,1003.2,78.3,18.1,241.2,21.0,9.0,60.0,2023-06-01T05:16:32,2023-06-01T18:42:58,0.41,"Rain, Partially cloudy",5264,5264,86.7,4899,53,36.0,28.4,31.3,38.5,1.3,1.3,4.0,12.3,5.19
01-07-2012,182,"khulna,Bangladesh",35.0,26.6,29.9,42.2,26.6,35.2,25.2,78.1,0.8,100.0,12.5,rain,,,,21.6,141.1,,78.8,,274.2,23.7,9.0,,2012-07-01T05:20:20,2012-07-01T18:51:03,0.41,"Rain, Partially cloudy",1277,1277,85.5,912,51,32.1,27.1,28.9,34.1,1.3,1.3,7.0,17.3,4.13
01-07-2015,669,"Khulna,Bangladesh",32.9,25.8,28.8,42.7,25.8,34.6,26.3,86.7,2.5,100.0,50.0,rain,,,,19.4,190.0,1004.1,53.6,6.8,250.0,21.6,8.0,,2015-07-01T05:20:06,2015-07-01T18:51:01,0.47,"Rain, Partially cloudy",2372,2372,350.56,2007,63,30.5,25.2,26.9,32.7,21.6,21.6,19.0,12.6,2.49
01-07-2017,1155,"Khulna,Bangladesh",33.6,27.1,29.0,46.6,31.8,37.0,27.4,91.2,42.8,100.0,100.0,rain,,,,10.1,178.8,997.7,89.7,6.4,109.7,9.4,3.0,,2017-07-01T05:20:17,2017-07-01T18:51:03,0.25,"Rain, Partially cloudy",3103,3103,225.46,2738,63,32.2,25.9,28.2,33.5,8.9,8.9,13.0,17.9,3.38
01-07-2018,1520,"Khulna,Bangladesh",34.9,26.8,28.9,46.3,30.5,35.6,26.6,88.0,5.1,100.0,62.5,rain,,,,18.4,202.5,1002.0,82.4,4.6,166.3,14.4,6.0,,2018-07-01T05:20:12,2018-07-01T18:51:03,0.6,"Rain, Partially cloudy",3468,3468,245.6,3103,63,30.6,26.7,28.5,33.4,10.1,10.1,10.0,21.1,3.9
01-07-2019,1885,"Khulna,Bangladesh",32.3,26.9,29.3,42.5,30.9,36.5,26.6,86.1,8.2,100.0,75.0,rain,,,,22.3,111.6,997.0,74.4,4.9,224.8,19.4,8.0,,2019-07-01T05:20:08,2019-07-01T18:51:03,0.95,"Rain, Partially cloudy",3833,3833,205.06,3468,63,31.3,26.6,28.8,33.6,6.1,6.1,10.0,19.6,4.0
01-07-2020,2251,"Khulna,Bangladesh",37.1,26.4,29.6,49.6,26.4,36.1,26.6,84.8,1.2,100.0,37.5,rain,,,,16.6,208.2,1001.9,71.3,6.6,208.0,17.9,8.0,,2020-07-01T05:20:24,2020-07-01T18:51:06,0.36,"Rain, Partially cloudy",4199,4199,218.79,3834,53,32.9,27.2,29.4,35.3,2.3,2.3,7.0,14.2,4.65
01-07-2021,2737,"Khulna,Bangladesh",29.5,26.6,27.9,38.0,26.6,33.0,26.5,92.4,24.7,100.0,100.0,rain,,,,25.2,194.4,,94.2,,114.2,10.0,3.0,,2021-07-01T05:20:20,2021-07-01T18:51:06,0.71,"Rain, Overcast",4564,4564,328.61,4199,63,30.1,27.1,28.0,33.7,14.3,14.3,18.0,21.0,1.38
01-07-2022,3102,"Khulna,Bangladesh",32.7,26.4,29.1,39.6,26.4,33.9,25.1,79.7,6.9,100.0,50.0,rain,0.0,0.0,27.4,18.4,157.8,1000.3,85.8,22.6,230.9,20.1,8.0,30.0,2022-07-01T05:20:15,2022-07-01T18:51:06,0.07,"Rain, Partially cloudy",4929,4929,100.86,4564,61,31.2,25.8,27.7,33.7,7.9,7.9,21.0,10.9,2.65
