datetime,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,river_discharge,tempmax_y,tempmin_y,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
2015-09-15,30.9,25.8,28.0,39.5,25.8,33.2,26.5,91.5,17.9,100.0,100.0,21.2,114.8,1004.1,84.7,6.3,112.4,9.7,4.0,340.98,29.8,25.6,31.9,7.5,7.5,15.0,19.3,2.73
2017-09-15,34.1,26.1,29.2,42.4,26.1,35.0,26.1,84.4,1.4,100.0,29.17,6.1,153.7,1004.5,69.5,6.3,242.9,20.8,8.0,308.03,31.7,25.8,35.6,0.9,0.9,6.0,5.9,4.06
2018-09-15,35.2,26.5,29.2,47.0,26.5,35.3,26.1,84.1,1.7,100.0,70.83,5.8,315.3,1006.6,69.0,5.8,105.2,9.0,4.0,216.77,32.7,25.6,35.5,11.1,11.1,11.0,7.7,3.94
2019-09-15,33.7,26.0,29.0,43.1,26.0,35.2,26.5,87.2,0.3,100.0,12.5,11.2,197.0,1005.8,60.4,5.7,216.8,18.8,7.0,192.2,32.2,26.3,35.2,0.7,0.7,6.0,10.2,4.1
2014-10-15,32.3,24.7,27.9,41.3,24.7,31.3,25.2,86.4,1.0,100.0,33.33,6.8,226.0,1012.6,31.0,5.6,209.9,18.0,8.0,167.27,30.9,24.4,33.5,1.5,1.5,7.0,7.9,3.32
2015-10-15,31.8,23.3,26.6,37.7,23.3,28.7,23.6,84.9,2.1,100.0,62.5,10.1,156.5,1012.8,35.3,6.9,222.4,19.2,8.0,239.99,28.9,22.4,29.5,0.7,0.7,3.0,12.8,2.35
2017-10-15,32.3,25.2,28.7,44.0,25.2,33.1,25.0,81.5,1.3,100.0,20.83,6.5,243.4,1005.4,22.1,4.6,228.1,19.6,8.0,278.9,31.8,25.5,35.3,0.5,0.5,3.0,7.3,3.58
2018-10-15,32.8,22.1,26.7,37.3,22.1,28.3,22.4,78.8,0.0,0.0,0.0,7.2,271.8,1012.2,50.4,6.0,237.7,20.4,8.0,191.31,30.1,22.3,31.4,0.2,0.2,1.0,7.4,3.56
2019-10-15,33.7,22.3,27.5,39.2,22.3,29.8,23.0,78.0,0.0,0.0,0.0,7.2,1.7,1011.9,52.7,4.8,219.7,18.9,8.0,175.2,31.4,22.5,32.4,0.0,0.0,0.0,7.2,4.04
2014-11-15,29.8,15.5,22.0,28.7,15.5,21.8,14.0,64.8,0.0,0.0,0.0,8.3,313.4,1012.6,13.9,5.2,197.1,16.9,7.0,79.91,28.5,16.9,22.8,0.0,0.0,0.0,9.9,3.8
2015-11-15,31.6,19.3,24.6,33.1,19.3,24.9,19.1,73.5,0.0,0.0,0.0,6.8,302.6,1011.2,23.5,3.9,182.9,15.7,7.0,122.03,29.7,21.6,28.7,0.0,0.0,0.0,6.1,3.1
2017-11-15,25.0,20.3,22.5,25.0,20.3,22.5,21.2,92.3,21.4,100.0,91.67,12.2,5.3,1011.5,85.9,4.8,60.6,5.3,2.0,183.5,24.5,20.8,25.8,17.8,17.8,24.0,16.6,0.78
2018-11-15,31.0,18.7,24.1,33.9,18.7,24.5,18.6,74.0,0.0,0.0,0.0,9.0,270.6,1012.5,31.3,5.1,181.4,15.6,7.0,87.51,29.6,20.4,28.3,0.0,0.0,0.0,8.4,3.36
2019-11-15,32.2,18.1,23.8,40.0,18.1,24.7,20.8,84.8,0.0,0.0,0.0,9.7,320.4,1013.0,2.0,4.7,213.6,18.4,8.0,177.65,29.3,19.1,27.2,0.0,0.0,0.0,7.6,3.44
2014-12-15,28.8,14.0,20.2,27.6,14.0,20.1,14.5,74.0,0.0,0.0,0.0,9.0,332.3,1015.2,54.4,3.7,156.0,13.6,6.0,72.11,25.0,15.4,21.9,0.0,0.0,0.0,8.3,1.98
2015-12-15,26.7,17.0,21.0,26.7,17.0,21.0,15.9,74.4,0.7,100.0,20.83,8.6,14.3,1013.5,54.0,5.0,121.6,10.7,5.0,76.62,25.6,17.6,22.6,0.0,0.0,0.0,11.3,2.57
2017-12-15,27.2,15.6,20.5,27.4,15.6,20.5,16.3,79.0,0.0,0.0,0.0,11.2,338.4,1015.8,20.8,4.6,172.9,14.8,7.0,140.91,26.2,14.5,21.2,0.0,0.0,0.0,11.7,3.15
2018-12-15,27.7,14.5,20.2,26.7,14.5,20.1,10.5,57.7,0.0,0.0,0.0,15.8,352.5,0.0,47.9,0.0,147.2,12.6,6.0,77.89,25.7,18.9,20.8,0.0,0.0,0.0,13.3,3.26
2019-12-15,27.0,16.3,21.0,27.9,16.3,21.0,18.2,85.1,0.0,0.0,0.0,9.4,16.0,1016.5,9.6,4.6,162.3,13.8,6.0,88.74,26.2,17.6,23.1,0.0,0.0,0.0,9.9,2.5
2015-01-16,27.6,11.3,19.2,26.5,11.3,19.1,10.8,62.8,0.0,0.0,0.0,10.4,329.2,1014.9,28.2,3.9,161.8,13.8,6.0,13.13,25.8,15.0,20.9,0.2,0.2,1.0,11.2,2.65
2016-01-16,29.6,14.8,20.9,28.1,14.8,20.7,12.7,65.3,0.0,0.0,0.0,10.8,307.2,1012.1,20.5,3.3,175.0,15.1,7.0,7.81,26.8,15.9,21.5,0.0,0.0,0.0,9.2,3.42
2017-01-16,25.7,8.1,16.3,25.7,6.4,16.0,7.6,61.7,0.0,0.0,0.0,14.0,328.6,1015.3,0.1,4.2,198.1,17.3,7.0,13.66,24.3,11.3,16.4,0.0,0.0,0.0,10.2,3.48
2018-01-16,23.8,10.0,16.0,23.8,8.9,16.0,10.3,71.8,0.0,0.0,0.0,14.0,340.7,1013.6,0.6,3.1,164.7,14.0,6.0,33.59,23.0,10.7,16.9,0.0,0.0,0.0,11.6,3.13
2019-01-16,27.2,9.8,17.7,26.7,8.3,17.5,3.5,42.9,0.0,0.0,0.0,11.5,344.8,1016.8,0.0,7.0,199.2,17.0,7.0,17.75,24.8,12.6,17.0,0.0,0.0,0.0,13.0,3.79
2015-02-16,30.4,17.5,23.3,29.7,17.5,23.2,16.7,70.4,0.7,100.0,16.67,7.2,208.8,1014.1,11.4,5.5,220.6,19.2,8.0,1.31,26.9,17.1,24.8,0.5,0.5,2.0,5.9,3.25
2016-02-16,36.1,20.3,27.0,35.1,20.3,27.1,15.0,53.1,0.0,0.0,0.0,7.9,342.5,1015.6,10.8,4.8,220.2,19.1,8.0,0.52,30.7,21.1,30.0,0.2,0.2,1.0,5.5,3.63
2017-02-16,32.9,15.6,23.6,30.7,15.6,23.0,10.4,50.3,0.0,0.0,0.0,9.4,338.9,1016.9,0.1,4.0,216.0,18.7,8.0,0.44,29.2,16.6,23.7,0.0,0.0,0.0,9.3,4.52
2018-02-16,29.8,13.0,20.2,28.1,13.0,19.9,9.9,56.7,0.0,0.0,0.0,15.5,332.2,1017.5,23.8,5.3,248.6,21.5,9.0,0.56,27.8,14.7,20.8,0.0,0.0,0.0,12.2,4.54
2019-02-16,30.8,17.4,24.1,29.3,17.4,23.7,9.9,42.1,0.0,0.0,0.0,18.0,315.4,0.0,10.6,0.0,195.4,17.0,7.0,0.75,24.4,17.8,21.4,2.0,2.0,4.0,19.5,2.1
2015-03-16,37.3,22.3,29.3,36.4,22.3,28.8,13.6,40.4,0.0,0.0,0.0,14.4,338.8,0.0,72.5,0.0,253.4,22.1,9.0,0.34,32.0,21.7,28.1,0.0,0.0,0.0,14.2,5.43
2016-03-16,34.9,22.3,27.7,36.3,22.3,28.4,19.9,66.2,1.0,100.0,20.83,9.0,243.3,1010.4,20.5,5.9,251.0,21.6,9.0,0.41,31.9,22.4,30.6,6.0,6.0,7.0,11.7,4.23
2017-03-16,30.5,14.7,22.7,28.8,14.7,22.3,11.6,54.8,0.0,0.0,0.0,10.1,294.2,1011.3,2.2,5.3,285.4,24.5,10.0,37.73,28.5,17.9,24.7,0.0,0.0,0.0,7.9,4.74
2018-03-16,37.0,22.9,28.9,37.0,22.9,29.2,19.7,63.5,0.0,0.0,0.0,12.2,225.5,1007.8,47.4,4.2,184.8,16.0,8.0,0.53,31.1,24.4,29.4,0.2,0.2,1.0,19.5,3.82
2019-03-16,34.9,21.9,27.6,36.1,21.9,28.3,19.8,65.8,2.7,100.0,20.83,11.2,275.0,0.0,6.4,0.0,256.7,22.1,9.0,19.61,33.4,23.9,31.6,0.7,0.7,1.0,11.6,5.14
2015-04-16,33.8,23.8,28.7,37.0,23.8,30.5,22.0,69.5,0.0,0.0,0.0,8.6,287.7,1011.7,85.7,6.8,156.7,13.6,5.0,56.41,33.4,25.0,34.0,2.2,2.2,4.0,8.4,4.43
2016-04-16,40.0,27.0,32.1,44.8,30.8,37.1,23.7,66.0,0.0,0.0,0.0,28.4,198.4,1004.8,13.5,4.0,284.8,24.6,9.0,54.21,34.4,27.3,34.1,0.0,0.0,0.0,28.1,5.95
2017-04-16,36.4,24.8,29.6,38.0,24.8,31.1,21.3,64.5,0.5,100.0,20.83,9.4,138.6,1005.8,26.3,6.5,269.2,23.2,9.0,41.66,32.9,24.4,32.6,0.8,0.8,5.0,13.9,4.75
2018-04-16,37.5,23.3,29.9,40.3,23.3,32.1,22.2,68.8,5.0,100.0,41.67,9.4,207.4,1008.2,3.9,6.6,299.2,25.8,10.0,49.7,36.4,25.7,35.2,0.0,0.0,0.0,13.2,5.98
2019-04-16,38.9,25.0,30.9,41.8,25.0,33.6,23.2,68.9,0.5,100.0,20.83,14.0,184.6,0.0,8.0,0.0,258.5,22.2,9.0,82.37,34.7,24.3,36.1,3.8,3.8,3.0,16.2,4.89
2015-05-16,34.5,24.4,29.1,44.2,24.4,34.2,25.3,81.4,9.9,100.0,87.5,10.4,198.6,1006.6,68.1,5.8,122.5,10.7,4.0,124.03,32.4,26.8,35.4,2.2,2.2,7.0,14.2,4.41
2017-05-16,34.3,22.7,29.5,42.0,22.7,35.1,25.1,79.0,12.2,100.0,100.0,15.8,161.1,1002.3,68.6,6.1,239.6,20.5,8.0,109.15,33.7,25.8,35.5,3.2,3.2,12.0,18.2,3.9
2018-05-16,30.6,21.7,26.2,36.5,21.7,28.5,24.1,88.4,21.9,100.0,100.0,14.8,178.1,1005.8,45.6,5.2,172.1,14.9,6.0,186.07,30.5,24.4,32.2,21.6,21.6,16.0,15.9,3.4
2019-05-16,38.3,26.2,31.4,43.4,26.2,35.2,23.7,67.4,0.0,0.0,0.0,17.6,212.2,0.0,58.9,0.0,260.7,22.4,9.0,150.01,34.7,27.5,36.4,0.8,0.8,5.0,15.8,5.28
2015-06-16,30.9,26.1,28.2,42.1,26.1,33.0,26.1,88.7,16.1,100.0,58.33,12.6,181.4,1002.0,83.4,7.0,112.6,9.6,3.0,193.09,29.2,25.7,32.3,20.4,20.4,24.0,13.8,1.99
2017-06-16,30.5,26.3,28.1,38.7,26.3,32.7,26.3,89.8,4.9,100.0,95.83,19.1,204.3,1001.8,80.9,4.0,116.1,10.0,4.0,172.38,31.1,25.8,32.9,17.6,17.6,16.0,17.1,2.17
2018-06-16,36.4,27.1,30.2,47.5,30.5,38.9,27.0,84.3,3.5,100.0,100.0,14.0,189.9,999.3,53.2,6.2,194.6,16.7,6.0,270.02,35.5,28.6,38.8,0.1,0.1,1.0,16.1,5.6
2019-06-16,39.1,27.2,30.5,50.5,31.9,39.3,27.1,83.2,2.4,100.0,37.5,18.4,191.4,998.6,58.4,5.0,176.3,15.1,5.0,203.64,35.0,28.5,37.4,0.0,0.0,0.0,20.8,5.0
2015-07-16,30.9,25.7,28.0,39.1,25.7,33.6,26.6,92.5,63.4,100.0,100.0,15.1,165.0,997.7,94.3,6.3,151.3,13.0,5.0,452.94,31.5,25.6,33.9,14.7,14.7,20.0,12.6,2.62
2017-07-16,34.0,26.3,28.7,43.4,26.3,33.8,26.2,87.4,3.0,100.0,100.0,16.9,112.3,999.6,80.4,6.8,148.2,12.8,5.0,266.92,32.4,26.5,33.9,0.1,0.1,1.0,18.3,4.75
2018-07-16,32.1,26.7,29.0,42.5,26.7,35.6,26.7,88.0,16.1,100.0,100.0,22.0,144.5,996.6,74.1,5.9,283.8,24.6,9.0,229.14,30.2,26.1,32.4,10.5,10.5,14.0,22.7,3.27
2019-07-16,35.1,26.9,29.5,48.8,30.8,37.5,27.2,88.3,2.2,100.0,62.5,12.6,190.6,1001.1,73.9,5.1,131.9,11.5,4.0,237.23,34.6,27.3,37.4,4.3,4.3,9.0,12.6,4.82
2015-08-16,30.3,26.7,28.2,38.6,26.7,34.0,26.7,92.1,24.8,100.0,100.0,22.0,190.7,1005.4,93.4,6.8,175.0,15.1,6.0,465.66,29.6,25.7,31.8,10.3,10.3,11.0,20.2,2.54
2017-08-16,31.9,26.4,28.4,42.1,26.4,34.2,26.9,92.0,15.5,100.0,100.0,14.0,225.3,1001.1,86.0,5.9,117.9,10.0,5.0,388.05,30.6,25.6,33.9,34.3,34.3,22.0,11.0,2.14
2018-08-16,32.1,26.5,29.0,42.3,26.5,35.5,26.6,87.3,6.8,100.0,66.67,20.5,143.8,1001.0,71.6,6.1,231.4,20.1,8.0,280.19,31.1,26.1,33.2,4.0,4.0,11.0,20.0,3.88
2019-08-16,34.4,26.5,28.5,45.9,26.5,34.8,27.0,91.7,23.4,100.0,100.0,11.9,211.0,1003.5,92.4,4.8,116.7,10.1,4.0,270.02,30.1,25.8,33.8,30.1,30.1,21.0,13.4,2.05
2014-09-16,32.5,25.8,28.7,41.4,25.8,33.7,25.8,85.0,0.5,100.0,16.67,7.2,151.4,1002.2,39.8,6.8,239.9,20.7,8.0,192.2,31.5,25.6,34.6,0.8,0.8,4.0,10.0,3.91
2015-09-16,31.8,26.4,28.3,40.5,26.4,33.5,26.6,91.1,6.8,100.0,79.17,13.8,127.1,1003.7,82.6,6.7,136.6,11.7,5.0,342.56,30.6,25.4,33.0,5.1,5.1,5.0,17.3,2.84
2017-09-16,35.8,25.8,30.1,45.4,25.8,37.9,26.8,83.4,5.1,100.0,54.17,7.6,290.9,1003.1,65.2,6.5,229.2,19.7,8.0,296.17,33.1,26.3,37.1,2.7,2.7,3.0,7.9,4.33
2018-09-16,35.1,25.5,28.9,43.6,25.5,33.8,25.6,83.2,0.0,0.0,0.0,6.8,347.5,1004.8,68.1,5.0,136.9,11.7,5.0,212.8,32.6,25.8,35.9,1.1,1.1,6.0,6.9,3.93
2019-09-16,34.9,25.8,28.6,46.6,25.8,34.0,26.3,87.9,0.8,100.0,33.33,9.0,180.0,1004.8,79.6,5.4,141.6,12.2,5.0,187.36,32.0,26.4,34.6,0.5,0.5,3.0,14.6,3.84
2014-10-16,33.0,24.6,27.4,40.7,24.6,30.7,25.0,87.7,1.3,100.0,29.17,8.3,309.7,1011.8,63.9,5.5,118.5,10.2,5.0,162.31,30.7,24.6,33.2,1.5,1.5,4.0,8.6,3.34
2015-10-16,32.0,23.7,27.3,35.4,23.7,29.5,23.5,80.6,1.1,100.0,37.5,6.5,211.2,1013.5,41.6,6.9,235.4,20.3,8.0,236.68,29.8,22.6,31.3,0.4,0.4,2.0,6.2,3.14
2017-10-16,31.9,24.0,28.2,44.0,24.0,31.9,24.3,80.2,0.1,100.0,4.17,7.9,348.3,1005.5,32.3,4.0,228.4,19.7,8.0,272.53,32.0,25.3,34.4,0.1,0.1,1.0,7.9,3.78
2018-10-16,32.9,21.5,26.1,37.0,21.5,27.1,21.1,76.1,0.0,0.0,0.0,8.3,309.5,1012.2,35.2,5.7,237.2,20.3,9.0,179.3,30.1,21.2,30.3,0.0,0.0,0.0,7.3,3.83
2019-10-16,32.1,24.7,27.6,39.3,24.7,30.2,24.1,82.1,3.7,100.0,75.0,11.2,219.0,1012.5,44.5,4.1,236.7,20.4,8.0,170.0,30.6,24.2,32.6,7.0,7.0,4.0,9.4,3.31
2014-11-16,29.0,16.0,21.6,28.3,16.0,21.5,13.8,65.1,0.0,0.0,0.0,9.0,312.4,1012.8,6.4,3.7,176.4,15.2,7.0,78.98,28.0,17.0,23.3,0.0,0.0,0.0,9.7,3.65
2015-11-16,31.5,18.6,24.4,34.3,18.6,24.8,19.1,74.0,0.0,0.0,0.0,7.2,294.5,1011.2,36.8,3.8,183.7,15.8,7.0,119.23,29.9,21.5,29.0,0.0,0.0,0.0,7.4,3.12
2017-11-16,31.2,20.1,22.8,36.7,20.1,23.0,21.4,91.9,4.7,100.0,87.5,10.1,32.7,1010.9,91.8,5.2,88.7,7.6,4.0,187.8,23.7,20.7,24.8,0.9,0.9,3.0,13.2,1.07
2018-11-16,32.3,18.1,24.4,31.8,18.1,24.5,18.2,71.9,0.0,0.0,0.0,9.0,262.9,1012.1,15.3,4.4,190.1,16.2,7.0,86.5,30.4,20.4,28.5,0.0,0.0,0.0,9.7,3.48
2019-11-16,30.9,17.9,23.7,33.6,17.9,24.0,20.2,82.6,0.0,0.0,0.0,8.3,329.4,1013.0,29.3,4.6,204.0,17.5,7.0,169.61,28.7,19.1,26.8,0.0,0.0,0.0,7.9,3.3
2014-12-16,29.3,13.5,20.3,28.3,13.5,20.2,14.5,73.3,0.0,0.0,0.0,14.0,328.2,1015.6,43.2,3.7,180.9,15.6,7.0,71.95,26.2,15.8,21.2,0.0,0.0,0.0,13.6,3.11
2015-12-16,26.8,13.2,18.9,26.6,13.2,18.9,10.5,62.2,0.0,0.0,0.0,12.2,359.1,1015.0,15.0,4.9,170.3,14.7,6.0,76.45,24.7,13.3,18.6,0.0,0.0,0.0,10.5,3.38
2017-12-16,26.5,13.8,19.1,26.5,13.8,19.1,14.8,78.5,0.0,0.0,0.0,10.1,335.5,1016.3,29.4,4.8,182.0,15.7,7.0,134.52,25.1,14.5,19.6,0.0,0.0,0.0,11.0,3.14
2018-12-16,24.7,15.7,20.1,24.7,15.7,20.1,13.6,67.5,0.5,100.0,20.83,11.9,2.0,0.0,74.5,0.0,106.0,9.2,4.0,77.89,23.6,19.8,21.3,0.1,0.1,1.0,11.5,1.72
2019-12-16,25.9,15.8,20.3,25.9,15.8,20.3,17.2,83.7,0.0,0.0,0.0,9.0,357.7,1016.0,6.9,5.0,170.1,14.6,6.0,87.51,26.1,17.3,22.3,0.0,0.0,0.0,9.8,2.98
2015-01-17,27.9,12.9,19.3,27.0,12.9,19.3,11.2,62.6,0.0,0.0,0.0,13.3,333.4,1014.4,19.8,5.3,181.5,15.8,7.0,19.46,24.1,14.0,18.5,0.1,0.1,1.0,13.2,2.84
2016-01-17,29.2,15.2,20.7,27.9,15.2,20.5,10.9,57.2,0.0,0.0,0.0,13.0,10.1,1013.6,0.0,4.1,174.7,15.2,7.0,14.14,26.1,15.4,20.7,0.0,0.0,0.0,9.6,3.31
2017-01-17,26.6,9.5,17.6,26.6,8.0,17.5,9.3,62.4,0.0,0.0,0.0,11.5,333.7,1016.3,0.0,3.8,179.4,15.4,7.0,20.43,25.7,11.2,18.2,0.0,0.0,0.0,9.8,3.48
2018-01-17,24.6,10.4,16.2,24.6,10.4,16.2,10.3,71.1,0.0,0.0,0.0,13.3,332.0,1013.4,0.0,3.3,173.0,14.9,7.0,38.81,23.7,13.1,18.2,0.0,0.0,0.0,9.4,3.0
2019-01-17,27.9,9.3,17.8,26.6,8.0,17.5,2.8,41.1,0.0,0.0,0.0,10.8,292.2,0.0,0.0,0.0,193.3,16.7,7.0,24.35,25.2,13.0,18.6,0.0,0.0,0.0,9.3,3.4
2015-02-17,31.2,17.9,24.0,30.8,17.9,23.9,16.6,67.0,0.0,0.0,0.0,8.3,235.8,1012.8,7.3,4.4,208.1,18.1,8.0,1.94,27.0,17.4,25.0,0.0,0.0,0.0,7.2,3.37
2016-02-17,35.9,21.0,27.5,35.4,21.0,27.5,16.1,53.7,0.0,0.0,0.0,11.5,321.6,1015.5,40.1,4.1,211.8,18.4,8.0,0.44,31.4,21.2,30.1,0.0,0.0,0.0,8.1,3.87
2017-02-17,33.2,16.4,23.9,31.0,16.4,23.4,10.4,48.4,0.0,0.0,0.0,8.3,4.6,1015.6,0.2,4.6,218.6,18.8,8.0,0.44,29.4,17.2,24.6,0.0,0.0,0.0,9.4,4.22
2018-02-17,30.3,13.2,21.3,28.8,13.2,21.0,12.4,61.6,0.0,0.0,0.0,9.4,310.0,1012.2,39.8,5.3,226.6,19.8,8.0,0.56,28.1,15.8,23.1,0.0,0.0,0.0,8.9,4.12
2019-02-17,30.5,18.5,23.7,29.5,18.5,23.4,12.6,52.2,0.4,100.0,12.5,15.8,261.6,0.0,11.3,0.0,202.2,17.6,8.0,1.28,26.5,16.2,22.4,1.6,1.6,3.0,13.4,3.36
2015-03-17,37.0,21.7,28.8,36.0,21.7,28.5,14.6,44.6,0.0,0.0,0.0,11.9,307.6,1010.6,0.5,7.0,257.1,22.3,9.0,0.34,33.1,21.2,31.3,0.0,0.0,0.0,9.0,5.13
2016-03-17,36.0,22.0,28.0,34.9,22.0,27.7,17.5,59.2,0.0,0.0,0.0,8.6,262.6,1011.7,12.5,6.0,266.0,22.9,9.0,0.41,32.4,22.0,29.7,0.0,0.0,0.0,8.1,4.95
2017-03-17,32.7,15.4,23.9,32.3,15.4,23.8,16.1,67.2,0.0,0.0,0.0,11.9,233.9,1009.7,5.3,5.1,276.4,23.8,9.0,34.16,29.9,18.7,27.6,0.0,0.0,0.0,11.3,4.66
2018-03-17,37.4,24.0,29.1,35.8,24.0,28.8,16.8,53.3,0.1,100.0,4.17,18.0,243.9,1009.1,31.2,5.8,245.2,21.1,9.0,0.53,32.5,23.0,29.8,0.3,0.3,1.0,12.8,5.0
2019-03-17,35.1,21.6,28.0,36.2,21.6,28.7,19.8,65.5,7.2,100.0,62.5,9.0,255.2,0.0,3.0,0.0,252.9,22.0,9.0,17.41,33.1,22.2,30.3,3.5,3.5,8.0,18.9,4.84
2015-04-17,34.4,23.6,28.5,39.8,23.6,29.9,21.2,67.5,0.0,0.0,0.0,13.7,229.0,1009.2,77.4,6.5,164.4,14.2,5.0,54.98,31.8,24.8,31.7,0.5,0.5,1.0,14.2,4.92
2016-04-17,41.0,26.6,32.1,45.1,26.6,37.2,23.9,65.7,0.0,0.0,0.0,21.6,186.1,1004.7,33.0,7.2,285.6,24.5,9.0,54.46,35.4,27.2,35.4,0.0,0.0,0.0,22.2,5.23
2017-04-17,38.7,22.1,30.0,38.8,22.1,31.2,19.8,59.7,0.0,0.0,0.0,13.0,269.5,1006.9,44.4,6.7,304.2,26.1,10.0,44.71,35.0,24.1,33.8,0.0,0.0,0.0,12.3,5.72
2018-04-17,38.0,24.9,29.7,42.9,24.9,32.4,23.0,71.4,2.3,100.0,41.67,10.8,191.0,1008.8,21.3,6.2,270.6,23.3,9.0,52.95,36.0,26.0,34.3,3.3,3.3,3.0,16.6,5.12
2019-04-17,38.7,25.4,31.7,42.1,25.4,35.0,23.2,65.5,1.4,100.0,37.5,8.6,72.6,0.0,11.1,0.0,266.6,23.0,9.0,84.9,34.3,24.0,33.2,0.2,0.2,1.0,12.7,5.06
2015-05-17,35.4,25.1,29.5,42.8,25.1,32.1,23.3,73.6,4.7,100.0,100.0,12.6,210.2,1004.5,72.7,6.4,191.9,16.4,6.0,138.96,32.9,25.7,34.7,5.2,5.2,9.0,12.3,4.31
2017-05-17,35.5,26.5,29.9,51.5,26.5,37.0,26.6,83.5,22.0,100.0,100.0,8.3,165.1,1001.7,84.9,5.9,199.1,17.1,7.0,113.29,33.4,25.9,35.6,2.3,2.3,9.0,10.1,3.47
2018-05-17,32.9,22.9,28.0,38.3,22.9,31.1,24.1,81.2,9.3,100.0,75.0,10.1,207.2,1004.7,18.4,6.4,266.5,23.0,8.0,214.28,31.7,23.4,32.1,16.9,16.9,13.0,10.8,3.4
2019-05-17,38.6,26.8,31.9,42.8,30.4,36.7,23.9,67.1,0.8,100.0,33.33,19.4,205.2,0.0,46.7,0.0,251.7,21.8,8.0,146.23,35.9,27.9,36.9,0.0,0.0,0.0,21.3,5.95
2015-06-17,33.7,26.2,29.4,43.2,26.2,34.5,25.4,80.5,0.0,0.0,0.0,15.1,148.4,1001.4,70.0,7.6,210.0,18.2,7.0,194.43,31.4,26.2,33.7,5.8,5.8,10.0,14.9,3.53
2017-06-17,32.3,26.2,28.9,41.5,26.2,34.3,26.2,86.6,6.1,100.0,100.0,18.4,208.3,1003.3,66.3,4.0,208.8,18.2,7.0,170.79,32.4,26.5,35.1,11.6,11.6,11.0,16.3,3.86
2018-06-17,34.5,26.6,30.0,46.4,26.6,37.8,26.6,82.9,3.0,100.0,75.0,15.1,208.5,999.5,78.3,6.1,180.8,15.6,6.0,256.04,34.7,28.0,37.7,11.1,11.1,6.0,14.1,4.16
2019-06-17,39.4,28.2,30.7,50.9,33.9,40.9,27.8,85.3,7.9,100.0,50.0,15.1,177.1,998.4,65.8,5.7,109.5,9.6,4.0,197.61,35.2,28.3,38.7,0.9,0.9,2.0,17.7,4.77
2015-07-17,29.7,26.2,27.4,37.7,26.2,31.2,26.4,94.1,18.9,100.0,100.0,13.7,175.8,998.1,95.3,6.4,132.5,11.3,4.0,466.74,28.1,25.7,32.7,14.4,14.4,23.0,8.4,1.43
2017-07-17,33.6,26.3,28.9,45.6,26.3,35.2,26.7,88.5,2.6,100.0,100.0,17.3,99.6,998.9,80.9,6.2,162.4,13.9,6.0,257.23,32.4,26.9,33.8,0.3,0.3,2.0,23.1,4.84
2018-07-17,33.0,26.7,29.2,42.8,26.7,36.3,26.7,87.2,19.7,100.0,95.83,19.1,158.7,998.3,77.4,6.1,279.6,24.2,9.0,224.94,30.6,25.9,33.5,5.1,5.1,12.0,17.4,3.42
2019-07-17,35.2,26.4,29.4,47.2,26.4,35.9,26.5,85.4,0.5,100.0,20.83,7.9,174.2,1001.8,65.6,5.4,217.8,19.0,7.0,230.74,33.7,27.2,37.3,0.5,0.5,4.0,11.0,4.96
2015-08-17,32.7,26.2,28.5,43.5,26.2,33.9,26.5,89.3,10.9,100.0,100.0,22.3,193.3,1005.0,89.7,6.7,238.2,20.6,8.0,459.26,30.3,25.8,32.1,12.2,12.2,16.0,20.3,2.7
2017-08-17,33.9,26.0,28.7,45.1,26.0,34.1,26.4,88.1,13.2,100.0,79.17,12.6,182.0,1000.1,90.0,6.6,202.1,17.5,7.0,421.67,30.2,25.9,33.0,5.0,5.0,8.0,12.5,2.78
2018-08-17,34.5,26.0,29.0,44.4,26.0,34.9,26.2,85.5,3.9,100.0,58.33,9.4,152.5,999.5,71.7,6.3,161.4,13.8,5.0,275.69,31.9,26.0,34.9,0.5,0.5,4.0,12.0,4.11
2019-08-17,29.8,25.6,27.5,37.2,25.6,31.9,26.1,92.2,172.6,100.0,100.0,13.0,222.5,1003.1,94.4,4.5,109.7,9.3,3.0,305.2,28.6,25.6,32.2,32.5,32.5,23.0,16.4,1.89
2014-09-17,34.6,26.0,29.6,44.9,26.0,35.9,26.3,83.5,0.3,100.0,8.33,7.6,177.2,1000.6,40.8,7.0,235.2,20.5,8.0,187.36,32.3,26.0,35.8,0.0,0.0,0.0,6.8,4.18
2015-09-17,35.5,25.9,29.8,49.1,25.9,36.7,26.5,83.7,0.0,0.0,0.0,7.6,117.8,1004.5,69.1,6.3,224.4,19.4,8.0,340.98,32.3,26.0,36.1,0.5,0.5,3.0,8.8,4.14
2017-09-17,32.4,26.3,28.6,42.1,26.3,34.7,26.7,89.9,13.0,100.0,83.33,7.9,247.8,1002.5,87.8,6.1,168.6,14.7,7.0,294.8,32.3,25.9,34.1,38.0,38.0,20.0,10.6,2.87
2018-09-17,32.4,25.4,29.2,42.3,25.4,35.1,26.0,83.4,0.0,0.0,0.0,9.4,334.1,1003.2,66.9,5.0,187.6,16.2,6.0,205.54,33.0,26.5,36.6,1.3,1.3,4.0,7.4,4.55
