name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Chittagong,2023-01-09T06:00:00,16.7,16.7,16.6,99.9,0,0,,,,9.7,0.2,28,1017.5,80,1,0,0,0,10,Partially cloudy,partly-cloudy-night,"41963099999,41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-09T07:00:00,17,17,16,93.84,0,0,,0,,10.8,0,0,1016,50,0,7,0,0,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-09T08:00:00,17,17,16,93.84,0,0,,0,,10.4,5.4,10,1017,50,0,145,0.5,1,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-09T09:00:00,18,18,18,99.94,0,0,,0,,10.4,0.4,50,1019.5,30.9,1.9,356,1.3,4,10,Partially cloudy,partly-cloudy-day,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-09T10:00:00,19,19,18,93.93,0,0,,0,,11.9,5.4,30,1018,50,0,540,1.9,5,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-09T11:00:00,20.6,20.6,13.4,63.36,0,0,,0,,13.7,14,317.4,1018,0,24.1,675,2.4,7,10,Clear,clear-day,remote
Chittagong,2023-01-09T12:00:00,26,26,17,57.33,0,0,,,,15.1,0.1,305,1018.5,49.3,5.9,747,2.7,7,10,Partially cloudy,partly-cloudy-day,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-09T13:00:00,26,26,18,61.39,0,0,,0,,17.3,16.6,290,1015,50,3,746,2.7,7,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-09T14:00:00,26,26,18,61.39,0,0,,0,,18.4,16.6,300,1014,50,3,676,2.4,7,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-09T15:00:00,28.9,29.8,18,51.91,0,0,,0,,20.5,3.8,232,1015.2,1.4,5.9,542,2,5,10,Clear,clear-day,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-09T16:00:00,25,25,19,69.35,0,0,,0,,21.6,18.4,340,1014,0,4,358,1.3,4,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-09T17:00:00,24,24,19,73.63,0,0,,0,,22,13,300,1014,0,3,147,0.5,1,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-09T18:00:00,23.1,23.1,18.1,73.76,0,0,,,,19.4,0.3,330,1016.1,0.9,4.9,7,0,0,10,Clear,clear-night,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-09T19:00:00,23,23,20,83.22,0,0,,0,,19.1,16.6,350,1015,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-09T20:00:00,23,23,19,78.21,0,0,,0,,17.6,5.4,340,1015,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-09T21:00:00,19.6,19.6,17.1,85.63,0,0,,0,,16.9,0.2,340,1017.6,0,4.9,0,0,0,10,Clear,clear-night,"41963099999,41966099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-09T22:00:00,20,20,18,88.27,0,0,,0,,16.6,13,360,1016,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-09T23:00:00,20.2,20.2,14.3,68.85,0,0,,0,,14,10.8,30.7,1016,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-10T00:00:00,19.8,19.8,18,89.32,0,0,,,,9,0.1,340,1017.7,0,5,0,0,0,10,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999,41989099999"
Chittagong,2023-01-10T01:00:00,19.3,19.3,13.5,69.12,0,0,,0,,8.3,7.6,43.4,1016,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-10T02:00:00,19.2,19.2,13.1,67.76,0,0,,0,,8.3,7.6,32.5,1015,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-10T03:00:00,18.5,18.5,18,96.88,0,0,,0,,10.1,0.1,20,1017.3,0,5,0,0,0,10,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999,41989099999"
Chittagong,2023-01-10T04:00:00,18.7,18.7,12.6,67.66,0,0,,0,,11.9,10.1,22.6,1015,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-10T05:00:00,18.3,18.3,12.7,69.83,0,0,,0,,12.2,10.8,29.4,1015,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-10T06:00:00,17.8,17.8,17,95.01,0,0,,,,10.8,0.2,60,1016.3,0,4,0,0,0,10,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999,41989099999"
Chittagong,2023-01-10T07:00:00,18,18,17,93.88,0,0,,0,,10.1,5.4,60,1015,0,2,7,0,0,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-10T08:00:00,19,19,17,88.18,0,0,,0,,11.2,9.4,50,1017,0,2,146,0.5,1,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-10T09:00:00,22,22,17.9,77.59,0,0,,0,,10.4,0.4,50,1018.1,0,4.9,360,1.3,4,10,Clear,clear-day,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-10T10:00:00,22,22,15,64.5,0,0,,0,,11.9,13,50,1017,0,3,546,2,5,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-10T11:00:00,23,23,15,60.7,0,0,,0,,14.8,9.4,50,1016,0,4,684,2.5,7,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-10T12:00:00,27.3,27.7,16,50.15,0,0,,,,15.8,7.2,87,1016.9,0,5.9,755,2.7,8,10,Clear,clear-day,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-10T13:00:00,23,23,16,64.72,0,0,,0,,17.3,18.4,300,1014,26.9,4,756,2.7,8,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-10T14:00:00,23,23,16,64.72,0,0,,0,,19.4,18.4,300,1013,26.9,4,687,2.5,7,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-10T15:00:00,29,28.2,11.9,34.78,0,0,,0,,19.8,8.1,234,1014.1,27.4,6,553,2,6,10,Partially cloudy,partly-cloudy-day,"41963099999,41966099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-10T16:00:00,21.6,21.6,14.5,63.99,0,0,,0,,19.8,16.6,285.2,1013,0,24.1,367,1.3,4,10,Clear,clear-day,remote
Chittagong,2023-01-10T17:00:00,26,26,13,44.55,0,0,,0,,19.4,0,0,1030,26.9,4,153,0.6,2,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-10T18:00:00,21.2,21.2,19,87.25,0,0,,,,17.3,0,289.6,1014.3,46.2,4.9,8,0,0,10,Partially cloudy,partly-cloudy-night,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-10T19:00:00,23,23,18,73.46,0,0,,0,,16.2,0,0,1013,50,4,0,0,0,10,Partially cloudy,partly-cloudy-night,"41978099999,VGEG"
Chittagong,2023-01-10T20:00:00,22,22,18,78.06,0,0,,0,,16.2,0,0,1014,50,4,0,0,0,10,Partially cloudy,partly-cloudy-night,"41978099999,VGEG"
Chittagong,2023-01-10T21:00:00,19.6,19.6,18,90.65,0,0,,0,,13,0.3,271,1015.7,2.4,4.9,0,0,0,10,Clear,clear-night,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-10T22:00:00,21.1,21.1,14.3,65.14,0,0,,0,,13.3,10.4,355.8,1015,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-10T23:00:00,20,20,12.9,63.64,0,0,,0,,16.6,12.2,11.1,1015,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-11T00:00:00,18.1,18.1,16.1,88.11,0,0,,,,14,0,27.8,1016.1,0,6,0,0,0,10,Clear,clear-night,"41978099999,41977099999,41964099999"
Chittagong,2023-01-11T01:00:00,18.6,18.6,10.5,59.26,0,0,,0,,14,11.5,20.5,1014,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-11T02:00:00,18.3,18.3,10.5,60.38,0,0,,0,,13.7,11.5,16.8,1014,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-11T03:00:00,16.9,16.9,14.1,83.68,0,0,,0,,14,0,15.9,1014.9,0,6,0,0,0,10,Clear,clear-night,"41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-11T04:00:00,17.7,17.7,10.7,63.55,0,0,,0,,13,11.9,29.4,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-11T05:00:00,17.4,17.4,10.7,64.76,0,0,,0,,13.3,12.2,26.2,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-11T06:00:00,16.6,16.6,14.1,84.77,0,0,,,,14,0,16.7,1015.4,0,5,0,0,0,10,Clear,clear-night,"41963099999,41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-11T07:00:00,17,17,15,88.01,0,0,,0,,15.5,0,0,1014,0,3,7,0,0,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-11T08:00:00,18,18,15,82.63,0,0,,0,,15.5,0,0,1015,0,2,150,0.5,2,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-11T09:00:00,20,20,15.9,77.28,0,0,,0,,13.7,0.5,18,1015,0,5.8,368,1.3,4,10,Clear,clear-day,"41965099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-11T10:00:00,21,21,14,64.28,0,0,,0,,10.8,7.6,30,1015,0,3,558,2,6,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-11T11:00:00,23,23,14,56.9,0,0,,0,,10.4,0,0,1015,0,3,696,2.5,7,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-11T12:00:00,28,27.6,13,39.56,0,0,,,,13.7,3.8,350,1015.5,0,6,769,2.8,8,10,Clear,clear-day,"41966099999,41965099999,41978099999,41977099999,41964099999,41989099999"
Chittagong,2023-01-11T13:00:00,27,26.6,10,34.45,0,0,,0,,16.2,14.8,280,1012,0,4,769,2.8,8,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-11T14:00:00,27,26.6,10,34.45,0,0,,0,,16.6,14.8,300,1011,0,3,698,2.5,7,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-11T15:00:00,27.8,27.2,11.1,35.42,0,0,,0,,19.1,4.3,310,1012.2,0,5.9,563,2,6,10,Clear,clear-day,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-11T16:00:00,26,26,13,44.55,0,0,,0,,16.9,18.4,280,1010,0,3,376,1.4,4,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-11T17:00:00,25,25,14,50.46,0,0,,0,,22,18.4,280,1011,0,3,158,0.6,2,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-11T18:00:00,20.2,20.2,16.9,81.39,0,0,,,,19.1,0.2,280,1012.5,0,4.9,8,0,0,10,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-11T19:00:00,23,23,15,60.7,0,0,,0,,15.1,14.8,300,1012,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-11T20:00:00,22,22,13.5,58.53,0,0,,0,,11.2,11.2,324.3,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-11T21:00:00,19,19,15,77.86,0,0,,0,,12.2,0.5,340,1014.6,0,4.9,0,0,0,10,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-11T22:00:00,21,21,15,68.57,0,0,,0,,14.4,11.2,340,1013,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-11T23:00:00,19.9,19.9,11,56.5,0,0,,0,,17.6,13.7,356.3,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-12T00:00:00,18.9,18.9,15.1,78.63,0,0,,,,18.4,0.3,330,1015.2,0,5,0,0,0,10,Clear,clear-night,"41963099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-12T01:00:00,18.6,18.6,8.8,52.87,0,0,,0,,16.6,14,3.7,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-12T02:00:00,18.1,18.1,8.5,53.46,0,0,,0,,18.7,15.5,8.7,1012,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-12T03:00:00,16.1,16.1,14.1,87.74,0,0,,0,,17.6,0.2,320,1014.4,0,5,0,0,0,10,Clear,clear-night,"41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-12T04:00:00,16.8,16.8,7.5,54.22,0,0,,0,,16.2,14,42.9,1011,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-12T05:00:00,16.6,16.6,7.4,54.54,0,0,,0,,13.7,12.2,39.2,1012,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-12T06:00:00,14.6,14.6,13,90.61,0,0,,,,9.7,0.1,340,1013.5,0,4,0,0,0,10,Clear,clear-night,"41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-12T07:00:00,16,16,13,82.38,0,0,,0,,10.8,7.6,360,1013,0,3,7,0,0,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-12T08:00:00,17,17,13,77.31,0,0,,0,,10.1,0,0,1014,0,2,152,0.5,2,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-12T09:00:00,19,19,13,68.25,0,0,,0,,10.4,0,50,1016.2,0,4.8,372,1.3,4,10,Clear,clear-day,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-12T10:00:00,18.6,18.6,7.2,47.42,0,0,,0,,8.6,7.9,2.7,1015,0,24.1,564,2,6,10,Clear,clear-day,remote
Chittagong,2023-01-12T11:00:00,21,21,14,64.28,0,0,,0,,7.2,0,0,1014,0,3,704,2.5,7,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-12T12:00:00,25.5,25.5,9.2,35.71,0,0,,,,11.9,0.3,281,1014.9,0,5.9,778,2.8,8,10,Clear,clear-day,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-12T13:00:00,19,19,9.5,54.05,0,0,,0,,14.8,15.8,292.6,1013,0,24.1,780,2.8,8,10,Clear,clear-day,remote
Chittagong,2023-01-12T14:00:00,19.4,19.4,9.3,52.02,0,0,,0,,14.4,14.4,291.8,1012,0,24.1,710,2.6,7,10,Clear,clear-day,remote
Chittagong,2023-01-12T15:00:00,25.5,25.5,6.1,28.75,0,0,,0,,13.7,3.8,309,1012.2,0.8,6,574,2.1,6,10,Clear,clear-day,"41966099999,41978099999,41977099999"
Chittagong,2023-01-12T16:00:00,20.2,20.2,8.6,47.22,0,0,,0,,13.3,12.2,291.5,1011,0,24.1,384,1.4,4,10,Clear,clear-day,remote
Chittagong,2023-01-12T17:00:00,24,24,9,38.49,0,0,,0,,11.9,9.4,280,1010,0,3,164,0.6,2,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-12T18:00:00,22,22,12,53.13,0,0,,,,12.2,0.7,260,1012.3,26.9,5.8,9,0,0,10,Partially cloudy,partly-cloudy-night,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-12T19:00:00,21,21,12,56.41,0,0,,0,,11.9,7.6,260,1012,50,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"41978099999,VGEG"
Chittagong,2023-01-12T20:00:00,20,20,13,64.07,0,0,,0,,9,7.6,240,1012,50,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"41978099999,VGEG"
Chittagong,2023-01-12T21:00:00,17.9,17.9,13,73.03,0,0,,0,,6.1,5.3,241,1013,48.5,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"41966099999,41978099999,VGEG,41989099999"
Chittagong,2023-01-12T22:00:00,17,17,13,77.31,0,0,,0,,4.3,0,0,1013,50,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"41978099999,VGEG"
Chittagong,2023-01-12T23:00:00,19.2,19.2,9,51.62,0,0,,0,,6.5,6.8,48.5,1014,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-13T00:00:00,15.2,15.2,14,92.82,0,0,,,,7.9,0,340,1014.8,0,4,0,0,0,10,Clear,clear-night,"41963099999,41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-13T01:00:00,17.3,17.3,7.8,53.61,0,0,,0,,9.4,10.1,50,1014,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-13T02:00:00,16.8,16.8,7.1,52.75,0,0,,0,,10.4,10.4,35,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-13T03:00:00,14.7,14.7,14,95.9,0,0,,0,,15.5,0,25.2,1014,0,4,0,0,0,10,Clear,clear-night,"41963099999,41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-13T04:00:00,16.5,16.5,6.8,52.67,0,0,,0,,17.6,15.1,24.6,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-13T05:00:00,16.2,16.2,6.6,52.96,0,0,,0,,16.6,14.8,29.5,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-13T06:00:00,14.1,14.1,12,87.62,0,0,,,,15.5,0,50,1015.3,0,4,0,0,0,10,Clear,clear-night,"41963099999,41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-13T07:00:00,14,14,11,82.13,0,0,,0,,13,0,0,1014,0,3,7,0,0,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-13T08:00:00,15,15,11,77,0,0,,0,,11.2,7.6,30,1015,0,2,153,0.6,2,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-13T09:00:00,17.1,17.1,11.2,68.17,0,0,,0,,10.8,0,359,1015.1,6.5,2.1,374,1.3,4,10,Clear,clear-day,"41966099999,41965099999,41978099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-13T10:00:00,17,17,11,67.77,0,0,,0,,9.4,5.4,30,1016,0,3,567,2,6,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-13T11:00:00,19,19,11,59.76,0,0,,0,,10.1,3.6,350,1015,26.9,3,706,2.5,7,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-13T12:00:00,26.5,26.5,19.3,64.65,0,0,,,,13.7,0,360,1016.7,26.4,4.9,780,2.8,8,10,Partially cloudy,partly-cloudy-day,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-13T13:00:00,26,26,5,25.97,0,0,,0,,18.7,22.3,300,1013,26.9,3,781,2.8,8,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-13T14:00:00,26,26,4,24.22,0,0,,0,,19.8,25.9,300,1012,26.9,3,709,2.6,7,10,Partially cloudy,partly-cloudy-day,"41978099999,VGEG"
Chittagong,2023-01-13T15:00:00,27.5,26.8,8.7,30.74,0,0,,0,,18.7,4.3,273,1013.4,0,5.9,573,2.1,6,10,Clear,clear-day,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-13T16:00:00,25,25,4,25.7,0,0,,0,,19.4,7.6,340,1012,0,4,383,1.4,4,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-13T17:00:00,24,24,10,41.17,0,0,,0,,19.4,18.4,330,1012,0,3,164,0.6,2,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-13T18:00:00,20,20,12.1,60.61,0,0,,,,18,0.5,320,1013.9,0,5.8,9,0,0,10,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-13T19:00:00,22,22,16,68.77,0,0,,0,,14.8,5.4,320,1013,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-13T20:00:00,21,21,17,77.91,0,0,,0,,9,5.4,320,1013,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-13T21:00:00,17.6,17.6,15.1,85.16,0,0,,0,,5.4,0.4,330,1015,0,4.9,0,0,0,10,Clear,clear-night,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-13T22:00:00,19,19,16,82.75,0,0,,0,,5,9.4,300,1014,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-13T23:00:00,20.1,20.1,11.6,58.07,0,0,,0,,7.6,6.8,2.4,1014,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-14T00:00:00,17.1,17.1,16,93.78,0,0,,,,7.9,0,340,1015.5,0,5,0,0,0,10,Clear,clear-night,"41963099999,41978099999,41977099999,41964099999,41989099999"
Chittagong,2023-01-14T01:00:00,18.1,18.1,9.3,56.42,0,0,,0,,10.4,11.2,52.7,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-14T02:00:00,17.4,17.4,8,54,0,0,,0,,12.6,12.6,50.3,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-14T03:00:00,16,16,15,93.79,0,0,,0,,13.3,0,43.2,1015,0,5,0,0,0,10,Clear,clear-night,"41963099999,41966099999,41978099999,41977099999,41964099999,41989099999"
Chittagong,2023-01-14T04:00:00,17,17,7.7,54.27,0,0,,0,,14.8,13.7,42.8,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-14T05:00:00,16.8,16.8,7.7,54.96,0,0,,0,,16.6,15.1,39.3,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-14T06:00:00,15.3,15.3,14,92.01,0,0,,,,16.2,0,38.9,1014.5,0,5,0,0,0,10,Clear,clear-night,"41963099999,41966099999,41978099999,41977099999,41964099999,41989099999"
Chittagong,2023-01-14T07:00:00,15,15,14,93.75,0,0,,0,,15.5,0,0,1014,0,2,7,0,0,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-14T08:00:00,16,16,14,87.93,0,0,,0,,14.4,9.4,30,1014,0,2,149,0.5,1,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-14T09:00:00,19,19,13.9,72.29,0,0,,0,,13.7,0.2,80,1016.4,0,4.9,366,1.3,4,10,Clear,clear-day,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-14T10:00:00,20,20,11,56.16,0,0,,0,,11.2,5.4,30,1015,0,3,555,2,6,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-14T11:00:00,22,22,11,49.66,0,0,,0,,11.5,5.4,60,1015,0,3,693,2.5,7,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-14T12:00:00,26,26,17,57.82,0,0,,,,14.4,0.3,244,1015.4,2.3,5.9,766,2.8,8,10,Clear,clear-day,"41963099999,41966099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-14T13:00:00,25,25,17,61.16,0,0,,0,,16.2,9.4,300,1012,0,3,767,2.8,8,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-14T14:00:00,25,25,17,61.16,0,0,,0,,17.3,18.4,270,1011,0,3,697,2.5,7,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-14T15:00:00,26,26,18,61.33,0,0,,0,,19.8,4.3,232,1012.3,1.6,5.9,563,2,6,10,Clear,clear-day,"41966099999,41978099999,41977099999,41964099999,VGEG,41989099999"
Chittagong,2023-01-14T16:00:00,24,24,17,64.93,0,0,,0,,22.3,11.2,280,1010,0,3,377,1.4,4,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-14T17:00:00,23,23,17,68.97,0,0,,0,,15.5,5.4,270,1011,0,3,162,0.6,2,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-14T18:00:00,21.6,21.6,19.9,90.25,0,0,,,,10.1,0.4,250,1012.9,1.7,5.8,10,0,0,10,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-14T19:00:00,22,22,18,78.06,0,0,,0,,9.7,5.4,250,1012,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-14T20:00:00,21,21,18,82.99,0,0,,0,,8.3,0,0,1012,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-14T21:00:00,20.8,20.8,19.9,94.52,0,0,,0,,6.8,0,0,1013.1,2,3,0,0,0,3,Clear,clear-night,"41963099999,41978099999,41964099999,VGEG"
Chittagong,2023-01-14T22:00:00,20,20,19,93.97,0,0,,0,,5.4,0,0,1013,0,3,0,0,0,10,Clear,clear-night,"41978099999,VGEG"
Chittagong,2023-01-14T23:00:00,20.7,20.7,15.6,72.59,0,0,,0,,10.4,9.7,341.8,1013,0,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-15T00:00:00,19.2,19.2,19.1,99.87,0,0,,,,9,0,340,1014.4,29.4,2,0,0,0,10,Partially cloudy,partly-cloudy-night,"41963099999,41966099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-15T01:00:00,19.8,19.8,17.2,84.97,0,0,,0,,10.1,10.4,31.8,1013,0.1,24.1,0,0,0,10,Clear,clear-night,remote
Chittagong,2023-01-15T02:00:00,18.9,18.9,16.3,84.87,0.1,100,rain,0,,12.2,12.6,56.3,1012,48.7,24.1,0,0,0,3,"Rain, Partially cloudy",rain,remote
Chittagong,2023-01-15T03:00:00,18.7,18.7,18.6,99.81,0,0,,0,,14.4,0,67.4,1013.5,11.2,3,0,0,0,3,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-15T04:00:00,18.9,18.9,14,73.21,0,0,,0,,14.4,12.6,57.4,1012,96.9,24.1,0,0,0,10,Overcast,cloudy,remote
Chittagong,2023-01-15T05:00:00,19.1,19.1,12.9,67.3,0,0,,0,,12.2,10.4,55.4,1012,39.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,remote
Chittagong,2023-01-15T06:00:00,19,19,19,99.9,0,0,,,,7.9,0,62.2,1014,11.2,2,0,0,0,10,Clear,clear-night,"41966099999,41965099999,41978099999,41977099999,41964099999"
Chittagong,2023-01-15T07:00:00,19,19,18,93.93,0,0,,0,,8.3,0,0,1013,0,2,6,0,0,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-15T08:00:00,20,20,19,93.97,0,0,,0,,8.6,0,0,1014,0,2,144,0.5,1,10,Clear,clear-day,"41978099999,VGEG"
Chittagong,2023-01-15T09:00:00,21,21,19,88.05,0,0,,0,,8.3,0,37.2,1016,100,4.8,357,1.3,4,10,Overcast,cloudy,"41966099999,41965099999,41978099999,41977099999,41964099999,VGEG"
Chittagong,2023-01-15T10:00:00,21,21,18,82.99,0,0,,0,,8.3,0,0,1014,0,3,544,2,5,10,Clear,clear-day,"41978099999,VGEG"
