Date,LST_Day_1km_Dhaka,LST_Night_1km_Dhaka,LST_Day_1km_Rajshahi,LST_Night_1km_Rajshahi,LST_Day_1km_Chattogram,LST_Night_1km_Chattogram,LST_Day_1km_Sylhet,LST_Night_1km_Sylhet,LST_Day_1km_Khulna,LST_Night_1km_Khulna,LST_Day_1km_Barishal,LST_Night_1km_Barishal,LST_Day_1km_Rangpur,LST_Night_1km_Rangpur,LST_Day_1km_Mymensingh,LST_Night_1km_Mymensingh,LST_Day_1km_Bagerhat,LST_Night_1km_Bagerhat,LST_Day_1km_Bandarban,LST_Night_1km_Bandarban,LST_Day_1km_Barguna,LST_Night_1km_Barguna,LST_Day_1km_Bhola,LST_Night_1km_Bhola,LST_Day_1km_Bogura,LST_Night_1km_Bogura,LST_Day_1km_Brahmanbaria,LST_Night_1km_Brahmanbaria,LST_Day_1km_Chapainababganj,LST_Night_1km_Chapainababganj,LST_Day_1km_Chuadanga,LST_Night_1km_Chuadanga,LST_Day_1km_Cumilla,LST_Night_1km_Cumilla,LST_Day_1km_Dinajpur,LST_Night_1km_Dinajpur,LST_Day_1km_Faridpur,LST_Night_1km_Faridpur,LST_Day_1km_Gazipur,LST_Night_1km_Gazipur,LST_Day_1km_Gopalganj,LST_Night_1km_Gopalganj,LST_Day_1km_Habiganj,LST_Night_1km_Habiganj,LST_Day_1km_Jamalpur,LST_Night_1km_Jamalpur,LST_Day_1km_Jashore,LST_Night_1km_Jashore,LST_Day_1km_Jhalokati,LST_Night_1km_Jhalokati,LST_Day_1km_Jhenaidah,LST_Night_1km_Jhenaidah,LST_Day_1km_Khagrachhari,LST_Night_1km_Khagrachhari,LST_Day_1km_Kishoreganj,LST_Night_1km_Kishoreganj,LST_Day_1km_Kurigram,LST_Night_1km_Kurigram,LST_Day_1km_Kushtia,LST_Night_1km_Kushtia,LST_Day_1km_Lakshmipur,LST_Night_1km_Lakshmipur,LST_Day_1km_Lalmonirhat,LST_Night_1km_Lalmonirhat,LST_Day_1km_Madaripur,LST_Night_1km_Madaripur,LST_Day_1km_Magura,LST_Night_1km_Magura,LST_Day_1km_Manikganj,LST_Night_1km_Manikganj,LST_Day_1km_Meherpur,LST_Night_1km_Meherpur,LST_Day_1km_Moulvibazar,LST_Night_1km_Moulvibazar,LST_Day_1km_Munshiganj,LST_Night_1km_Munshiganj,LST_Day_1km_Naogaon,LST_Night_1km_Naogaon,LST_Day_1km_Narail,LST_Night_1km_Narail,LST_Day_1km_Narayanganj,LST_Night_1km_Narayanganj,LST_Day_1km_Narsingdi,LST_Night_1km_Narsingdi,LST_Day_1km_Natore,LST_Night_1km_Natore,LST_Day_1km_Netrakona,LST_Night_1km_Netrakona,LST_Day_1km_Nilphamari,LST_Night_1km_Nilphamari,LST_Day_1km_Noakhali,LST_Night_1km_Noakhali,LST_Day_1km_Pabna,LST_Night_1km_Pabna,LST_Day_1km_Panchagarh,LST_Night_1km_Panchagarh,LST_Day_1km_Patuakhali,LST_Night_1km_Patuakhali,LST_Day_1km_Pirojpur,LST_Night_1km_Pirojpur,LST_Day_1km_Rajbari,LST_Night_1km_Rajbari,LST_Day_1km_Rangamati,LST_Night_1km_Rangamati,LST_Day_1km_Satkhira,LST_Night_1km_Satkhira,LST_Day_1km_Sherpur,LST_Night_1km_Sherpur,LST_Day_1km_Sirajganj,LST_Night_1km_Sirajganj,LST_Day_1km_Sunamgan,LST_Night_1km_Sunamgan,LST_Day_1km_Tangail,LST_Night_1km_Tangail,LST_Day_1km_Thakurgaon,LST_Night_1km_Thakurgaon
"Jan 1, 2010",22.301,11.921,21.882,11.412,23.55,13.955,24.059,13.991,20.068,14.431,21.034,13.183,22.514,11.008,22.119,12.245,20.163,13.686,23.263,14.869,22.086,13.116,21.254,14.179,22.681,11.292,22.287,12.555,21.303,10.902,21.975,11.372,22.282,12.158,21.223,10.342,22.452,11.636,21.239,12.258,21.239,12.258,22.506,13.195,23.614,11.571,22.065,12.617,21.298,12.464,22.513,11.681,22.338,13.31,21.307,13.43,22.728,11.84,21.945,11.504,20.985,13.411,23.003,11.132,22.257,11.857,22.834,11.773,21.368,11.422,21.704,11.286,22.68,13.538,21.938,11.996,21.144,11.266,22.113,12.54,22.32,12.747,21.985,12.456,22.282,11.639,22.76,13.714,22.236,10.852,21.802,13.396,22.252,11.699,22.398,11.273,22.001,13.422,20.96,13.02,21.958,11.939,21.694,15.032,20.477,14.238,23.568,12.325,22.295,11.302,22.34,15.146,22.158,11.3,20.259,10.946
"Jan 9, 2010",22.981,11.086,22.207,9.838,23.387,13.465,23.294,13.06,20.589,14.794,20.795,13.542,21.639,11.537,23.543,12.099,20.476,14.127,22.941,13.885,21.881,13.888,21.397,14.672,22.391,10.475,24.163,12.101,21.784,9.383,22.187,10.297,23.9,12.112,22.358,10.7,22.427,10.751,22.002,11.28,22.002,11.28,23.246,12.054,23.386,11.185,21.934,11.937,21.672,12.811,22.488,10.651,21.577,12.273,22.311,12.996,22.222,12.376,21.275,9.851,21.854,13.578,22.612,12.234,21.987,12.404,22.953,10.56,22.284,9.923,22.309,9.942,23.358,12.287,21.767,11.743,22.237,9.996,21.843,12.094,23.037,12.473,23.207,11.977,22.31,10.973,23.581,13.475,22.65,11.717,22.774,13.838,22.081,10.744,22.638,11.622,22.126,14.116,21.443,13.462,21.7,10.509,21.067,13.909,21.034,15.043,24.09,12.13,22.326,10.496,22.406,14.627,22.223,10.386,21.501,10.847
"Jan 17, 2010",23.914,14.021,22.006,10.996,26.581,14.605,25.941,15.04,21.952,14.15,22.817,14.123,21.443,12.229,24.733,15.154,21.985,13.439,25.089,15.521,23.768,13.105,23.062,14.423,22.373,12.11,25.119,15.487,21.111,10.24,23.121,11.034,25.05,14.755,21.09,11.147,24.011,12.482,23.919,14.6,23.919,14.6,24.73,15.724,23.366,13.621,23.486,13.196,23.735,13.386,23.831,11.461,25.196,14.105,23.845,16.269,21.642,13.181,22.776,10.947,23.067,14.045,21.22,12.767,23.487,13.587,24.489,11.86,23.471,12.31,22.466,10.535,25.027,15.068,23.041,13.507,20.572,11.525,24.064,13.182,24.3,14.616,24.212,14.844,21.733,12.399,24.886,16.26,20.096,12.055,24.21,13.971,22.917,12.216,19.82,11.606,24.044,13.612,23.272,13.436,23.417,12.042,23.976,15.431,22.295,14.07,24.346,14.612,23.075,12.565,23.964,16.551,23.765,13.519,19.12,10.857
"Jan 25, 2010",25.468,14.089,25.126,12.504,26.375,14.374,25.249,13.661,22.91,15.406,23.991,14.395,24.637,12.831,25.18,14.852,23.031,14.226,25.435,14.504,25.36,13.197,24.524,14.547,25.503,12.874,25.444,15.026,24.978,12.124,24.659,13.117,25.937,14.554,25.51,12.082,25.063,12.376,25.21,14.392,25.21,14.392,24.978,14.775,25.2,14.318,24.728,14.924,24.589,13.556,25.1,13.508,25.003,13.503,24.336,15.894,24.5,13.874,24.769,12.286,24.574,14.302,24.026,13.146,24.601,13.595,25.415,12.945,25.176,12.086,24.7,12.322,24.921,13.91,23.986,12.983,25.476,12.74,24.792,13.729,25.047,14.94,24.639,14.954,24.658,13.24,24.787,15.792,24.245,12.767,25.598,14.279,24.984,12.7,24.397,12.615,25.626,13.545,24.076,13.634,24.74,12.58,23.831,14.481,23.503,15.696,25.238,14.627,25.148,13.187,23.916,15.459,25.138,13.699,24.109,11.669
"Feb 2, 2010",24.915,14.202,24.925,12.773,26.083,13.988,24.76,12.509,23.227,16.047,23.752,14.963,23.054,11.637,23.755,14.713,23.004,15.213,24.969,13.873,25.338,14.134,24.623,15.298,24.252,13.035,24.383,15.145,24.799,12.682,24.706,13.964,24.746,14.709,24.449,11.631,24.961,13.081,24.697,13.79,24.697,13.79,24.56,14.1,23.581,14.193,24.619,15.839,24.044,14.44,25.104,14.283,24.506,12.606,22.964,15.597,23.095,12.93,24.507,12.639,24.406,14.745,22.602,11.654,24.196,14.091,25.199,13.731,24.993,12.706,24.527,13.299,24.584,12.605,23.719,12.888,24.417,12.921,24.727,14.572,24.231,14.694,24.036,14.675,23.871,13.439,23.327,15.504,22.622,11.33,25.292,14.468,24.844,13.105,23.705,11.286,25.768,14.392,23.733,14.645,24.531,13.07,23.077,14.006,23.843,16.519,23.046,14.448,24.421,13.808,22.815,14.351,24.399,13.87,23.747,11.011
"Feb 10, 2010",26.469,17.978,26.488,17.194,26.608,17.604,26.913,15.867,23.949,19.193,25.068,17.996,25.766,16.028,25.673,18.313,24.345,18.567,27.028,17.612,28.611,18.032,26.298,18.246,24.859,17.554,25.262,18.393,26.595,16.475,25.254,17.93,24.491,18.113,26.89,15.7,26.657,17.034,26.609,17.822,26.609,17.822,27.266,17.438,26.1,17.576,25.008,19.504,25.518,18.063,24.709,18.437,24.84,16.5,24.895,18.52,25.969,16.157,23.921,17.126,25,18.051,24.818,15.335,25.287,17.429,26.32,18.135,26.116,17.242,24.93,17.523,27.395,16.124,24.651,16.631,26.481,17.215,25.515,17.823,25.459,18.47,25.644,18.409,24.857,17.636,25.089,18.254,24.86,15.354,26.272,17.472,24.671,17.539,27.375,14.404,28.18,17.816,25.401,17.972,24.019,17.163,23.519,17.401,24.728,19.941,25.896,17.846,25.204,18.212,25.22,17.239,25.278,18.086,26.494,14.102
"Feb 18, 2010",26.652,15.972,26.691,15.778,26.074,17.003,25.877,14.705,24.041,18.979,24.374,17.449,25.595,15.045,24.965,17.301,23.616,18.213,26.839,16.595,24.816,17.17,24.511,18,25.811,16.704,25.494,17.468,27.396,15.17,25.709,17.107,26.124,17.546,26.507,15.098,27.083,15.217,26.245,16.057,26.245,16.057,26.533,16.334,25.346,16.564,26.676,19.089,24.748,16.965,26.41,17.324,26.386,15.779,24.02,17.03,25.849,14.755,25.664,15.435,24.8,17.2,25.521,14.201,25.346,16.145,27.938,16.582,25.915,15.745,25.318,16.362,27.119,14.984,25.828,14.766,26.542,16.416,26.745,16.769,26.271,16.322,25.574,17.227,25.228,15.982,24.264,17.517,25.47,14.756,25.41,17.101,25.794,15.38,26.916,13.888,26.053,17.186,24.174,17.576,26.75,14.892,24.328,16.39,24.242,20.149,24.766,16.688,25.54,16.302,23.713,16.166,25.648,16.2,26.68,13.554
"Feb 26, 2010",28.908,20.98,30.37,19.825,29.172,20.994,28.412,18.598,28.181,22.633,28.119,21.97,27.715,19.39,28.258,20.76,28.014,22.256,30.335,19.477,30.245,22.074,28.165,22.58,28.451,20.885,27.357,21.39,31.014,19.134,30.579,20.259,27.609,22.07,28.256,19.703,30.796,20.197,29.203,20.432,29.203,20.432,28.5,20.583,28.379,20.019,30.351,21.707,29.729,21.997,31.263,20.206,27.603,19.431,26.422,20.768,27.713,18.902,30.622,19.422,28.092,21.951,27.509,18.726,29.649,21.484,31.766,20.177,28.921,20.584,30.035,20.067,29.562,19.754,28.187,20.766,29.077,20.367,30.842,21.295,27.838,21.423,27.723,21.044,29.136,19.815,26.472,20.544,27.232,19.271,28.606,21.765,30.601,19.776,28.811,18.367,30.116,22.188,28.775,21.908,30.948,19.367,27.582,19.801,28.875,22.984,27.562,19.97,28.841,20.637,25.747,19.371,29.021,20.484,28.327,18.707
"Mar 6, 2010",30.218,19.916,31.084,18.384,33.046,21.13,29.919,18.227,28.752,22.412,29.106,21.528,29.193,17.79,29.247,18.342,28.454,22.299,32.411,20.28,32.28,22.181,28.947,22.842,29.151,19.45,28.561,19.917,31.178,17.413,30.934,19.324,28.662,20.803,28.901,18.128,32.671,19.723,30.635,18.892,30.635,18.892,30.404,18.598,29.74,17.92,29.18,20.92,30.651,21.561,31.412,19.751,31.886,19.323,27.375,18.928,29.73,17.615,31.766,18.082,28.374,21.874,28.618,17.64,31.09,20.492,32.366,20.138,30.467,19.765,31.19,18.811,32.706,17.806,30.792,19.937,29.541,18.531,30.549,20.836,29.448,20.526,28.656,19.711,30.424,17.924,27.792,18.245,28.079,18.152,30.753,21.557,31.955,18.634,29.893,17.231,31.424,22.282,29.594,21.746,32.941,19.377,30.99,20.111,28.972,22.755,28.486,17.921,29.642,18.744,28.05,17.938,29.983,18.367,28.558,17.365
"Mar 14, 2010",31.029,21.638,32.756,21.844,32.019,22.042,29.049,20.544,29.906,23.688,30.345,22.634,29.811,20.678,29.797,21.416,30.28,23.185,32.101,21.373,32.958,22.723,30.22,23.331,29.755,22.004,28.481,22.043,31.739,21.016,32.296,21.299,29.527,21.802,29.509,21.365,34.069,21.903,31.635,21.269,31.635,21.269,29.82,21.345,30.53,20.852,30.557,22.462,31.412,21.867,32.411,21.8,31.036,20.902,27.378,21.62,29.443,19.885,33.934,20.917,29.488,22.361,30.051,19.852,32.3,22.794,33.032,22.252,31.612,21.366,33.199,21.034,31.029,20.64,31.501,21.625,30.246,21.784,32.49,22.614,30.005,21.945,28.823,21.59,32.467,21.287,28.184,20.953,29.442,20.584,30.983,21.544,33.766,21.363,31.729,19.619,32.505,22.717,31.052,22.365,34.699,21.428,30.634,21.581,29.949,24.008,29.215,21.128,30.696,21.144,27.909,20.439,31.056,21.098,30.854,20.179
"Mar 22, 2010",30.589,22.99,33.736,24.051,30.349,22.396,29.459,22.582,29.948,23.06,30.162,22.506,29.158,23.065,29.078,23.213,29.26,23.215,31.785,21.198,30.847,23.681,29.972,23.421,29.529,24.137,28.483,22.469,33.574,23.655,32.841,23.542,29.456,22.867,29.029,22.506,32.976,22.948,30.654,23.143,30.654,23.143,30.182,22.185,29.683,23.458,31.379,22.71,30.811,22.739,32.652,23.087,30.473,21.574,27.158,21.763,28.225,22.426,33.913,23.611,28.921,22.728,28.857,21.927,31.514,22.115,33.26,23.298,30.522,23.02,33.672,24.366,31.369,22.512,31.063,22.51,30.868,23.578,31.971,22.839,30.012,22.677,28.932,22.706,32.914,24.062,27.336,22.447,28.596,21.523,30.121,22.641,33.409,24.061,29.941,21.23,31.088,23.425,30.258,22.714,33.692,23.686,30.128,21.503,30.37,23.26,28.616,23.272,30.264,23.751,27.166,22.001,30.766,23.664,29.348,21.751
"Mar 30, 2010",29.713,23.99,35.107,24.21,29.115,23.398,25.288,20.606,28.789,23.995,28.426,23.689,30.568,22.747,28.425,22.712,28.588,23.941,30.62,22.667,30.163,24.439,28.456,24.159,29.564,23.07,27.012,23.486,34.486,23.198,33.54,24.339,27.357,24.116,31.322,22.002,32.42,24.015,29.472,23.98,29.472,23.98,28.96,22.715,28.727,22.328,30.319,24.197,28.676,24.146,32.398,24.126,28.704,22.727,27.117,22.839,28.385,21.809,34.965,24.753,28.389,24.243,30.831,21.935,30.261,24.014,32.076,24.065,29.646,23.779,34.843,24.94,28.339,22.298,29.335,23.947,32.216,23.467,31.293,23.985,28.562,23.924,27.995,23.57,34.132,23.998,26.072,21.973,30.828,22.04,29.471,23.767,33.047,24.336,34.131,21.62,29.958,24.05,28.716,24.242,33.88,24.457,28.041,22.636,29.042,24.181,28.019,22.101,28.957,23.314,25.121,20.676,28.874,23.371,33.438,21.116
"Apr 7, 2010",32.032,24.71,35.538,24.962,30.74,23.769,28.183,24.388,30.6,24.481,30.207,23.965,29.469,23.421,28.981,23.894,30.343,24.143,31.777,22.457,32.183,23.893,29.17,23.961,28.968,24.484,29.2,24.458,35.081,24.984,34.93,25.094,30.159,24.477,29.972,23.709,34.725,24.966,30.565,24.242,30.565,24.242,29.919,23.968,29.34,24.06,31.461,24.632,30.767,24.175,34.119,25.028,30.748,23.356,27.808,23.861,29.041,22.478,36.568,25.169,28.921,23.761,30.11,23.135,32.666,24.181,35.164,25.167,31.672,24.525,35.642,25.117,30.034,24.186,32.056,24.151,31.209,24.732,33.598,25.221,31.548,24.291,29.059,24.095,34.883,24.598,27.98,23.194,30.546,23.077,30.229,24.07,34.935,24.55,31.648,22.701,31.425,24.083,30.906,24.279,35.934,24.945,30.934,23.249,30.843,24.348,28.145,23.865,29.892,24.144,27.107,23.723,29.889,24.294,31.298,23.275
"Apr 15, 2010",27.847,23.483,29.688,24.231,31.998,22.839,26.683,20.67,27.796,23.752,28.657,23.063,25.183,20.86,27.038,21.864,28.408,23.112,29.759,22.065,30.125,22.843,27.974,22.959,26.786,23.528,27.765,23.402,30.339,24.985,30.212,23.843,29.047,23.818,25.101,21.34,29.277,23.773,28.335,23.648,28.335,23.648,27.316,23.056,26.906,21.789,28.811,23.915,28.446,22.657,29.615,23.72,30.041,22.157,26.597,22.847,25.738,19.682,30.117,24.044,28.426,22.757,25.914,21.189,30.261,24.274,29.392,23.485,26.518,22.509,30.675,24.073,26.078,23.726,28.568,23.613,28.72,24.157,29.639,24.105,28.858,23.437,27.605,23.629,29.644,24.183,26.573,19.047,24.864,20.557,31.238,22.684,28.919,23.498,29.168,19.748,30.446,22.915,28.27,22.989,29.447,23.183,29.954,22.35,27.884,23.53,26.223,20.797,26.156,23.368,26.62,19.717,27.15,22.989,25.428,21.419
"Apr 23, 2010",27.813,22.139,30.771,22.7,28.805,22.032,24.235,22.912,29.259,24.163,27.24,23.034,26.359,19.808,24.486,20.594,26.838,23.628,29.859,21.814,29.181,23.456,26.35,23.232,27.271,21.651,25.879,20.436,31.412,22.018,31.652,23.26,29.147,21.497,27.036,20.197,28.604,22.71,26.259,20.852,26.259,20.852,25.398,20.811,26.246,21.038,30.963,23.435,26.271,23.242,30.909,22.892,27.75,20.954,24.754,21.14,25.853,19.606,32.083,22.874,28.975,23.37,27.423,19.528,26.553,22.438,30.423,22.54,26.076,22.073,31.299,22.674,24.663,21.736,27.072,21.833,29.217,21.503,32.302,23.234,28,20.592,25.056,20.444,31.56,22.507,23.01,21.17,26.599,19.44,30.372,22.906,30.79,22.133,28.712,19.87,28.8,23.414,25.736,23.607,30.096,22.767,27.347,21.635,29.431,24.35,28.054,20.708,27.731,22.14,22.815,22.28,28.158,21.526,28.342,20.005
"May 1, 2010",34.207,23.639,33.944,24.302,31.851,24.73,27.987,23.394,31.105,25.817,30.428,25.487,27.395,21.588,30.781,23.568,30.823,25.961,32.354,22.526,33.322,26.145,29.099,25.15,28.333,23.639,32.28,23.959,33.4,24.091,34.732,24.309,34.868,25.155,27.407,22.636,32.873,24.184,33.882,24.121,33.882,24.121,31.247,23.362,28.852,23.217,32.045,25.291,30.48,26,34.047,24.882,29.096,24.076,29.018,24.522,26.43,21.172,36.813,24.41,31.895,25.087,27.004,20.739,31.757,24.442,33.983,24.777,32.183,23.454,36.087,23.883,28.727,22.831,31.937,24.78,31.823,23.95,34.198,25.233,32.576,25.423,32.375,23.953,34.307,23.93,28.191,23.98,26.72,20.096,35.104,24.771,34.481,24.057,27.521,,32.057,25.645,30.707,25.906,33.703,24.622,28.294,23.545,31.099,25.947,30.388,23.449,29.336,23.622,26.906,24.168,30.816,23.566,27.796,21.726
"May 9, 2010",22.974,23.865,30.884,23.643,31.741,23.402,24.074,22.678,28.091,24.632,28.305,24.725,27.428,23.161,25.527,23.987,28.637,24.829,31.964,22.614,31.832,25.209,29.053,24.53,28.687,24.179,23.867,25.123,33.135,24.216,31.69,25.244,28.723,24.843,28.621,24.138,25.844,25.361,25.971,24.383,25.971,24.383,23.325,21.855,27.516,22.449,29.264,25.002,29.205,24.616,30.578,24.704,26.823,22.865,20.971,23.618,25.826,21.764,30.706,24.312,30.325,24.661,27.187,22.898,27.925,25.423,27.941,25.326,25.972,24.491,32.222,24.865,26.048,23.139,25.076,25.266,32.126,24.798,29.408,25.454,23.392,24.763,22.534,24.833,31.16,23.82,23.244,23.804,27.782,23.057,33.73,24.131,29.477,24.634,28.294,22.903,30.887,24.959,29.566,24.799,27.912,25.264,29.492,23.201,28.764,24.499,26.103,23.025,27.083,24.2,21.747,24.295,26.532,24.104,29.311,23.891
"May 17, 2010",32.416,23.33,29.754,23.858,28.83,24.202,26.133,19.56,26.287,23.322,25.428,23.819,25.784,22.094,28.218,22.338,26.298,23.541,31.304,22.766,28.872,24.39,25.439,24.862,27.508,23.117,27.086,23.51,30.219,23.211,32.172,22.446,27.356,23.73,27.78,22.12,27.973,22.933,28.324,23.267,28.324,23.267,26.819,9.572,26.819,22.739,33.76,23.047,25.335,24.133,33.478,22.905,25.445,22.448,24.646,,25.691,22.645,30.747,21.863,25.669,24.411,25.351,22.462,27.77,23.036,31.067,22.956,26.899,22.861,31.046,22.897,26.629,21.256,29.002,22.966,33.458,22.908,32.427,23.731,28.271,17.701,26.739,,33.883,23.364,25.365,22.948,25.811,22.282,27.807,24.674,29.47,22.3,27.384,21.217,27.882,24.516,25.578,23.849,28.62,22.538,26.894,23.65,26.764,23.43,25.754,22.58,27.344,22.536,25.298,19.568,28.169,22.967,27.765,22.097
"May 25, 2010",25.714,16.45,28.204,20.41,24.234,18.928,23.873,22.921,25.364,18.839,24.497,21.055,26.939,22.033,27.219,18.163,25.756,,24.924,17.083,22.189,21.722,24.722,20.386,27.709,20.692,25.138,19.044,28.421,21.203,28.396,,24.413,18.686,28.611,22.404,26.05,16.618,26.247,17.105,26.247,17.105,26.164,20.835,26.182,20.362,28.236,,,22.078,28.483,,24.3,16.839,23.906,17.399,26.901,21.72,26.549,18.319,26.464,,29.241,22.324,26.14,,27.254,,24.391,16.431,28.374,,23.189,21.309,24.439,18.081,28.546,21.562,28.171,,24.958,18.292,25.742,18.085,26.82,20.331,25.326,16.112,29.986,22.549,,21.471,25.61,15.472,30.926,22.77,23.047,21.576,21.399,22.15,25.332,14.989,23.049,18.161,25.777,18.543,26.999,15.206,23.64,16.771,23.925,17.288,26.931,16.709,29.93,21.792
"Jun 2, 2010",25.154,,29.013,24.467,27.723,25.54,3.644,12.731,24.794,23.934,15.359,25.298,25.294,17.86,28.113,25.812,25.154,24.453,26.556,24.194,,25.205,24.072,24.917,25.251,21.973,25.272,26.654,28.801,24.614,26.892,25.514,22.876,25.976,24.895,21.08,24.497,25.407,28.61,25.44,28.61,25.44,24.646,25.995,23.113,,25.539,25.414,,24.411,26.055,25.78,,23.624,24.571,25.761,20.442,20.746,25.599,24.14,24.777,25.614,26.648,21.234,25.785,25.898,22.268,25.024,25.256,,26.568,25.082,,,23.583,,27.864,,27.022,25.247,22.863,25.565,25.546,26.057,26.62,,23.28,25.762,23.583,22.016,24.977,24.792,23.634,,27.711,21.853,23.097,25.058,25.54,24.95,25.371,,26.109,23.648,24.612,23.029,,25.425,22.536,22.045,23.574,,23.856,25.279,25.809,20.436
"Jun 10, 2010",27.847,,35.555,24.841,27.664,,23.509,24.147,28.282,24.193,27.646,,28.793,23.075,30.073,25.304,26.342,26.335,26.495,,26.499,,26.498,,30.472,24.141,27.997,,34.804,25.412,31.666,23.799,28.27,24.403,30.448,24.568,26.546,24.602,28.498,,28.498,,28.757,22.962,28.807,,30.952,23.813,27.228,,30.12,24.412,24.859,,26.759,25.823,26.14,24.215,30.856,24.775,27.442,,28.739,24.482,26.895,,27.814,23.746,28.645,24.689,30.905,,22.856,,27.967,,33.138,24.085,28.153,24.932,28.967,,27.713,,35.529,24.324,25.657,25.557,29.41,24.522,27.954,,31.635,24.581,30.959,24.242,27.523,,28.48,25.57,29.503,24.409,26.238,,29.004,25.002,29.767,,29.436,24.036,23.58,25.044,29.191,25.205,29.551,23.858
"Jun 18, 2010",28.69,18.95,27.358,,23.924,,22.079,,24.669,,24.256,,25.574,25.616,20.606,25.981,26.757,,,,28.426,,24.331,,26.222,25.538,25.138,,25.428,,28.466,,23.398,,26.527,,26.424,25.399,29.845,,29.845,,25.199,,26.309,25.509,28.846,,,,29.358,,27.674,,23.139,,26.824,25.686,24.873,25.369,21.043,,22.546,26.074,22.693,,27.252,,27.989,25.197,25.369,,23.948,,20.628,,27.151,,27.949,,30.16,,29.284,,21.026,,24.156,25.882,22.506,25.675,20.827,,25.155,25.289,26.209,25.845,26.68,,,,26.329,25.545,28.073,,24.743,,24.506,,25.209,25.336,25.149,17.406,26.441,25.361,,
"Jun 26, 2010",26.814,,28.876,25.541,28.526,,28.569,,27.304,,27.997,,27.93,,27.866,,27.888,,28.114,,24.763,,27.729,,25.559,26.083,27.201,,27.212,25.64,29.333,24.964,27.819,,29.685,,27.923,,28.369,,28.369,,26.046,,26.611,,30.189,,28.464,,29.735,,27.24,,25.803,,27.056,,28.273,25.153,28.358,,28.163,,26.47,,27.564,,26.891,,23.512,24.992,27.881,,27.056,,29.082,26.109,29.44,,27.415,,27.745,,29.419,25.509,26.141,20.163,25.348,,27.419,,28.156,25.429,26.651,,27.688,,28.034,,26.851,,26.107,,28.324,,,,27.173,26.106,25.339,,26.683,,,26.141
"Jul 4, 2010",28.317,25.65,28.021,25.591,25.592,24.654,27.754,23.164,27.72,25.857,28.132,26.057,29.815,25.963,30.02,26.174,27.723,25.676,27.342,20.79,27.51,25.692,25.678,25.663,27.3,25.74,27.035,27.172,29.816,25.444,29.337,25.938,29.192,26.56,31.833,25.985,25.825,25.771,28.578,25.98,28.578,25.98,26.664,,27.767,,28.481,25.973,28.116,25.833,30.947,25.624,26.762,22.578,26.347,26.91,27.379,26.369,27.942,26.113,27.147,25.715,27.705,26.453,27.034,26.479,26.271,25.677,25.58,25.768,24.638,,30.107,,28.158,26.382,30.777,,25.174,25.808,28.316,26.62,29.378,,27.176,25.882,30.182,26.056,31.914,26.05,24.251,25.938,27.597,26.155,,26.284,27.595,25.784,27.938,25.775,27.143,25.702,26.656,19.29,28.812,26.063,30.876,,25.657,25.972,25.627,26.07,23.905,25.767,31.548,25.984
"Jul 12, 2010",22.09,,28.484,,,,26.791,,28.487,26.185,,,28.05,,,,27.876,,25.371,,27.614,,,24.07,23.24,,25.371,,29.704,,27.923,25.846,,,,,23.713,,,,,,24.936,,24.439,,24.651,,,,27.531,24.993,,,24.519,,25.872,,28.692,25.943,,,-11.535,,24.641,,28.953,,26.719,,28.302,25.773,25.556,,21.89,,,,23.476,,,,,,,27.309,22.369,,13.222,,,,27.12,25.439,,,28.072,,,,28.918,,28.461,,28.668,25.974,22.836,,22.014,,23.35,,31.61,,30.31,
"Jul 20, 2010",26.325,26.13,26.285,26.157,27.398,,27.976,27.433,24.1,25.599,25.125,26.347,24.61,25.775,24.512,26.878,24.311,25.593,,,24.246,24.064,25.226,,25.709,26.604,26.317,,28.275,25.461,25.565,,27.806,26.178,,26.831,24.454,25.63,26.973,26.06,26.973,26.06,26.69,27.295,26.618,27.352,25.55,25.161,23.589,25.893,26.413,,26.854,,25.524,26.391,27.08,26.99,24.156,25.609,22.824,26.219,22.975,26.788,25.379,26.528,,,23.504,24.097,28.396,25.369,26.832,26.783,24.83,26.594,29.444,26.443,24.984,26.338,27.365,,26.991,,26.547,26.524,26.726,27.451,24.019,26.702,23.5,,14.409,26.427,,26.929,23.891,,24.773,25.638,25.281,,23.91,,25.015,25.513,26.364,26.783,22.644,26.444,28.081,27.941,22.513,25.938,,27.143
"Jul 28, 2010",29.85,,29.304,25.577,29.564,23.15,28.643,,27.747,,27.358,,28.283,,30.611,,27.071,,27.746,,27.272,,27.672,,28.454,,29.187,,27.544,,28.948,,29.628,,29.88,,28.811,,30.197,,30.197,,28.92,,28.077,,28.459,,27.601,,27.676,,28.675,,28.369,,27.085,,29.015,,28.419,,28.037,,28.426,,29.62,,28.726,,30.485,,29.555,,29.003,,29.112,,28.157,,30.235,,30.11,,29.176,25.32,28.287,,28.57,,29.421,23.15,28.999,26.24,,,27.607,,28.026,,29.127,,27.941,,27.835,,30.583,,28.172,26.077,28.075,,28.534,25.353,,
