datetime,Unnamed: 0.1,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration,river_discharge
18-06-2013,168,Naryanganj ,91.5,75.6,82.3,100.4,75.6,86.7,74.3,78.1,0.048,100,50.0,rain,,,,13.2,245.6,997.6,72.8,2.5,234.3,20.3,7,,2013-06-18T05:24:07,2013-06-18T18:56:10,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1264,2,32.8,27.2,30.0,36.3,0.0,0.0,0.0,11.2,5.26,413.95
18-06-2014,533,Naryanganj ,92.0,77.6,82.3,99.0,77.6,85.7,73.4,76.1,0.131,100,58.33,rain,,,,19.0,280.6,998.9,64.9,2.5,238.8,20.6,8,,2014-06-18T05:24:05,2014-06-18T18:56:07,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,remote",1629,53,32.0,26.1,28.6,34.7,5.7,5.7,9.0,13.8,3.74,245.6
18-06-2015,898,Naryanganj ,97.4,77.6,86.5,105.9,77.6,91.8,72.1,64.3,0.612,100,100.0,rain,,,,11.6,297.8,998.4,54.1,2.5,262.0,22.6,8,,2015-06-18T05:24:03,2015-06-18T18:56:04,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1994,51,31.5,26.0,28.9,34.4,0.6,0.6,2.0,13.5,4.65,590.56
18-06-2016,1264,Naryanganj ,95.8,77.1,83.9,101.1,77.1,88.1,72.3,70.3,0.1,100,54.17,rain,,,,11.4,223.6,1002.6,74.1,3.9,203.0,17.4,7,,2016-06-18T05:24:10,2016-06-18T18:56:15,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,remote",2360,61,30.8,26.0,28.0,32.5,1.9,1.9,3.0,25.0,3.77,554.9
18-06-2017,1629,Naryanganj ,105.0,80.3,91.8,108.5,83.3,95.6,67.2,47.5,0.016,100,16.67,rain,,,,14.5,287.3,1000.9,43.8,3.4,319.6,27.6,10,,2017-06-18T05:24:07,2017-06-18T18:56:11,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42675099999,42776099999,remote",2725,65,30.0,26.4,27.7,33.5,44.5,44.5,15.0,16.3,1.7,861.98
18-06-2018,1994,Naryanganj ,99.1,77.1,87.9,104.0,77.1,91.6,68.8,55.7,0.18,100,62.5,rain,,,23.0,11.6,241.3,1001.9,16.4,3.3,312.3,26.8,10,,2018-06-18T05:24:05,2018-06-18T18:56:08,0.15,Rain,Clear conditions throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3090,61,34.3,28.0,30.6,37.3,2.6,2.6,4.0,15.3,4.88,587.84
18-06-2019,2359,Naryanganj ,102.2,81.6,92.0,105.9,84.4,94.6,65.1,42.8,0.0,0,0.0,,,,20.8,16.8,285.9,1002.6,47.0,2.9,318.9,27.7,10,,2019-06-18T05:24:04,2019-06-18T18:56:05,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3455,63,33.5,27.2,30.2,37.9,14.5,14.5,13.0,9.6,4.41,537.27
18-06-2020,2725,Naryanganj ,90.4,75.1,82.2,99.8,75.1,86.4,73.2,75.6,0.762,100,62.5,rain,,,,17.4,254.7,1001.8,62.6,2.2,267.5,23.0,9,,2020-06-18T05:24:12,2020-06-18T18:56:17,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3821,61,28.3,25.8,26.7,31.9,12.3,12.3,16.0,19.6,1.33,617.02
18-06-2021,3117,Naryanganj,87.5,72.4,78.3,91.7,72.4,80.1,71.1,79.8,0.345,100,100.0,rain,,,,11.9,237.9,1002.2,87.1,1.8,181.9,15.7,7,,2021-06-18T05:24:10,2021-06-18T18:56:15,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4186,63,26.5,24.5,25.5,29.5,46.9,46.9,24.0,22.9,1.26,442.61
18-06-2022,3482,Naryanganj,93.2,74.7,79.6,102.9,74.7,81.5,72.6,80.4,0.181,100,37.5,rain,0.0,0.0,28.9,17.2,181.8,1005.0,90.7,6.5,92.9,8.0,4,30.0,2022-06-18T05:24:08,2022-06-18T18:56:12,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4551,65,28.0,26.1,26.9,32.1,56.0,56.0,20.0,21.2,1.43,621.3
18-06-2023,3847,Naryanganj,103.9,86.1,94.0,109.4,87.2,97.3,65.3,39.6,0.0,0,0.0,,0.0,0.0,20.6,13.9,253.9,1003.0,33.3,6.0,257.5,22.2,10,10.0,2023-06-18T05:24:06,2023-06-18T18:56:09,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",4916,65,33.8,27.5,29.4,35.0,18.9,18.9,12.0,20.9,3.45,365.44
18-07-2013,198,Naryanganj ,87.9,76.0,80.8,100.9,76.0,85.9,77.1,89.2,0.643,100,100.0,rain,,,,7.4,282.7,997.3,85.1,2.5,232.4,20.0,9,,2013-07-18T05:34:03,2013-07-18T18:56:15,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1294,53,30.3,26.2,27.8,32.2,1.2,1.2,5.0,19.2,3.74,334.74
18-07-2014,563,Naryanganj ,88.4,76.2,81.6,99.4,76.2,86.0,75.5,82.6,0.22,100,100.0,rain,,,,18.6,237.9,997.4,90.0,2.5,182.3,15.7,7,,2014-07-18T05:33:57,2014-07-18T18:56:19,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1659,53,31.0,26.0,28.3,33.6,2.0,2.0,8.0,14.9,3.13,453.99
18-07-2015,928,Naryanganj ,86.4,73.5,78.7,94.3,73.5,81.0,73.5,84.8,0.28,100,100.0,rain,,,,15.2,276.5,998.9,95.9,2.5,257.1,22.1,8,,2015-07-18T05:33:50,2015-07-18T18:56:23,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",2024,61,29.0,25.6,26.6,32.3,12.1,12.1,16.0,13.2,1.75,811.83
18-07-2016,1294,Naryanganj ,83.4,73.3,78.0,91.4,73.3,80.3,73.8,87.6,0.334,100,83.33,rain,,,,8.5,242.6,1007.4,91.6,3.6,239.7,20.8,8,,2016-07-18T05:34:10,2016-07-18T18:56:11,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",2390,61,28.7,25.9,27.2,32.6,13.6,13.6,23.0,15.0,1.61,577.1
18-07-2017,1659,Naryanganj ,90.9,73.7,80.4,105.9,73.7,85.1,75.3,85.4,0.803,100,100.0,rain,,,,11.0,358.7,1000.1,83.1,3.0,157.4,13.6,6,,2017-07-18T05:34:04,2017-07-18T18:56:15,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,remote",2755,63,31.8,26.1,28.8,33.6,3.9,3.9,7.0,18.3,4.11,710.21
18-07-2018,2024,Naryanganj ,82.7,74.9,78.0,90.4,74.9,79.3,75.2,91.4,0.44,100,100.0,rain,,,,16.1,276.0,998.9,92.9,2.2,140.1,12.1,6,,2018-07-18T05:33:58,2018-07-18T18:56:19,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",3120,61,32.3,26.7,29.1,35.6,1.6,1.6,4.0,16.8,4.43,459.26
18-07-2019,2389,Naryanganj ,91.4,76.0,82.5,102.7,76.0,87.8,74.5,77.6,0.266,100,45.83,rain,,,,13.9,333.3,1002.3,60.5,2.6,195.7,16.9,6,,2019-07-18T05:33:52,2019-07-18T18:56:24,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3485,63,32.5,27.0,29.5,36.2,5.6,5.6,5.0,9.5,3.81,716.79
18-07-2020,2755,Naryanganj ,91.4,73.3,81.5,102.7,73.3,85.7,74.2,80.3,0.004,100,4.17,rain,,,,11.4,202.7,1003.2,74.6,2.5,301.5,26.1,10,,2020-07-18T05:34:12,2020-07-18T18:56:12,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42675099999,42776099999,VAJB,remote",3851,61,31.9,27.2,29.1,34.5,3.1,3.1,4.0,16.6,4.03,687.65
18-07-2021,3147,Naryanganj,89.6,76.6,82.4,98.2,76.6,87.3,75.0,79.6,0.088,100,37.5,rain,,,,13.9,218.0,1004.3,78.7,2.8,160.3,13.8,5,,2021-07-18T05:34:07,2021-07-18T18:56:17,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42675099999,42776099999,VAJB,remote",4216,61,32.7,26.8,29.1,35.4,5.1,5.1,5.0,12.3,4.06,497.88
18-07-2022,3512,Naryanganj,91.4,74.7,81.8,102.7,74.7,87.0,75.2,81.5,0.131,100,37.5,rain,0.0,0.0,19.5,10.7,97.5,999.7,65.7,6.8,266.3,22.9,9,30.0,2022-07-18T05:34:01,2022-07-18T18:56:22,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",4581,51,31.7,26.6,28.8,34.1,2.0,2.0,10.0,16.9,3.84,397.11
18-07-2023,3877,Naryanganj,87.8,77.3,82.1,102.4,77.3,89.4,77.3,85.7,0.292,100,58.33,rain,0.0,0.0,13.0,11.4,8.6,999.5,82.4,5.0,260.3,22.4,9,30.0,2023-07-18T05:33:56,2023-07-18T18:56:27,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4946,51,32.8,27.0,29.5,35.1,0.3,0.3,3.0,15.5,4.78,442.61
18-08-2013,229,Naryanganj ,79.6,73.5,75.8,79.6,73.5,75.8,74.5,95.6,5.082,100,100.0,rain,,,,15.7,291.0,1001.3,92.7,1.8,107.5,9.2,3,,2013-08-18T05:46:37,2013-08-18T18:38:48,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1325,55,28.6,24.5,25.7,29.5,9.0,9.0,15.0,22.1,1.67,404.51
18-08-2014,594,Naryanganj ,90.8,72.1,80.3,99.4,72.1,83.8,73.2,80.3,0.088,100,29.17,rain,,,,8.5,308.1,1007.0,64.4,2.5,236.7,20.5,8,,2014-08-18T05:46:32,2014-08-18T18:39:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42675099999,remote",1690,61,30.0,25.3,27.3,32.4,6.6,6.6,13.0,17.7,2.38,484.29
18-08-2015,959,Naryanganj ,84.8,72.9,78.5,92.9,72.9,80.3,74.3,87.7,0.06,100,37.5,rain,,,,17.2,256.6,1005.2,88.9,2.5,183.3,15.9,7,,2015-08-18T05:46:27,2015-08-18T18:39:11,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42675099999,remote",2055,65,29.4,25.9,27.2,31.9,35.7,35.7,17.0,23.0,2.17,757.58
18-08-2016,1325,Naryanganj ,80.9,71.7,74.9,85.6,71.7,75.3,72.7,93.0,0.128,100,66.67,rain,,,,17.9,287.0,1002.0,90.2,2.7,201.5,17.4,6,,2016-08-18T05:46:44,2016-08-18T18:38:35,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",2421,53,30.4,25.7,27.3,32.1,5.1,5.1,8.0,22.5,2.35,489.91
18-08-2017,1690,Naryanganj ,89.7,74.2,80.4,105.4,74.2,84.7,75.7,86.3,0.392,100,100.0,rain,,,,12.3,351.2,1000.9,74.2,3.1,254.2,22.1,9,,2017-08-18T05:46:38,2017-08-18T18:38:46,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,remote",2786,51,30.6,26.4,28.3,33.2,0.1,0.1,1.0,15.8,3.5,876.0
18-08-2018,2055,Naryanganj ,88.1,73.8,80.0,97.6,73.8,83.9,75.2,86.1,0.044,100,41.67,rain,,,,9.2,253.0,1000.6,88.4,2.3,241.9,20.9,9,,2018-08-18T05:46:33,2018-08-18T18:38:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3151,61,32.8,27.0,30.1,37.6,5.1,5.1,8.0,6.0,4.4,393.46
18-08-2019,2420,Naryanganj ,87.8,73.5,79.7,99.7,73.5,83.2,74.3,84.3,0.0,0,0.0,,,,,9.6,262.7,1006.7,61.3,2.7,230.6,19.9,8,,2019-08-18T05:46:29,2019-08-18T18:39:11,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3516,55,30.9,25.6,27.9,32.7,2.2,2.2,5.0,19.3,3.72,549.81
18-08-2020,2786,Naryanganj ,81.4,73.8,76.5,88.3,73.8,77.1,74.8,94.6,1.232,100,100.0,rain,,,,16.1,273.1,1001.3,84.0,1.7,125.1,10.8,5,,2020-08-18T05:46:46,2020-08-18T18:38:35,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",3882,63,30.5,25.6,27.6,32.9,7.0,7.0,11.0,16.7,2.94,567.85
18-08-2021,3178,Naryanganj,84.2,74.9,78.1,92.5,74.9,80.2,74.4,89.1,0.348,100,91.67,rain,,,,9.6,355.4,1004.8,94.5,1.7,126.8,10.9,5,,2021-08-18T05:46:41,2021-08-18T18:38:48,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4247,51,29.0,25.8,26.9,31.2,1.9,1.9,8.0,19.5,2.15,499.03
18-08-2022,3543,Naryanganj,89.4,72.8,79.2,101.1,72.8,82.4,73.9,84.5,0.122,100,25.0,rain,0.0,0.0,16.6,10.1,281.7,1004.8,45.4,9.1,209.5,18.2,7,30.0,2022-08-18T05:46:37,2022-08-18T18:39:00,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4612,63,35.6,26.9,30.8,37.5,12.2,12.2,7.0,16.8,5.51,352.18
18-09-2013,260,Naryanganj ,86.1,70.4,78.1,98.7,70.4,80.5,73.0,85.1,0.176,100,79.17,rain,,,,8.5,50.8,1003.3,63.0,2.5,213.6,18.4,9,,2013-09-18T05:56:24,2013-09-18T18:09:38,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",1356,61,29.0,25.6,26.8,31.9,8.0,8.0,10.0,15.9,1.72,392.55
18-09-2014,625,Naryanganj ,91.1,71.0,79.9,99.5,71.0,83.5,73.5,82.4,0.04,100,41.67,rain,,,,9.4,342.4,1004.3,55.7,2.5,268.0,23.1,9,,2014-09-18T05:56:20,2014-09-18T18:09:53,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,remote",1721,63,31.1,26.5,28.6,34.5,7.8,7.8,8.0,13.8,3.52,398.94
18-09-2015,990,Naryanganj ,90.2,74.0,80.3,100.8,74.0,83.9,74.9,84.7,0.18,100,91.67,rain,,,,16.3,134.3,1002.5,64.8,2.5,256.6,22.0,9,,2015-09-18T05:56:15,2015-09-18T18:10:08,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,remote",2086,63,34.1,27.1,30.2,37.6,13.3,13.3,7.0,8.0,4.44,695.63
18-09-2016,1356,Naryanganj ,90.2,74.6,81.1,102.8,74.6,86.5,75.7,84.6,0.076,100,66.67,rain,,,,5.8,210.8,1007.1,76.3,3.7,118.2,10.2,4,,2016-09-18T05:56:29,2016-09-18T18:09:22,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,remote",2452,61,31.3,26.0,28.6,34.7,7.5,7.5,8.0,7.6,3.41,487.65
18-09-2017,1721,Naryanganj ,87.9,73.5,78.9,98.0,73.5,81.9,74.1,86.2,0.313,100,100.0,rain,,,,4.3,239.2,1005.4,86.6,3.3,124.3,10.6,5,,2017-09-18T05:56:24,2017-09-18T18:09:37,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,remote",2817,51,31.4,25.6,28.0,33.4,1.8,1.8,7.0,13.8,3.07,665.81
18-09-2018,2086,Naryanganj ,89.6,68.3,79.0,96.0,68.3,81.6,70.2,75.9,0.0,0,0.0,,,,,8.9,340.5,1005.9,22.6,3.0,275.9,23.7,9,,2018-09-18T05:56:20,2018-09-18T18:09:52,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3182,51,33.8,27.5,30.4,37.6,0.1,0.1,1.0,8.8,4.59,318.15
18-09-2019,2451,Naryanganj ,87.7,74.6,78.3,102.1,74.6,80.9,75.1,90.6,0.416,100,100.0,rain,,,,13.9,107.6,1007.9,79.8,2.2,110.7,9.4,3,,2019-09-18T05:56:16,2019-09-18T18:10:07,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",3547,61,32.5,26.2,29.4,36.4,2.6,2.6,2.0,7.2,4.44,376.57
18-09-2020,2817,Naryanganj ,91.4,75.1,82.4,105.1,75.1,88.1,75.2,79.9,0.06,100,41.67,rain,,,,6.9,5.8,1003.7,56.0,2.1,244.7,21.1,9,,2020-09-18T05:56:31,2020-09-18T18:09:22,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3913,51,32.8,26.6,29.7,36.8,0.6,0.6,4.0,6.2,4.02,502.5
18-09-2021,3209,Naryanganj,87.8,73.5,79.6,95.9,73.5,82.8,73.7,83.3,0.14,100,37.5,rain,,,,9.6,212.9,1007.7,72.9,3.0,195.6,16.7,8,,2021-09-18T05:56:27,2021-09-18T18:09:37,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42675099999,42776099999,VAJB,remote",4278,61,29.1,25.4,26.6,32.2,9.7,9.7,21.0,9.2,1.9,459.26
18-09-2022,3574,Naryanganj,89.7,70.4,79.4,100.3,70.4,83.4,73.8,84.0,0.104,100,29.17,rain,0.0,0.0,10.5,9.2,281.1,1006.9,47.8,5.9,258.9,22.3,9,60.0,2022-09-18T05:56:23,2022-09-18T18:09:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",4643,61,31.5,25.7,28.5,35.3,5.5,5.5,17.0,9.2,3.61,527.45
18-10-2013,290,Naryanganj ,87.2,65.2,74.8,88.6,65.2,75.5,65.5,74.0,0.0,0,0.0,,,,,6.5,44.1,1010.5,11.8,2.5,248.6,21.4,9,,2013-10-18T06:06:50,2013-10-18T17:41:11,0.47,Clear,Clear conditions throughout the day.,clear-day,"42675099999,remote",1386,1,31.5,24.2,27.9,33.5,0.0,0.0,0.0,7.2,3.75,331.66
18-10-2014,655,Naryanganj ,89.3,66.8,75.8,92.7,66.8,76.7,67.5,76.8,0.0,0,0.0,,,,,6.3,167.6,1012.2,28.0,2.5,206.1,17.8,7,,2014-10-18T06:06:44,2014-10-18T17:41:23,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42675099999,remote",1751,2,28.9,22.0,25.5,29.0,0.0,0.0,0.0,10.5,3.79,315.23
18-10-2015,1020,Naryanganj ,93.5,64.8,77.5,94.2,64.8,78.2,63.6,64.2,0.0,0,0.0,,,,,5.1,184.6,1013.1,9.2,2.5,243.2,21.0,9,,2015-10-18T06:06:37,2015-10-18T17:41:35,0.18,Clear,Clear conditions throughout the day.,clear-day,"42675099999,remote",2116,2,30.6,23.1,26.8,31.9,0.0,0.0,0.0,6.8,3.66,493.31
18-10-2016,1386,Naryanganj ,87.9,63.1,73.1,85.5,63.1,73.1,57.2,58.9,0.0,0,0.0,,,,,6.5,348.1,1011.0,0.0,4.0,245.7,21.2,8,,2016-10-18T06:06:57,2016-10-18T17:40:58,0.57,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,remote",2482,51,31.9,24.9,28.2,34.4,0.1,0.1,1.0,6.6,3.69,428.54
18-10-2017,1751,Naryanganj ,89.6,63.4,75.2,88.9,63.4,75.3,60.2,61.3,0.0,0,0.0,,,,,8.1,30.8,1008.9,2.2,3.4,251.0,21.7,9,,2017-10-18T06:06:50,2017-10-18T17:41:09,0.95,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",2847,53,31.0,25.4,27.7,33.4,6.4,6.4,12.0,11.5,3.12,504.82
18-10-2018,2116,Naryanganj ,92.8,64.8,76.9,92.6,64.8,77.1,62.9,65.1,0.0,0,0.0,,,,,9.2,259.9,1012.1,23.2,3.3,237.5,20.6,8,,2018-10-18T06:06:44,2018-10-18T17:41:22,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",3212,51,29.8,21.6,25.7,29.7,0.1,0.1,1.0,7.9,3.57,250.77
18-10-2019,2481,Naryanganj ,87.8,64.5,75.9,91.5,64.5,77.0,66.8,74.8,0.016,100,16.67,rain,,,,9.2,122.8,1015.2,23.3,2.0,168.0,14.5,6,,2019-10-18T06:06:38,2019-10-18T17:41:34,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42675099999,42776099999,VAJB,remote",3577,51,31.5,25.0,28.3,34.3,0.1,0.1,1.0,6.6,3.61,344.14
18-10-2020,2847,Naryanganj ,89.6,72.1,79.2,98.2,72.1,82.2,72.3,81.0,0.064,100,50.0,rain,,,,9.2,48.5,1010.4,61.9,2.8,238.6,20.6,9,,2020-10-18T06:06:58,2020-10-18T17:40:57,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",3943,53,30.0,25.9,27.8,34.0,2.0,2.0,8.0,9.2,2.67,431.51
18-10-2021,3239,Naryanganj,89.6,71.9,79.2,98.2,71.9,82.2,73.1,83.2,0.264,100,100.0,rain,,,25.3,13.9,167.8,1005.0,69.7,2.5,183.5,15.8,7,,2021-10-18T06:06:53,2021-10-18T17:41:10,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42675099999,42776099999,VAJB,remote",4308,63,28.8,25.0,25.8,29.7,31.1,31.1,22.0,21.3,1.44,353.0
18-10-2022,3604,Naryanganj,86.0,66.8,75.3,86.1,66.8,75.5,63.6,69.8,0.0,0,0.0,,0.0,0.0,11.2,10.3,39.7,1013.3,3.5,6.0,244.8,21.1,9,10.0,2022-10-18T06:06:47,2022-10-18T17:41:22,0.77,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",4673,51,30.5,23.4,27.2,32.8,0.6,0.6,5.0,6.7,3.33,412.05
18-11-2013,321,Naryanganj ,80.3,50.8,62.7,79.3,50.8,62.7,53.5,75.2,0.0,0,0.0,,,,,8.3,32.3,1016.8,1.9,2.2,214.9,18.5,8,,2013-11-18T06:24:03,2013-11-18T17:24:03,0.52,Clear,Clear conditions throughout the day.,clear-day,"42675099999,remote",1417,0,27.5,16.6,21.4,22.5,0.0,0.0,0.0,9.3,3.46,206.97
18-11-2014,686,Naryanganj ,81.2,52.4,64.9,80.0,52.4,64.8,41.6,46.8,0.0,0,0.0,,,,,6.9,35.3,1017.1,34.9,2.5,225.4,19.4,8,,2014-11-18T06:23:53,2014-11-18T17:24:06,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,remote",1782,2,28.2,19.1,23.4,25.8,0.0,0.0,0.0,8.9,3.15,179.3
18-11-2015,1051,Naryanganj ,86.1,60.7,71.0,84.1,60.7,70.7,54.9,59.8,0.0,0,0.0,,,,,7.2,66.5,1015.1,37.7,2.5,198.6,17.2,7,,2015-11-18T06:23:43,2015-11-18T17:24:09,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42675099999,remote",2147,53,25.9,19.9,22.7,26.5,0.8,0.8,3.0,6.7,1.49,266.3
18-11-2016,1417,Naryanganj ,81.8,53.7,65.1,80.0,53.7,64.9,49.2,61.0,0.0,0,0.0,,,,,6.5,40.7,1016.5,6.7,3.1,214.3,18.3,8,,2016-11-18T06:24:13,2016-11-18T17:23:59,0.62,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,remote",2513,0,27.5,17.2,21.9,23.9,0.0,0.0,0.0,8.6,3.22,253.1
18-11-2017,1782,Naryanganj ,84.3,65.6,73.9,87.4,65.6,74.4,63.7,72.6,0.0,0,0.0,,,,,6.5,63.2,1012.3,62.7,2.6,185.7,16.1,7,,2017-11-18T06:24:03,2017-11-18T17:24:02,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",2878,51,28.7,22.0,25.3,29.7,0.1,0.1,1.0,6.1,2.51,366.28
18-11-2018,2147,Naryanganj ,88.4,58.6,69.8,85.0,58.6,69.1,49.1,52.1,0.0,0,0.0,,,,,7.4,73.0,1014.6,0.0,2.7,208.5,18.0,8,,2018-11-18T06:23:54,2018-11-18T17:24:06,0.34,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",3243,2,28.3,18.5,23.3,25.2,0.0,0.0,0.0,9.4,3.34,164.58
18-11-2019,2512,Naryanganj ,84.2,54.2,67.5,82.8,54.2,67.4,55.7,69.6,0.0,0,0.0,,,,,11.4,26.4,1016.6,5.0,2.7,219.5,19.0,8,,2019-11-18T06:23:45,2019-11-18T17:24:09,0.7,Clear,Clear conditions throughout the day.,clear-day,"42675099999,42776099999,VAJB,remote",3608,2,27.8,20.6,24.2,27.7,0.0,0.0,0.0,4.9,2.9,282.79
18-11-2020,2878,Naryanganj ,86.0,61.8,73.3,85.1,61.8,73.3,62.2,72.8,0.004,100,4.17,rain,,,,11.4,199.0,1013.1,33.9,2.7,206.3,17.9,8,,2020-11-18T06:24:15,2020-11-18T17:23:59,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42675099999,42776099999,VAJB,remote",3974,2,28.4,18.9,24.2,26.6,0.0,0.0,0.0,7.6,3.34,300.3
18-11-2021,3270,Naryanganj,84.2,63.9,72.0,83.9,63.9,72.0,62.2,74.4,0.0,0,0.0,,,,,6.9,40.4,1013.6,24.1,1.8,180.8,15.6,7,,2021-11-18T06:24:06,2021-11-18T17:24:03,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42675099999,42776099999,VAJB,remote",4339,0,27.5,16.5,21.5,22.8,0.0,0.0,0.0,10.1,3.42,209.38
