datetime,Unnamed: 0.1,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0_x,river_discharge,Unnamed: 0_y,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
02-06-2018,1613,"Mymensingh,Bangladesh",32.4,24.7,27.7,39.8,24.7,31.3,25.3,87.6,15.1,100.0,87.5,rain,,,,7.9,165.0,1006.2,65.6,6.6,151.4,13.1,5,,2018-06-02T05:09:02,2018-06-02T18:43:46,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3439,246.17,3074,63,30.7,24.4,27.0,32.9,13.5,13.5,18.0,6.4,2.91
02-06-2019,2162,"Mymensingh,Bangladesh",32.3,23.6,28.3,41.4,23.6,32.8,25.8,86.8,56.2,100.0,91.67,rain,,,,11.5,152.2,1006.1,35.5,5.3,243.8,21.2,8,,2019-06-02T05:09:05,2019-06-02T18:43:41,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3804,233.42,3439,63,29.3,22.9,25.8,30.8,30.9,30.9,18.0,13.8,2.12
02-06-2020,2528,"Mymensingh,Bangladesh",32.7,24.2,28.2,41.5,24.2,33.1,26.0,88.6,9.6,100.0,100.0,rain,,,,18.7,191.9,1006.0,70.5,6.2,158.5,13.8,5,,2020-06-02T05:08:59,2020-06-02T18:44:01,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",4170,266.3,3805,55,31.8,23.3,26.4,31.8,10.2,10.2,18.0,11.2,2.55
02-06-2021,2893,"Mymensingh,Bangladesh",31.3,26.6,28.7,39.1,26.6,34.6,26.3,87.2,16.0,100.0,66.67,rain,,,,13.3,213.3,,62.8,,180.1,15.4,6,,2021-06-02T05:09:02,2021-06-02T18:43:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote,4535,121.46,4170,53,32.5,24.7,27.6,33.5,6.2,6.2,17.0,9.7,2.85
02-06-2022,3258,"Mymensingh,Bangladesh",30.8,25.1,27.6,37.0,25.1,30.2,24.4,83.3,13.2,100.0,62.5,rain,0.0,0.0,31.7,15.5,154.8,1002.2,56.2,19.3,181.8,15.8,7,60.0,2022-06-02T05:09:04,2022-06-02T18:43:50,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote,4900,164.2,4535,61,29.8,25.3,27.2,32.8,5.5,5.5,21.0,9.2,2.35
02-06-2023,3623,"Mymensingh,Bangladesh",39.9,27.4,32.4,45.8,30.1,35.9,20.8,55.6,0.0,0.0,0.0,,0.0,0.0,36.4,14.8,184.9,1003.2,28.4,18.2,340.1,29.2,10,60.0,2023-06-02T05:09:07,2023-06-02T18:43:45,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41886099999,remote,41909099999",5265,121.18,4900,51,35.6,26.3,30.6,36.9,0.3,0.3,3.0,9.5,5.46
02-07-2014,182,"Mymensingh,Bangladesh",33.0,26.2,28.9,42.3,26.2,35.1,26.6,88.2,7.6,100.0,91.67,rain,,,,24.8,131.0,1000.6,85.8,6.0,252.5,21.8,9,,2014-07-02T05:13:02,2014-07-02T18:51:36,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2008,188.67,1643,53,31.2,26.0,28.1,32.2,5.2,5.2,14.0,22.2,3.61
02-07-2015,547,"Mymensingh,Bangladesh",32.3,26.3,28.9,42.8,26.3,34.9,26.5,87.8,3.6,100.0,100.0,rain,,,,20.5,155.5,1003.6,70.3,6.3,253.1,21.8,7,,2015-07-02T05:12:57,2015-07-02T18:51:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2373,258.42,2008,55,30.5,25.5,27.6,33.3,4.4,4.4,11.0,11.2,3.02
02-07-2016,913,"Mymensingh,Bangladesh",31.2,27.2,28.6,40.2,31.9,35.5,26.9,90.8,14.1,100.0,100.0,rain,,,,20.9,144.8,1000.7,94.0,6.3,106.0,9.1,4,,2016-07-02T05:13:13,2016-07-02T18:51:37,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2739,184.78,2374,61,30.2,25.7,27.2,31.9,11.4,11.4,20.0,20.5,2.19
02-07-2017,1278,"Mymensingh,Bangladesh",31.8,26.9,28.9,42.9,31.0,36.1,26.8,88.9,22.6,100.0,100.0,rain,,,,24.1,176.6,999.2,94.6,6.4,244.0,21.1,8,,2017-07-02T05:13:08,2017-07-02T18:51:36,0.27,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3104,250.77,2739,63,30.3,25.5,27.5,32.3,15.4,15.4,18.0,18.9,2.64
02-07-2018,1644,"Mymensingh,Bangladesh",31.7,25.9,28.4,42.9,25.9,34.0,26.6,90.3,14.0,100.0,100.0,rain,,,,23.4,185.4,1001.0,92.6,5.8,234.9,20.1,8,,2018-07-02T05:13:03,2018-07-02T18:51:37,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3469,210.84,3104,63,30.8,25.5,27.7,33.0,26.2,26.2,17.0,13.8,2.62
02-07-2018,1645,"Mymensingh,Bangladesh",31.7,25.9,28.4,42.9,25.9,34.0,26.6,90.3,14.0,100.0,100.0,rain,,,,23.4,185.4,1001.0,92.6,5.8,234.9,20.1,8,,2018-07-02T05:13:03,2018-07-02T18:51:37,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3469,210.84,3104,63,30.8,25.5,27.7,33.0,26.2,26.2,17.0,13.8,2.62
02-07-2019,2192,"Mymensingh,Bangladesh",32.5,26.8,29.6,43.4,30.6,36.9,26.6,84.8,4.3,100.0,45.83,rain,,,,29.5,123.3,1000.1,51.1,6.8,274.9,23.8,9,,2019-07-02T05:12:59,2019-07-02T18:51:37,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41886099999,remote,41909099999",3834,246.74,3469,63,31.7,27.2,28.9,33.1,5.3,5.3,9.0,25.9,3.81
02-07-2020,2558,"Mymensingh,Bangladesh",33.1,27.0,29.2,44.0,31.4,37.2,27.3,90.1,3.5,100.0,87.5,rain,,,,14.0,169.8,1000.2,84.5,5.6,151.0,13.0,5,,2020-07-02T05:13:15,2020-07-02T18:51:39,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",4200,302.39,3835,63,31.7,26.1,28.1,34.3,17.1,17.1,20.0,11.1,2.43
02-07-2021,2923,"Mymensingh,Bangladesh",29.5,25.5,27.6,38.0,25.5,32.0,26.1,92.1,38.1,100.0,100.0,rain,,,,29.5,184.5,,94.0,,168.5,14.7,5,,2021-07-02T05:13:11,2021-07-02T18:51:39,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote,4565,214.28,4200,63,27.8,24.5,26.1,31.7,57.7,57.7,24.0,14.8,1.17
02-07-2022,3288,"Mymensingh,Bangladesh",32.7,25.3,29.0,38.7,25.3,32.7,24.3,77.2,0.9,100.0,20.83,rain,0.0,0.0,24.1,13.7,142.1,999.8,35.9,24.1,251.9,21.8,8,30.0,2022-07-02T05:13:06,2022-07-02T18:51:40,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote,4930,248.46,4565,51,32.7,25.4,29.0,34.7,0.5,0.5,5.0,12.7,4.17
02-07-2023,3653,"Mymensingh,Bangladesh",31.0,24.9,27.2,41.9,24.9,30.4,25.7,91.9,16.7,100.0,66.67,rain,0.0,0.0,24.5,18.3,138.0,1003.6,93.6,14.1,118.0,10.4,5,30.0,2023-07-02T05:13:02,2023-07-02T18:51:40,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",5295,219.8,4930,63,28.8,25.1,26.5,32.8,17.4,17.4,24.0,9.7,1.24
02-08-2014,213,"Mymensingh,Bangladesh",32.9,26.7,29.4,42.5,26.7,36.8,27.0,87.5,1.3,100.0,41.67,rain,,,,15.8,156.1,998.5,81.1,6.9,181.9,15.7,6,,2014-08-02T05:26:38,2014-08-02T18:42:23,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2039,163.44,1674,61,32.5,26.2,29.1,34.9,5.1,5.1,12.0,13.4,3.74
02-08-2015,578,"Mymensingh,Bangladesh",31.1,24.8,27.2,36.8,24.8,30.0,25.0,88.4,3.8,100.0,79.17,rain,,,,23.8,136.5,1004.2,87.6,6.1,270.7,23.2,9,,2015-08-02T05:26:31,2015-08-02T18:42:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2404,353.0,2039,61,31.2,25.0,27.5,32.0,5.2,5.2,9.0,22.2,3.61
02-08-2016,944,"Mymensingh,Bangladesh",33.2,25.1,28.2,40.9,25.1,32.2,25.8,87.9,16.0,100.0,75.0,rain,,,55.4,20.2,116.6,998.9,89.8,6.1,179.2,15.5,6,,2016-08-02T05:26:52,2016-08-02T18:42:04,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2770,232.88,2405,63,32.6,25.4,28.3,33.9,19.5,19.5,13.0,11.5,3.81
02-08-2017,1309,"Mymensingh,Bangladesh",32.7,26.6,28.8,43.4,26.6,35.5,26.9,89.6,21.9,100.0,100.0,rain,,,,13.7,189.7,1001.7,93.4,5.3,205.3,17.7,7,,2017-08-02T05:26:45,2017-08-02T18:42:13,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3135,323.34,2770,63,31.1,25.5,27.6,33.9,16.4,16.4,22.0,9.2,2.52
02-08-2018,1706,"Mymensingh,Bangladesh",30.5,25.6,27.7,39.6,25.6,31.9,26.0,91.0,9.8,100.0,100.0,rain,,,,23.4,183.3,1000.5,92.0,5.4,204.2,17.5,7,,2018-08-02T05:26:39,2018-08-02T18:42:22,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3500,183.93,3135,63,28.0,25.1,26.2,31.3,16.3,16.3,22.0,15.5,1.4
02-08-2018,1707,"Mymensingh,Bangladesh",30.5,25.6,27.7,39.6,25.6,31.9,26.0,91.0,9.8,100.0,100.0,rain,,,,23.4,183.3,1000.5,92.0,5.4,204.2,17.5,7,,2018-08-02T05:26:39,2018-08-02T18:42:22,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3500,183.93,3135,63,28.0,25.1,26.2,31.3,16.3,16.3,22.0,15.5,1.4
02-08-2019,2223,"Mymensingh,Bangladesh",32.4,25.9,28.5,40.1,25.9,34.1,26.4,88.7,1.1,100.0,33.33,rain,,,,16.2,144.8,999.7,89.6,6.2,190.2,16.4,6,,2019-08-02T05:26:33,2019-08-02T18:42:32,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3865,271.9,3500,61,32.5,25.8,28.7,34.3,3.9,3.9,10.0,14.3,3.93
02-08-2020,2589,"Mymensingh,Bangladesh",35.8,27.7,30.1,48.0,33.7,38.6,27.2,85.4,7.3,100.0,87.5,rain,,,,15.5,262.3,1000.3,82.6,6.8,164.3,14.0,6,,2020-08-02T05:26:55,2020-08-02T18:42:05,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",4231,333.97,3866,63,33.1,26.4,29.5,37.1,15.9,15.9,16.0,5.6,3.98
02-08-2021,2954,"Mymensingh,Bangladesh",32.0,26.3,28.5,42.1,26.3,34.0,26.6,89.7,9.2,100.0,83.33,rain,,,,19.1,169.9,,79.7,,251.0,21.5,9,,2021-08-02T05:26:49,2021-08-02T18:42:15,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote,4596,178.47,4231,55,30.2,25.5,27.3,33.1,7.2,7.2,19.0,13.2,2.1
02-08-2022,3319,"Mymensingh,Bangladesh",33.6,25.9,29.4,40.4,25.9,33.8,24.9,77.8,5.5,100.0,41.67,rain,0.0,0.0,14.4,10.1,97.0,1002.3,96.1,22.1,243.0,21.1,8,30.0,2022-08-02T05:26:43,2022-08-02T18:42:24,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote,4961,200.84,4596,63,32.3,25.2,28.2,35.1,29.4,29.4,23.0,5.5,3.14
02-08-2023,3684,"Mymensingh,Bangladesh",32.2,26.9,29.5,40.8,30.2,35.5,25.3,78.5,5.3,100.0,41.67,rain,0.0,0.0,45.7,27.0,125.5,998.6,95.1,15.3,197.6,17.2,7,30.0,2023-08-02T05:26:37,2023-08-02T18:42:34,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"41886099999,remote,41909099999",5326,161.93,4961,63,30.4,26.1,28.1,32.6,9.9,9.9,16.0,22.4,2.81
02-09-2014,244,"Mymensingh,Bangladesh",32.7,25.2,28.4,41.7,25.2,33.3,25.7,86.1,1.1,100.0,29.17,rain,,,,20.5,145.3,1005.8,31.9,6.8,270.8,23.2,9,,2014-09-02T05:39:33,2014-09-02T18:16:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41886099999,remote,41909099999",2070,236.68,1705,61,31.6,25.1,27.5,33.0,5.2,5.2,8.0,14.8,3.43
02-09-2015,609,"Mymensingh,Bangladesh",29.6,25.2,27.3,36.0,25.2,30.6,25.6,91.0,9.6,100.0,100.0,rain,,,,10.1,182.6,1002.7,91.9,6.0,146.0,12.6,5,,2015-09-02T05:39:27,2015-09-02T18:16:39,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2435,352.18,2070,65,26.0,24.5,25.0,30.4,70.2,70.2,24.0,10.8,0.62
02-09-2016,975,"Mymensingh,Bangladesh",31.6,26.3,28.6,42.2,26.3,34.8,26.7,89.7,22.6,100.0,100.0,rain,,,,15.5,180.5,1001.2,93.3,5.6,194.0,16.9,7,,2016-09-02T05:39:44,2016-09-02T18:15:54,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2801,182.23,2436,63,31.5,25.3,27.3,33.6,28.0,28.0,23.0,9.8,2.62
02-09-2017,1340,"Mymensingh,Bangladesh",30.5,26.0,28.0,39.0,26.0,32.9,26.2,90.2,19.2,100.0,100.0,rain,,,,16.2,178.1,1003.7,90.7,6.7,226.3,19.4,8,,2017-09-02T05:39:38,2017-09-02T18:16:08,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3166,314.5,2801,61,29.1,25.0,26.5,32.1,15.3,15.3,22.0,12.2,1.75
02-09-2018,1768,"Mymensingh,Bangladesh",31.3,25.7,28.1,39.7,25.7,32.6,25.9,88.4,10.5,100.0,100.0,rain,,,,21.2,156.3,1004.6,56.2,6.3,264.6,22.7,8,,2018-09-02T05:39:33,2018-09-02T18:16:23,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3531,141.23,3166,63,29.1,24.8,26.5,31.3,16.3,16.3,14.0,16.1,2.45
02-09-2018,1769,"Mymensingh,Bangladesh",31.3,25.7,28.1,39.7,25.7,32.6,25.9,88.4,10.5,100.0,100.0,rain,,,,21.2,156.3,1004.6,56.2,6.3,264.6,22.7,8,,2018-09-02T05:39:33,2018-09-02T18:16:23,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3531,141.23,3166,63,29.1,24.8,26.5,31.3,16.3,16.3,14.0,16.1,2.45
02-09-2019,2254,"Mymensingh,Bangladesh",32.7,26.8,29.1,43.7,30.6,36.4,26.8,87.8,7.4,100.0,62.5,rain,,,,18.4,154.9,1001.3,92.7,6.8,201.4,17.4,7,,2019-09-02T05:39:28,2019-09-02T18:16:39,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3896,199.45,3531,63,31.8,25.4,28.5,34.8,24.0,24.0,14.0,8.5,3.09
02-09-2020,2620,"Mymensingh,Bangladesh",33.1,25.0,28.4,41.6,25.0,33.2,25.9,87.0,25.8,100.0,95.83,rain,,,,12.2,157.6,1007.8,76.2,7.0,250.2,21.5,8,,2020-09-02T05:39:46,2020-09-02T18:15:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",4262,225.46,3897,55,32.2,25.3,28.2,34.3,2.5,2.5,6.0,10.6,3.56
02-09-2021,2985,"Mymensingh,Bangladesh",29.2,25.0,27.1,35.8,25.0,30.0,25.5,91.4,10.2,100.0,70.83,rain,,,,12.6,319.7,,94.6,,109.1,9.4,4,,2021-09-02T05:39:41,2021-09-02T18:16:09,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote,4627,220.31,4262,61,31.6,24.8,27.4,33.7,3.9,3.9,7.0,6.0,2.82
02-09-2022,3350,"Mymensingh,Bangladesh",31.2,24.9,27.0,37.5,24.9,29.1,24.6,87.2,17.9,100.0,66.67,rain,0.0,0.0,23.0,12.2,100.0,1007.3,73.0,19.3,95.2,8.2,6,30.0,2022-09-02T05:39:36,2022-09-02T18:16:24,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote",4992,141.23,4627,63,31.6,25.6,27.6,34.2,22.9,22.9,24.0,7.9,2.27
02-10-2014,274,"Mymensingh,Bangladesh",32.7,25.4,29.0,40.8,25.4,33.3,24.6,78.4,0.0,0.0,0.0,,,,,5.8,286.6,1009.8,19.4,3.6,244.7,21.2,9,,2014-10-02T05:50:32,2014-10-02T17:44:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"41886099999,remote,41909099999",2100,172.78,1735,1,31.8,23.2,27.5,33.1,0.0,0.0,0.0,6.6,4.13
02-10-2015,639,"Mymensingh,Bangladesh",34.9,26.1,28.9,43.2,26.1,34.4,26.3,86.5,1.2,100.0,50.0,rain,,,,10.4,251.5,1010.0,53.3,4.3,144.5,12.4,6,,2015-10-02T05:50:26,2015-10-02T17:45:01,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"41886099999,remote,41909099999",2465,256.04,2100,55,32.9,24.9,28.2,34.7,3.7,3.7,11.0,9.2,3.95
02-10-2016,1005,"Mymensingh,Bangladesh",34.0,26.3,28.7,44.7,26.3,34.2,26.2,86.8,1.7,100.0,54.17,rain,,,,6.5,263.0,1009.0,77.8,5.9,104.9,9.2,4,,2016-10-02T05:50:44,2016-10-02T17:44:14,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",2831,204.12,2466,53,31.9,25.2,28.2,34.9,1.8,1.8,7.0,5.5,3.41
02-10-2017,1370,"Mymensingh,Bangladesh",31.3,24.9,27.5,39.7,24.9,30.9,25.5,89.4,10.7,100.0,100.0,rain,,,,12.2,148.8,1007.4,74.1,6.3,182.1,15.6,7,,2017-10-02T05:50:38,2017-10-02T17:44:29,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3196,274.42,2831,53,30.7,24.6,27.1,33.2,2.4,2.4,8.0,11.5,3.12
02-10-2018,1828,"Mymensingh,Bangladesh",33.1,24.6,28.6,39.7,24.6,31.1,23.3,74.7,0.0,0.0,0.0,,,,,7.6,241.7,1009.0,19.7,5.7,262.0,22.9,9,,2018-10-02T05:50:32,2018-10-02T17:44:44,0.75,Clear,Clear conditions throughout the day.,clear-day,"41886099999,remote,41909099999",3561,110.17,3196,1,32.3,23.8,27.6,32.4,0.0,0.0,0.0,9.4,4.14
02-10-2018,1829,"Mymensingh,Bangladesh",33.1,24.6,28.6,39.7,24.6,31.1,23.3,74.7,0.0,0.0,0.0,,,,,7.6,241.7,1009.0,19.7,5.7,262.0,22.9,9,,2018-10-02T05:50:32,2018-10-02T17:44:44,0.75,Clear,Clear conditions throughout the day.,clear-day,"41886099999,remote,41909099999",3561,110.17,3196,1,32.3,23.8,27.6,32.4,0.0,0.0,0.0,9.4,4.14
02-10-2019,2284,"Mymensingh,Bangladesh",30.6,23.7,27.2,37.0,23.7,30.0,24.6,86.6,13.1,100.0,79.17,rain,,,,11.5,159.0,1009.2,63.2,6.0,249.2,21.4,9,,2019-10-02T05:50:27,2019-10-02T17:45:00,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",3926,180.97,3561,51,29.2,23.7,25.5,30.4,1.0,1.0,6.0,8.4,1.8
02-10-2020,2650,"Mymensingh,Bangladesh",32.1,25.8,28.1,42.5,25.8,32.9,26.2,89.9,23.2,100.0,91.67,rain,,,,11.1,179.6,1004.9,84.1,4.7,159.5,13.8,6,,2020-10-02T05:50:46,2020-10-02T17:44:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",4292,249.61,3927,63,30.9,25.4,27.6,33.8,7.7,7.7,13.0,8.0,2.64
02-10-2021,3015,"Mymensingh,Bangladesh",31.4,24.1,27.9,39.6,24.1,31.8,25.0,84.7,3.1,100.0,45.83,rain,,,,9.7,191.8,,47.7,,230.4,19.8,8,,2021-10-02T05:50:41,2021-10-02T17:44:29,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote,4657,154.24,4292,51,31.2,25.5,28.2,34.3,1.5,1.5,6.0,7.4,3.46
02-10-2022,3380,"Mymensingh,Bangladesh",29.4,25.0,26.9,34.5,25.0,28.7,24.4,87.0,16.2,100.0,50.0,rain,0.0,0.0,30.6,18.7,142.2,1003.7,99.3,19.4,101.7,8.9,5,30.0,2022-10-02T05:50:35,2022-10-02T17:44:44,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote,5022,170.79,4657,61,31.0,24.9,27.5,33.7,8.9,8.9,16.0,10.1,2.42
02-11-2014,305,"Mymensingh,Bangladesh",31.4,20.5,25.2,33.5,20.5,26.0,21.3,80.4,0.0,0.0,0.0,,,,,8.3,318.5,1011.0,14.7,4.3,221.5,19.2,8,,2014-11-02T06:05:46,2014-11-02T17:17:45,0.33,Clear,Clear conditions throughout the day.,clear-day,"41886099999,remote,41909099999",2131,102.28,1766,0,29.5,19.1,24.2,27.5,0.0,0.0,0.0,7.7,3.48
02-11-2015,670,"Mymensingh,Bangladesh",29.1,20.0,24.7,32.1,20.0,25.5,21.6,83.8,0.9,100.0,33.33,rain,,,,11.5,111.8,1015.0,16.2,5.3,208.3,17.9,8,,2015-11-02T06:05:36,2015-11-02T17:17:53,0.69,Rain,Clear conditions throughout the day with rain clearing later.,rain,"41886099999,remote,41909099999",2496,145.22,2131,1,28.2,20.5,24.5,28.0,0.0,0.0,0.0,5.7,2.96
02-11-2016,1036,"Mymensingh,Bangladesh",33.8,23.9,27.7,38.0,23.9,30.5,23.9,81.0,0.0,0.0,0.0,,,,,5.8,20.9,1012.1,33.4,4.4,179.7,15.6,7,,2016-11-02T06:06:04,2016-11-02T17:17:25,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41886099999,remote,41909099999",2862,140.25,2497,1,31.1,22.8,26.5,31.2,0.0,0.0,0.0,8.5,3.26
02-11-2017,1401,"Mymensingh,Bangladesh",29.6,18.7,23.9,32.1,18.7,24.5,19.9,79.9,0.0,0.0,0.0,,,,,7.6,353.2,1012.4,0.0,4.8,222.3,19.2,8,,2017-11-02T06:05:55,2017-11-02T17:17:34,0.44,Clear,Clear conditions throughout the day.,clear-day,"41886099999,remote,41909099999",3227,211.32,2862,0,28.7,17.4,22.9,25.6,0.0,0.0,0.0,8.8,3.55
02-11-2018,1890,"Mymensingh,Bangladesh",30.3,21.9,26.4,33.0,21.9,27.5,20.6,71.3,0.0,0.0,0.0,,,,,5.0,186.8,,8.5,,208.8,18.2,8,,2018-11-02T06:05:46,2018-11-02T17:17:43,0.81,Clear,Clear conditions throughout the day.,clear-day,remote,3592,79.54,3227,0,29.8,19.1,25.1,28.9,0.0,0.0,0.0,5.2,3.36
02-11-2018,1891,"Mymensingh,Bangladesh",30.3,21.9,26.4,33.0,21.9,27.5,20.6,71.3,0.0,0.0,0.0,,,,,5.0,186.8,,8.5,,208.8,18.2,8,,2018-11-02T06:05:46,2018-11-02T17:17:43,0.81,Clear,Clear conditions throughout the day.,clear-day,remote,3592,79.54,3227,0,29.8,19.1,25.1,28.9,0.0,0.0,0.0,5.2,3.36
02-11-2019,2315,"Mymensingh,Bangladesh",30.2,21.2,25.5,33.8,21.2,26.9,21.9,81.9,0.0,0.0,0.0,,,,,7.2,353.1,1010.5,16.6,3.8,217.3,18.7,8,,2019-11-02T06:05:38,2019-11-02T17:17:53,0.17,Clear,Clear conditions throughout the day.,clear-day,"41886099999,remote,41909099999",3957,167.27,3592,0,30.1,20.4,25.0,29.1,0.0,0.0,0.0,7.4,3.45
02-11-2020,2681,"Mymensingh,Bangladesh",30.4,23.2,26.8,38.1,23.2,29.1,24.3,86.4,10.2,100.0,100.0,rain,,,,5.4,137.3,1011.8,71.0,6.0,176.8,15.4,7,,2020-11-02T06:06:06,2020-11-02T17:17:25,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41886099999,remote,41909099999",4323,170.4,3958,51,29.2,23.1,25.9,30.9,0.1,0.1,1.0,6.0,2.77
02-11-2021,3046,"Mymensingh,Bangladesh",26.1,16.7,21.9,26.1,16.7,21.9,17.5,76.6,0.0,0.0,0.0,,,,,10.4,4.4,,57.4,,215.3,18.5,8,,2021-11-02T06:05:58,2021-11-02T17:17:34,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote,4688,114.35,4323,1,28.0,18.1,22.7,25.0,0.0,0.0,0.0,8.2,3.5
02-11-2022,3411,"Mymensingh,Bangladesh",31.5,21.7,25.5,36.2,21.7,26.5,21.4,79.3,0.0,0.0,0.0,,0.0,0.0,18.0,11.9,299.8,1011.2,30.4,17.9,217.1,18.8,8,10.0,2022-11-02T06:05:50,2022-11-02T17:17:44,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41886099999,remote,41909099999",5053,155.68,4688,1,29.4,20.6,24.8,28.4,0.0,0.0,0.0,6.9,3.36
