datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax_x,feelslikemin_x,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0_y,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,feelslikemax_y,feelslikemin_y,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours ,windspeed_y,et0_fao_evapotranspiration,river_discharge
2018-11-10,1774,Chittagong,29.1,19.7,24.1,30.3,19.7,24.4,65.9,74.3,0.0,0,0.0,,,,,9.2,1.4,1012.1,0.6,2.5,220.5,19.1,8,,2018-11-10T06:01:48,2018-11-10T17:11:12,0.08,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3235,1,27.1,19.0,22.6,29.4,20.8,24.4,0.0,0.0,0,10.2,3.66,0.44
2018-11-11,1775,Chittagong,30.9,19.7,24.8,32.6,19.7,25.4,66.6,72.6,0.0,0,0.0,,,,,9.2,11.7,1012.5,39.7,2.4,221.2,19.0,8,,2018-11-11T06:02:25,2018-11-11T17:10:48,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3236,1,27.7,19.2,23.0,30.7,20.9,25.1,0.0,0.0,0,10.6,3.53,0.43
2018-11-12,1776,Chittagong,30.0,20.6,25.0,30.9,20.6,25.3,66.6,72.6,0.0,0,0.0,,,,,9.2,352.8,1011.2,57.7,2.4,219.1,19.0,8,,2018-11-12T06:03:02,2018-11-12T17:10:26,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3237,2,27.7,20.1,23.4,30.8,21.8,25.7,0.0,0.0,0,11.5,3.52,0.41
2018-11-13,1777,Chittagong,30.0,20.5,25.0,30.6,20.5,25.2,66.7,72.2,0.0,0,0.0,,,,,13.9,9.5,1010.0,61.2,2.4,185.2,16.0,7,,2018-11-13T06:03:39,2018-11-13T17:10:05,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3238,1,27.7,20.4,23.7,31.2,22.5,26.0,0.0,0.0,0,11.3,3.38,0.41
2018-11-14,1778,Chittagong,29.9,19.9,24.4,29.7,19.9,24.5,65.7,72.6,0.0,0,0.0,,,,,6.9,18.8,1011.3,66.3,2.4,210.4,18.2,8,,2018-11-14T06:04:16,2018-11-14T17:09:45,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3239,2,27.5,19.3,22.8,30.2,21.1,25.2,0.0,0.0,0,10.0,3.38,0.4
2018-11-15,1779,Chittagong,31.0,19.8,24.5,31.4,19.8,24.6,64.6,70.5,0.0,0,0.0,,,,,11.4,43.0,1012.5,39.3,2.5,204.5,17.8,7,,2018-11-15T06:04:54,2018-11-15T17:09:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3240,1,28.1,20.0,23.5,30.7,21.9,26.0,0.0,0.0,0,10.9,3.47,0.38
2018-11-16,1780,Chittagong,30.8,19.0,24.4,31.4,19.0,24.6,66.1,74.5,0.0,0,0.0,,,,,6.9,50.6,1012.5,25.4,2.5,192.8,16.6,7,,2018-11-16T06:05:32,2018-11-16T17:09:10,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3241,3,28.3,18.6,23.0,32.5,21.1,26.3,0.0,0.0,0,8.6,3.26,0.37
2018-11-17,1781,Chittagong,30.9,19.9,24.9,32.5,19.9,25.3,67.4,74.7,0.0,0,0.0,,,,,5.8,122.7,1012.0,16.6,2.2,186.0,16.1,7,,2018-11-17T06:06:11,2018-11-17T17:08:54,0.31,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3242,2,27.9,20.0,23.7,31.6,22.7,26.9,0.0,0.0,0,10.0,3.3,0.37
2018-11-18,1782,Chittagong,31.0,20.9,25.2,33.7,20.9,25.6,67.1,72.8,0.004,100,4.17,rain,,,,4.7,70.6,1013.7,3.6,2.4,184.8,16.0,7,,2018-11-18T06:06:50,2018-11-18T17:08:40,0.34,Rain,Clear conditions throughout the day with morning rain.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3243,2,28.3,19.7,23.9,32.0,22.4,27.3,0.0,0.0,0,9.4,3.11,0.36
2018-11-19,1783,Chittagong,30.0,20.1,24.1,30.4,20.1,24.2,65.2,73.7,0.0,0,0.0,,,,,8.3,24.2,1014.7,0.8,2.3,191.0,16.6,7,,2018-11-19T06:07:29,2018-11-19T17:08:27,0.37,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3244,1,27.6,20.2,23.4,30.2,22.0,25.3,0.0,0.0,0,10.8,3.55,0.35
2018-11-20,1784,Chittagong,30.0,18.7,23.5,29.2,18.7,23.4,61.7,68.4,0.0,0,0.0,,,,,6.9,33.1,1014.6,17.3,2.4,162.0,14.1,6,,2018-11-20T06:08:09,2018-11-20T17:08:16,0.4,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3245,1,26.6,18.3,22.3,28.8,19.3,23.9,0.0,0.0,0,10.1,3.39,0.34
2018-11-21,1785,Chittagong,29.0,20.0,23.4,28.2,20.0,23.3,60.6,66.1,0.0,0,0.0,,,,,17.2,2.2,1014.4,32.1,2.3,195.9,17.0,7,,2018-11-21T06:08:48,2018-11-21T17:08:06,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3246,1,26.7,19.2,22.6,28.2,21.0,24.1,0.0,0.0,0,12.2,3.49,0.34
2018-11-22,1786,Chittagong,28.0,17.9,22.2,27.8,17.9,22.2,62.4,74.2,0.0,0,0.0,,,,,13.9,354.0,1014.5,0.8,2.3,198.5,17.1,7,,2018-11-22T06:09:28,2018-11-22T17:07:57,0.47,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3247,0,26.0,17.9,21.8,28.1,19.3,23.5,0.0,0.0,0,9.8,3.28,0.33
2018-11-23,1787,Chittagong,30.0,17.3,23.1,29.2,17.3,23.0,60.1,65.7,0.0,0,0.0,,,,,11.4,349.9,1014.9,19.0,2.6,192.1,16.6,7,,2018-11-23T06:10:08,2018-11-23T17:07:50,0.5,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3248,2,25.8,17.1,20.8,28.5,18.5,22.5,0.0,0.0,0,9.2,3.1,0.31
2018-11-24,1788,Chittagong,27.5,17.5,22.5,28.3,17.5,22.6,61.8,70.9,0.0,0,0.0,,,,,7.4,356.1,1014.4,16.5,2.4,200.1,17.4,8,,2018-11-24T06:10:48,2018-11-24T17:07:45,0.54,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3249,1,25.6,17.6,21.2,27.7,18.9,23.1,0.0,0.0,0,7.7,3.05,0.31
2018-11-25,1789,Chittagong,29.0,17.7,22.7,28.2,17.7,22.6,60.7,68.8,0.0,0,0.0,,,,,6.0,23.7,1014.6,2.2,2.5,205.2,17.9,7,,2018-11-25T06:11:29,2018-11-25T17:07:40,0.57,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3250,2,25.8,16.4,20.8,28.6,17.7,22.8,0.0,0.0,0,6.6,3.0,0.31
2018-11-26,1790,Chittagong,29.7,18.0,23.4,29.7,18.0,23.5,62.8,69.8,0.0,0,0.0,,,,,4.7,25.6,1013.9,0.1,2.9,209.2,18.0,8,,2018-11-26T06:12:09,2018-11-26T17:07:37,0.61,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3251,1,26.7,17.4,21.4,29.4,19.0,23.4,0.0,0.0,0,9.0,3.02,0.3
2018-11-27,1791,Chittagong,31.0,18.0,24.2,32.7,18.0,24.3,64.4,72.0,0.0,0,0.0,,,,,4.3,63.4,1015.7,0.3,2.9,210.3,18.0,8,,2018-11-27T06:12:50,2018-11-27T17:07:36,0.64,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3252,2,28.3,17.1,22.0,30.7,18.5,24.2,0.0,0.0,0,10.3,3.12,0.3
2018-11-28,1792,Chittagong,30.0,17.5,23.7,31.1,17.5,23.6,61.6,69.2,0.0,0,0.0,,,,,8.5,343.7,1016.0,0.0,2.9,212.5,18.3,8,,2018-11-28T06:13:30,2018-11-28T17:07:36,0.68,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3253,0,27.3,16.7,21.8,30.1,17.9,23.7,0.0,0.0,0,9.9,3.15,0.28
2018-11-29,1793,Chittagong,30.0,17.9,23.4,28.8,17.9,23.2,59.4,64.5,0.0,0,0.0,,,,,5.8,29.9,1016.6,5.0,3.0,211.5,18.3,8,,2018-11-29T06:14:11,2018-11-29T17:07:37,0.71,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3254,1,26.6,16.7,21.3,28.7,17.9,23.0,0.0,0.0,0,8.4,3.09,0.28
2018-11-30,1794,Chittagong,29.0,18.1,23.0,28.2,18.1,23.0,61.5,68.4,0.0,0,0.0,,,,,8.1,6.3,1016.1,1.0,2.7,207.6,17.9,8,,2018-11-30T06:14:51,2018-11-30T17:07:40,0.75,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3255,1,26.6,17.1,21.1,28.5,18.1,22.6,0.0,0.0,0,10.1,3.03,0.26
2018-12-01,1795,Chittagong,28.0,17.2,22.5,27.6,17.2,22.5,61.2,70.0,0.0,0,0.0,,,,,11.3,0.6,1013.9,12.3,2.7,199.5,17.4,7,,2018-12-01T06:15:32,2018-12-01T17:07:44,0.78,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3256,1,26.0,17.3,21.3,28.2,18.3,22.6,0.0,0.0,0,10.7,3.2,0.25
2018-12-02,1796,Chittagong,27.1,16.4,21.9,26.9,16.4,21.9,59.7,69.4,0.0,0,0.0,,,,,11.4,340.5,1012.5,39.1,2.4,193.2,16.7,7,,2018-12-02T06:16:12,2018-12-02T17:07:49,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3257,1,25.9,17.6,21.5,27.7,18.9,22.8,0.0,0.0,0,10.7,3.23,0.25
2018-12-03,1797,Chittagong,29.0,17.1,22.5,27.7,17.1,22.3,57.9,64.3,0.0,0,0.0,,,,,10.4,347.4,1013.9,10.0,2.5,196.7,17.0,7,,2018-12-03T06:16:52,2018-12-03T17:07:56,0.86,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3258,1,25.6,17.6,21.5,26.3,18.3,22.1,0.0,0.0,0,10.7,3.4,0.23
2018-12-04,1798,Chittagong,28.0,16.2,21.7,27.3,16.2,21.6,59.1,68.8,0.0,0,0.0,,,,,13.9,347.2,1014.5,22.5,2.4,204.8,17.9,7,,2018-12-04T06:17:32,2018-12-04T17:08:04,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3259,1,25.7,17.7,21.3,26.8,18.2,21.9,0.0,0.0,0,11.2,3.41,0.23
2018-12-05,1799,Chittagong,27.1,16.6,21.9,26.9,16.6,21.9,59.0,67.8,0.0,0,0.0,,,,,12.7,341.0,1012.5,39.8,2.6,199.4,17.2,7,,2018-12-05T06:18:12,2018-12-05T17:08:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3260,1,25.6,17.5,20.8,26.9,18.5,21.8,0.0,0.0,0,11.1,3.11,0.23
2018-12-06,1800,Chittagong,27.0,17.2,21.7,27.3,17.2,21.7,61.5,73.9,0.0,0,0.0,,,,,11.4,8.8,1011.8,69.6,2.2,152.2,13.2,6,,2018-12-06T06:18:51,2018-12-06T17:08:25,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3261,1,25.0,17.4,20.8,25.4,18.1,21.7,0.0,0.0,0,11.0,2.69,0.22
2018-12-07,1801,Chittagong,26.8,15.0,21.2,27.2,15.0,21.2,60.9,74.9,0.0,0,0.0,,,,,13.9,352.8,1012.2,12.9,2.5,190.7,16.5,7,,2018-12-07T06:19:30,2018-12-07T17:08:37,0.0,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3262,0,25.2,17.3,21.0,26.2,18.0,21.8,0.0,0.0,0,12.1,3.3,0.22
2018-12-08,1802,Chittagong,27.0,16.2,21.3,26.5,16.2,21.2,58.9,71.1,0.0,0,0.0,,,,,17.2,355.1,1013.5,0.0,2.5,184.0,16.0,7,,2018-12-08T06:20:09,2018-12-08T17:08:51,0.03,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3263,0,25.3,17.2,20.8,25.0,17.3,20.9,0.0,0.0,0,13.6,3.51,0.22
2018-12-09,1803,Chittagong,26.0,15.9,20.9,26.0,15.9,20.9,57.6,68.4,0.0,0,0.0,,,,,8.4,352.4,1013.1,0.2,2.5,196.3,17.0,7,,2018-12-09T06:20:48,2018-12-09T17:09:06,0.06,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3264,0,24.5,16.3,19.9,25.5,16.3,20.3,0.0,0.0,0,10.4,3.19,0.2
2018-12-10,1804,Chittagong,27.1,15.5,21.1,27.2,15.5,21.1,59.1,70.7,0.0,0,0.0,,,,,10.4,354.6,1012.7,0.1,2.5,200.8,17.2,7,,2018-12-10T06:21:26,2018-12-10T17:09:22,0.1,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3265,0,25.8,15.7,20.1,27.2,15.5,20.6,0.0,0.0,0,10.4,3.19,0.2
2018-12-11,1805,Chittagong,27.1,14.8,21.2,27.7,14.8,21.3,61.1,74.8,0.0,0,0.0,,,,,11.4,330.8,1012.7,1.2,2.5,199.8,17.2,7,,2018-12-11T06:22:03,2018-12-11T17:09:40,0.13,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3266,1,26.5,17.1,21.1,29.2,18.0,22.6,0.0,0.0,0,9.7,2.95,0.2
2018-12-12,1806,Chittagong,29.0,16.4,22.0,27.8,16.4,21.9,60.1,71.8,0.0,0,0.0,,,,,9.2,7.4,1014.1,0.0,2.1,188.1,16.4,7,,2018-12-12T06:22:41,2018-12-12T17:09:58,0.16,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3267,1,26.4,17.3,21.3,29.5,18.3,23.1,0.0,0.0,0,10.2,2.96,0.19
2018-12-13,1807,Chittagong,29.0,17.3,22.4,28.8,17.3,22.4,61.9,72.3,0.0,0,0.0,,,,,11.4,4.3,1014.8,16.3,2.3,186.1,16.1,7,,2018-12-13T06:23:17,2018-12-13T17:10:18,0.19,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3268,0,27.1,17.8,21.9,30.1,18.7,23.7,0.0,0.0,0,11.5,3.09,0.19
2018-12-14,1808,Chittagong,29.0,18.0,22.6,29.4,18.0,22.7,63.2,74.7,0.0,0,0.0,,,,,9.2,20.5,1015.6,71.1,2.2,162.2,14.0,6,,2018-12-14T06:23:53,2018-12-14T17:10:40,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41978099999,VGEG,remote",3269,2,27.2,19.1,22.8,28.8,19.5,23.6,0.0,0.0,0,13.3,3.58,0.19
2018-12-15,1809,Chittagong,27.0,18.1,22.5,27.7,18.1,22.5,64.0,76.5,0.0,0,0.0,,,,,13.9,349.9,1016.9,71.9,2.5,144.1,12.3,6,,2018-12-15T06:24:29,2018-12-15T17:11:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41978099999,VGEG,remote",3270,3,24.5,20.4,22.0,25.3,19.6,22.0,0.0,0.0,0,16.5,2.49,0.19
2018-12-16,1810,Chittagong,27.0,19.5,22.8,27.3,19.5,22.8,65.0,77.5,0.0,0,0.0,,,,,12.3,2.9,1016.1,84.7,2.5,127.7,11.2,5,,2018-12-16T06:25:03,2018-12-16T17:11:25,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41978099999,VGEG,remote",3271,3,25.1,20.7,22.3,27.1,20.5,23.2,0.0,0.0,0,15.4,1.89,0.17
2018-12-17,1811,Chittagong,26.0,19.7,23.1,26.0,19.7,23.1,66.2,78.8,0.323,100,41.67,rain,,,,13.9,2.2,1014.8,86.5,2.3,136.8,11.7,6,,2018-12-17T06:25:37,2018-12-17T17:11:50,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41978099999,VGEG,remote",3272,3,25.0,21.4,23.0,25.9,22.3,23.8,0.0,0.0,0,18.7,2.0,0.17
2018-12-18,1812,Chittagong,26.0,20.0,22.6,26.0,20.0,22.6,68.6,87.8,0.49,100,66.67,rain,,,,13.9,0.1,1012.8,72.4,2.4,185.2,15.9,7,,2018-12-18T06:26:11,2018-12-18T17:12:16,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41978099999,VGEG,remote",3273,61,26.5,20.2,22.5,29.4,21.2,23.9,4.5,4.5,6,14.5,2.41,0.36
2018-12-19,1813,Chittagong,24.0,19.0,21.8,24.0,19.0,21.8,65.9,83.4,0.367,100,29.17,rain,,,,17.2,330.1,1015.6,64.5,2.5,197.2,17.0,7,,2018-12-19T06:26:43,2018-12-19T17:12:42,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41978099999,VGEG,remote",3274,53,23.7,18.9,20.8,24.6,19.1,21.9,0.7,0.7,1,16.7,2.48,0.3
2018-12-20,1814,Chittagong,25.0,17.3,20.0,25.0,17.3,20.0,61.8,81.2,0.0,0,0.0,,,,,10.3,345.4,1014.8,21.4,2.3,200.6,17.2,7,,2018-12-20T06:27:15,2018-12-20T17:13:10,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41978099999,VGEG,remote",3275,1,23.5,17.0,19.8,25.4,16.9,20.5,0.0,0.0,0,14.5,2.64,0.25
2018-12-21,1815,Chittagong,24.0,16.4,20.0,24.0,16.4,20.0,59.0,74.4,0.0,0,0.0,,,,,11.4,333.2,1014.0,2.5,2.3,190.3,16.4,7,,2018-12-21T06:27:46,2018-12-21T17:13:39,0.45,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3276,0,23.7,16.5,19.7,25.2,16.6,20.2,0.0,0.0,0,12.0,3.02,0.22
2018-12-22,1816,Chittagong,26.0,16.0,19.9,26.0,16.0,19.9,57.9,72.5,0.0,0,0.0,,,,,13.9,345.1,1014.8,0.0,2.5,197.5,16.9,7,,2018-12-22T06:28:16,2018-12-22T17:14:09,0.5,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3277,0,24.5,16.0,19.8,25.0,15.7,19.9,0.0,0.0,0,12.6,3.24,0.2
2018-12-23,1817,Chittagong,26.0,15.8,20.2,26.0,15.8,20.2,58.3,72.4,0.0,0,0.0,,,,,11.4,345.4,1014.1,23.0,2.6,205.3,17.7,8,,2018-12-23T06:28:46,2018-12-23T17:14:40,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41978099999,VGEG,remote",3278,0,24.7,16.2,19.9,26.3,16.0,20.5,0.0,0.0,0,11.9,3.09,0.19
2018-12-24,1818,Chittagong,27.0,16.0,20.8,27.1,16.0,20.8,58.6,70.6,0.0,0,0.0,,,,,13.9,353.6,1013.2,0.1,2.7,203.2,17.4,8,,2018-12-24T06:29:14,2018-12-24T17:15:11,0.55,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3279,2,24.5,16.3,19.8,25.9,16.6,20.5,0.0,0.0,0,12.4,3.05,0.19
2018-12-25,1819,Chittagong,26.0,16.0,20.3,26.0,16.0,20.3,57.2,70.0,0.0,0,0.0,,,,,13.9,350.4,1013.2,3.8,2.8,189.8,16.3,7,,2018-12-25T06:29:41,2018-12-25T17:15:44,0.59,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3280,0,23.8,16.1,19.7,24.5,16.0,19.9,0.0,0.0,0,12.3,3.14,0.19
2018-12-26,1820,Chittagong,25.0,15.0,20.3,25.0,15.0,20.3,57.7,70.5,0.0,0,0.0,,,,,16.1,352.1,1012.8,17.0,2.3,179.3,15.3,7,,2018-12-26T06:30:08,2018-12-26T17:16:17,0.62,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3281,0,24.0,15.9,19.5,24.0,15.4,19.4,0.0,0.0,0,12.8,3.24,0.17
2018-12-27,1821,Chittagong,25.0,15.2,19.0,25.0,15.2,19.0,55.0,69.8,0.0,0,0.0,,,,,11.4,344.8,1012.4,18.8,2.1,180.1,15.4,7,,2018-12-27T06:30:33,2018-12-27T17:16:51,0.66,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3282,1,23.0,15.4,18.7,22.9,14.6,18.2,0.0,0.0,0,13.4,3.2,0.17
2018-12-28,1822,Chittagong,25.0,14.6,18.7,25.0,14.6,18.7,52.5,65.5,0.0,0,0.0,,,,,17.2,344.4,1013.4,0.0,2.2,171.6,14.7,7,,2018-12-28T06:30:57,2018-12-28T17:17:26,0.69,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3283,0,23.1,14.8,18.5,22.4,14.1,17.6,0.0,0.0,0,13.6,3.45,0.17
2018-12-29,1823,Chittagong,23.0,12.0,17.4,23.0,12.0,17.4,48.5,63.2,0.0,0,0.0,,,,,17.2,339.1,1016.1,0.0,2.1,187.5,16.0,7,,2018-12-29T06:31:20,2018-12-29T17:18:02,0.75,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3284,0,21.9,13.4,17.5,19.5,11.6,15.3,0.0,0.0,0,15.5,3.79,0.17
2018-12-30,1824,Chittagong,25.0,11.9,18.1,25.0,11.9,18.1,56.0,76.6,0.0,0,0.0,,,,,11.4,1.2,1016.4,0.1,2.1,196.0,16.8,7,,2018-12-30T06:31:42,2018-12-30T17:18:38,0.76,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote",3285,0,23.8,13.9,18.1,24.2,12.6,17.6,0.0,0.0,0,15.6,3.23,0.17
2018-12-31,1825,Chittagong,28.1,14.7,20.5,27.2,14.7,20.4,56.8,69.9,0.0,0,0.0,,,,,6.9,17.5,1016.8,19.2,2.6,199.0,17.1,7,,2018-12-31T06:32:03,2018-12-31T17:19:15,0.8,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3286,2,25.7,13.5,19.0,26.6,13.5,19.4,0.0,0.0,0,11.1,3.06,0.17
2019-01-01,1826,Chittagong,28.0,16.5,21.4,27.8,16.5,21.4,57.5,66.5,0.0,0,0.0,,,,,11.4,356.5,1017.4,0.0,2.6,202.7,17.3,8,,2019-01-01T06:32:23,2019-01-01T17:19:53,0.83,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3287,2,25.5,14.6,19.5,26.9,14.9,20.0,0.0,0.0,0,10.5,3.09,0.16
2019-01-02,1827,Chittagong,28.0,14.6,21.2,27.6,14.6,21.2,58.7,70.0,0.0,0,0.0,,,,,13.9,359.6,1017.2,5.6,2.6,201.8,17.4,7,,2019-01-02T06:32:42,2019-01-02T17:20:31,0.87,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3288,1,25.2,14.4,19.0,26.3,14.3,19.4,0.0,0.0,0,10.4,3.08,0.16
2019-01-03,1828,Chittagong,27.0,15.1,20.1,27.1,15.1,20.1,57.9,73.5,0.0,0,0.0,,,,,13.9,347.9,1018.1,2.1,2.3,199.1,17.0,7,,2019-01-03T06:32:59,2019-01-03T17:21:09,0.9,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3289,1,24.5,14.5,19.0,25.7,14.4,19.3,0.0,0.0,0,10.5,3.09,0.16
2019-01-04,1829,Chittagong,25.1,12.2,19.8,25.1,12.2,19.8,55.5,68.6,0.0,0,0.0,,,,,11.4,342.3,1018.5,0.3,2.1,192.6,16.6,7,,2019-01-04T06:33:15,2019-01-04T17:21:49,0.94,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3290,0,24.3,15.2,19.4,24.0,14.5,18.7,0.0,0.0,0,13.2,3.57,0.16
2019-01-05,1830,Chittagong,26.0,14.0,19.5,26.0,14.0,19.5,55.3,69.5,0.0,0,0.0,,,,,13.9,359.1,1016.6,0.2,2.3,199.8,17.1,7,,2019-01-05T06:33:30,2019-01-05T17:22:28,0.97,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3291,0,24.4,14.5,19.0,24.0,13.7,18.3,0.0,0.0,0,14.0,3.47,0.16
2019-01-06,1831,Chittagong,26.1,12.6,19.6,26.1,12.6,19.6,55.5,69.2,0.0,0,0.0,,,,,12.7,354.8,1014.9,3.0,2.5,211.7,18.2,8,,2019-01-06T06:33:44,2019-01-06T17:23:08,0.0,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3292,0,25.3,14.6,19.1,26.4,14.3,19.3,0.0,0.0,0,12.0,3.24,0.16
2019-01-07,1832,Chittagong,26.2,13.4,20.1,26.2,13.4,20.1,57.5,71.4,0.0,0,0.0,,,,,9.2,5.8,1013.2,23.8,2.4,206.0,17.8,8,,2019-01-07T06:33:56,2019-01-07T17:23:49,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999",3293,2,26.2,14.1,19.3,27.7,14.0,20.0,0.0,0.0,0,10.1,3.09,0.16
