datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
2013-04-09,67,Bogra,40.6,23.5,32.0,38.8,23.5,31.8,13.5,38.0,0.0,0,0.0,,,,,11.2,172.0,1006.0,15.9,4.8,288.8,24.9,9,,2013-04-09T05:46:19,2013-04-09T18:22:17,0.96,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1559,0.47,1194,0,37.0,22.1,29.0,31.6,0.0,0.0,0.0,13.6,6.13
2013-04-10,68,Bogra,41.5,23.7,32.1,42.2,23.7,32.5,15.9,43.8,0.0,0,0.0,,,,,17.3,193.7,1005.5,4.2,5.7,289.8,25.0,9,,2013-04-10T05:45:21,2013-04-10T18:22:43,0.0,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1560,0.47,1195,2,37.6,22.3,30.1,33.2,0.0,0.0,0.0,14.1,6.46
2013-04-11,69,Bogra,41.2,24.9,32.3,40.6,24.9,33.1,17.3,48.5,0.0,0,0.0,,,,,18.0,210.1,1005.0,7.2,5.0,270.8,23.4,9,,2013-04-11T05:44:23,2013-04-11T18:23:09,0.03,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1561,0.47,1196,2,37.6,24.4,30.7,33.3,0.0,0.0,0.0,16.1,7.02
2013-04-12,70,Bogra,41.3,25.2,33.1,41.9,25.2,33.9,18.2,46.2,0.0,0,0.0,,,,,22.0,197.2,1007.0,2.3,4.5,281.1,24.3,9,,2013-04-12T05:43:25,2013-04-12T18:23:36,0.06,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1562,0.47,1197,1,36.7,24.3,30.8,33.8,0.0,0.0,0.0,15.2,6.94
2013-04-13,71,Bogra,42.1,25.7,33.9,41.9,25.7,35.1,17.4,43.0,0.0,0,0.0,,,,,20.5,203.9,1007.3,4.7,5.7,289.7,25.2,9,,2013-04-13T05:42:28,2013-04-13T18:24:02,0.09,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1563,0.47,1198,1,37.1,25.1,31.0,33.8,0.0,0.0,0.0,18.1,7.1
2013-04-14,72,Bogra,40.3,25.9,32.5,39.9,25.9,32.7,16.3,42.8,0.0,0,0.0,,,,,21.6,206.7,1007.6,19.0,5.7,245.8,21.3,8,,2013-04-14T05:41:31,2013-04-14T18:24:29,0.12,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1564,0.47,1199,1,35.6,23.6,29.3,30.8,0.0,0.0,0.0,12.6,6.03
2013-04-15,73,Bogra,37.7,24.7,31.2,37.7,24.7,31.8,17.9,48.6,1.2,100,45.83,rain,,,,20.5,169.5,1006.3,38.3,5.0,227.0,19.5,7,,2013-04-15T05:40:35,2013-04-15T18:24:55,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1565,0.47,1200,2,35.0,23.0,28.2,30.5,0.0,0.0,0.0,13.1,5.23
2013-04-16,74,Bogra,35.7,19.1,28.7,36.5,19.1,29.5,19.8,61.6,6.3,100,79.17,rain,,,,22.7,90.1,1005.3,25.4,4.8,248.4,21.3,8,,2013-04-16T05:39:40,2013-04-16T18:25:22,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1566,0.66,1201,63,31.7,21.2,25.7,28.3,19.4,19.4,8.0,19.6,4.78
2013-04-17,75,Bogra,33.8,19.7,28.0,35.6,19.7,29.2,20.3,65.3,4.8,100,50.0,rain,,,,17.3,104.2,1005.8,21.4,4.8,256.8,22.2,8,,2013-04-17T05:38:45,2013-04-17T18:25:49,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999",1567,0.69,1202,61,24.8,21.1,22.5,24.8,5.9,5.9,11.0,18.3,1.51
2013-04-18,76,Bogra,36.8,24.2,30.0,37.9,24.2,31.1,20.0,59.1,0.4,100,16.67,rain,,,,16.6,162.0,1005.8,20.5,5.0,248.0,21.4,8,,2013-04-18T05:37:51,2013-04-18T18:26:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"remote,41883099999",1568,0.63,1203,51,31.5,21.2,24.9,28.1,1.4,1.4,5.0,17.0,3.74
2013-04-19,77,Bogra,32.9,22.9,28.5,34.5,22.9,29.9,20.9,65.2,5.8,100,62.5,rain,,,,11.2,101.2,1006.3,48.9,5.3,159.3,13.8,6,,2013-04-19T05:36:57,2013-04-19T18:26:44,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1569,0.81,1204,63,31.4,21.6,25.5,29.6,12.4,12.4,10.0,10.9,3.63
2013-04-20,78,Bogra,30.0,21.4,26.5,31.9,21.4,27.2,21.0,72.9,7.3,100,50.0,rain,,,,11.2,31.0,1008.8,84.4,5.0,117.2,10.1,5,,2013-04-20T05:36:04,2013-04-20T18:27:11,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999",1570,1.0,1205,63,28.9,21.0,24.7,28.6,8.9,8.9,7.0,11.3,3.77
2013-04-21,79,Bogra,30.7,20.4,25.1,33.0,20.4,25.5,20.3,75.9,3.9,100,50.0,rain,,,,20.2,292.1,1009.4,74.2,4.8,100.4,8.6,4,,2013-04-21T05:35:12,2013-04-21T18:27:39,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1571,0.78,1206,51,29.4,20.7,24.8,28.7,0.6,0.6,4.0,8.3,3.91
2013-04-22,80,Bogra,31.6,20.8,26.1,32.4,20.8,26.6,19.2,68.7,5.3,100,66.67,rain,,,,9.0,287.6,1011.2,41.6,4.3,236.6,20.5,8,,2013-04-22T05:34:20,2013-04-22T18:28:07,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1572,1.19,1207,63,28.3,20.7,23.9,27.6,12.8,12.8,14.0,8.0,3.55
2013-04-23,81,Bogra,33.6,21.9,27.9,34.1,21.9,28.4,18.9,60.8,1.0,100,29.17,rain,,,,10.4,335.6,1010.5,9.1,4.3,276.9,23.9,9,,2013-04-23T05:33:29,2013-04-23T18:28:35,0.42,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"remote,41883099999",1573,1.0,1208,63,29.0,20.4,24.2,28.2,6.9,6.9,6.0,6.6,3.76
2013-04-24,82,Bogra,35.8,22.6,29.3,36.7,22.6,30.1,18.9,56.5,0.4,100,16.67,rain,,,,14.4,305.4,1010.9,6.6,5.0,298.5,25.7,9,,2013-04-24T05:32:39,2013-04-24T18:29:03,0.45,Rain,Clear conditions throughout the day with morning rain.,rain,"remote,41883099999",1574,0.75,1209,51,30.4,21.1,26.4,31.4,0.3,0.3,1.0,7.2,4.84
2013-04-25,83,Bogra,37.0,23.5,30.2,36.8,23.5,30.7,17.6,50.0,0.0,0,0.0,,,,,11.5,320.4,1009.9,10.9,5.7,295.7,25.7,9,,2013-04-25T05:31:50,2013-04-25T18:29:32,0.48,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1575,0.63,1210,51,32.1,22.2,27.2,32.0,0.3,0.3,2.0,7.2,4.91
2013-04-26,84,Bogra,38.3,24.4,31.9,40.2,24.4,32.9,18.2,46.9,0.9,100,20.83,rain,,,,10.1,295.0,1008.4,12.3,5.3,278.5,24.1,9,,2013-04-26T05:31:01,2013-04-26T18:30:00,0.5,Rain,Clear conditions throughout the day with morning rain.,rain,"remote,41883099999",1576,0.59,1211,55,32.5,22.9,28.1,33.1,2.1,2.1,5.0,12.0,5.03
2013-04-27,85,Bogra,39.1,25.8,32.1,41.3,25.8,34.9,21.0,54.9,7.1,100,62.5,rain,,,,13.0,212.0,1007.8,43.5,6.0,260.0,22.3,9,,2013-04-27T05:30:13,2013-04-27T18:30:29,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1577,0.78,1212,63,33.8,23.3,27.1,31.4,9.6,9.6,5.0,17.7,4.87
2013-04-28,86,Bogra,39.5,23.1,31.1,39.2,23.1,32.1,19.6,57.4,2.3,100,33.33,rain,,,,12.6,164.7,1005.8,18.0,5.7,293.7,25.3,9,,2013-04-28T05:29:26,2013-04-28T18:30:58,0.59,Rain,Clear conditions throughout the day with rain clearing later.,rain,"remote,41883099999",1578,0.69,1213,55,32.5,23.8,27.3,31.7,2.1,2.1,5.0,16.7,3.46
2013-04-29,87,Bogra,39.9,25.6,31.9,42.5,25.6,34.0,20.9,58.2,1.7,100,62.5,rain,,,,16.6,209.9,1005.6,13.6,4.8,306.6,26.3,10,,2013-04-29T05:28:40,2013-04-29T18:31:27,0.62,Rain,Clear conditions throughout the day with rain.,rain,"remote,41883099999",1579,0.59,1214,51,30.7,23.3,26.5,30.7,1.0,1.0,5.0,16.8,2.72
2013-04-30,88,Bogra,40.9,25.7,32.9,42.3,25.7,35.5,21.0,55.4,3.3,100,87.5,rain,,,,15.8,208.1,1005.6,6.8,5.0,299.5,25.9,10,,2013-04-30T05:27:55,2013-04-30T18:31:56,0.66,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1580,0.56,1215,53,32.4,23.2,27.0,31.6,2.5,2.5,8.0,17.5,3.5
2013-05-01,89,Bogra,41.4,26.4,33.3,45.6,26.4,36.4,21.5,56.1,1.8,100,66.67,rain,,,,21.6,200.5,1002.7,13.7,5.3,303.4,26.1,10,,2013-05-01T05:27:11,2013-05-01T18:32:26,0.69,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1581,0.53,1216,63,36.2,23.2,29.2,33.8,4.8,4.8,5.0,24.1,4.65
2013-05-02,90,Bogra,42.6,27.2,34.1,43.6,31.0,37.5,21.0,52.7,0.0,0,0.0,,,,,22.0,203.7,999.7,5.1,5.0,308.7,26.7,10,,2013-05-02T05:26:27,2013-05-02T18:32:55,0.75,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1582,0.5,1217,2,37.4,26.3,31.3,35.0,0.0,0.0,0.0,18.9,7.23
2013-05-03,91,Bogra,41.6,27.6,33.8,46.3,31.3,36.7,19.5,50.5,0.0,0,0.0,,,,,25.6,200.0,999.5,18.2,5.5,286.3,24.7,10,,2013-05-03T05:25:45,2013-05-03T18:33:25,0.76,Clear,Clear conditions throughout the day.,clear-day,"remote,41883099999",1583,0.47,1218,53,37.5,24.1,30.6,34.6,1.7,1.7,3.0,19.8,6.53
2013-05-04,92,Bogra,40.0,26.9,32.1,43.1,30.3,36.0,22.5,60.3,5.8,100,62.5,rain,,,,25.2,163.7,1003.2,17.8,5.0,289.0,24.9,10,,2013-05-04T05:25:03,2013-05-04T18:33:55,0.8,Rain,Clear conditions throughout the day with rain.,rain,"remote,41883099999",1584,0.81,1219,63,33.0,21.3,26.6,29.7,13.1,13.1,8.0,22.0,4.29
2013-05-05,93,Bogra,34.2,20.7,29.0,39.0,20.7,32.4,23.1,72.1,10.8,100,100.0,rain,,,,24.1,153.6,1006.8,35.5,6.0,241.1,20.5,8,,2013-05-05T05:24:23,2013-05-05T18:34:24,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1585,2.94,1220,65,25.3,21.0,22.8,24.8,59.3,59.3,20.0,24.4,1.87
2013-05-06,94,Bogra,34.1,23.2,29.0,40.2,23.2,32.5,24.0,76.4,11.4,100,100.0,rain,,,,17.6,159.5,1007.0,37.8,5.0,214.9,18.5,7,,2013-05-06T05:23:43,2013-05-06T18:34:55,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1586,2.13,1221,65,25.3,21.1,22.9,25.7,33.8,33.8,21.0,17.7,1.75
2013-05-07,95,Bogra,36.0,24.4,29.4,41.5,24.4,32.6,23.7,73.5,8.9,100,62.5,rain,,,,14.4,96.4,1005.2,22.2,6.0,269.3,23.3,9,,2013-05-07T05:23:04,2013-05-07T18:35:25,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"remote,41883099999",1587,1.28,1222,55,26.2,21.9,23.5,26.6,4.8,4.8,11.0,16.2,1.65
2013-05-08,96,Bogra,37.5,23.7,30.7,39.8,23.7,32.8,21.8,63.9,2.8,100,62.5,rain,,,,13.3,28.5,1003.8,11.1,4.3,278.4,24.1,9,,2013-05-08T05:22:27,2013-05-08T18:35:55,0.94,Rain,Clear conditions throughout the day with rain.,rain,"remote,41883099999",1588,1.44,1223,63,27.3,21.7,24.4,28.5,15.8,15.8,11.0,13.4,1.58
2013-05-09,97,Bogra,39.1,23.9,31.4,44.2,23.9,35.2,23.8,68.7,4.3,100,62.5,rain,,,,15.5,118.9,1004.3,12.3,5.0,290.3,24.9,9,,2013-05-09T05:21:50,2013-05-09T18:36:25,0.97,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1589,1.44,1224,65,27.0,21.7,24.0,27.2,22.6,22.6,16.0,16.2,1.92
2013-05-10,98,Bogra,39.4,25.1,32.5,45.0,25.1,38.2,24.3,65.6,2.3,100,62.5,rain,,,,18.0,185.1,1004.0,21.1,5.0,277.0,23.6,9,,2013-05-10T05:21:15,2013-05-10T18:36:56,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1590,1.69,1225,63,27.9,21.6,24.7,28.0,19.5,19.5,16.0,18.4,2.25
2013-05-11,99,Bogra,39.0,26.6,32.5,44.9,26.6,38.7,24.6,67.0,10.4,100,100.0,rain,,,,18.7,189.2,1002.6,15.7,5.0,288.9,24.8,9,,2013-05-11T05:20:41,2013-05-11T18:37:26,0.04,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1591,1.81,1226,63,28.7,21.7,25.1,28.7,22.6,22.6,13.0,18.7,2.45
2013-05-12,100,Bogra,36.4,26.1,30.6,43.5,26.1,35.5,24.4,72.1,11.7,100,100.0,rain,,,,24.5,189.9,1003.8,21.8,5.3,264.2,22.6,8,,2013-05-12T05:20:07,2013-05-12T18:37:57,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1592,2.0,1227,63,32.5,21.9,26.4,31.0,19.8,19.8,14.0,16.9,3.18
2013-05-13,101,Bogra,32.6,24.4,29.1,37.7,24.4,32.5,23.9,74.8,8.2,100,95.83,rain,,,,22.3,186.4,1005.1,48.7,5.3,176.8,15.3,5,,2013-05-13T05:19:35,2013-05-13T18:38:27,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1593,2.13,1228,63,31.0,22.3,25.7,30.2,21.9,21.9,18.0,15.1,2.69
2013-05-14,102,Bogra,35.2,23.1,30.0,39.8,23.1,33.1,22.9,68.3,7.2,100,58.33,rain,,,51.8,19.1,195.0,1004.6,27.3,5.0,291.0,25.2,9,,2013-05-14T05:19:04,2013-05-14T18:38:58,0.14,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"remote,41883099999",1594,1.72,1229,63,30.6,22.5,26.1,30.9,9.8,9.8,16.0,12.8,2.94
2013-05-15,103,Bogra,35.9,25.6,30.5,39.4,25.6,33.4,22.9,66.8,1.0,100,37.5,rain,,,,17.3,149.6,1004.6,31.5,4.7,293.0,25.4,9,,2013-05-15T05:18:34,2013-05-15T18:39:28,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1595,1.22,1230,3,30.3,23.0,26.8,31.8,0.0,0.0,0.0,11.2,3.1
2013-05-16,104,Bogra,36.1,25.4,30.4,39.5,25.4,32.7,22.0,63.6,6.2,100,87.5,rain,,,,20.2,19.7,1002.1,57.8,4.5,318.5,27.6,10,,2013-05-16T05:18:05,2013-05-16T18:39:59,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1596,0.97,1231,3,29.0,22.9,25.6,29.0,0.0,0.0,0.0,13.8,3.44
2013-05-17,105,Bogra,36.4,24.3,30.4,41.0,24.3,33.8,22.8,66.4,4.1,100,62.5,rain,,,,16.6,168.4,1004.6,42.8,4.7,272.1,23.5,9,,2013-05-17T05:17:38,2013-05-17T18:40:29,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1597,1.12,1232,61,30.6,23.2,26.5,31.0,9.3,9.3,14.0,17.9,3.61
2013-05-18,106,Bogra,36.9,24.6,31.4,43.1,24.6,36.6,24.4,68.9,2.7,100,54.17,rain,,,,19.4,168.7,1003.7,63.9,6.0,271.8,23.3,9,,2013-05-18T05:17:11,2013-05-18T18:41:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1598,1.19,1233,61,30.6,22.9,26.2,30.7,10.6,10.6,18.0,16.7,2.43
2013-05-19,107,Bogra,37.6,23.9,31.2,43.9,23.9,36.9,24.6,70.3,2.4,100,79.17,rain,,,,19.1,167.7,1004.5,36.0,5.0,252.2,21.7,8,,2013-05-19T05:16:46,2013-05-19T18:41:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1599,1.56,1234,61,30.7,22.6,25.7,29.8,18.2,18.2,19.0,18.5,2.31
2013-05-20,108,Bogra,33.7,27.3,30.0,40.4,31.9,36.1,25.5,78.2,7.5,100,83.33,rain,,,,16.6,154.8,1003.7,76.6,5.0,170.4,14.6,5,,2013-05-20T05:16:22,2013-05-20T18:42:01,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1600,1.4,1235,61,29.4,23.0,25.9,30.6,8.7,8.7,16.0,16.8,1.92
2013-05-21,109,Bogra,34.7,25.6,30.5,41.0,25.6,36.3,25.2,75.5,5.0,100,50.0,rain,,,,13.0,139.9,1003.5,63.6,5.3,199.8,17.3,6,,2013-05-21T05:15:59,2013-05-21T18:42:31,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999",1601,1.16,1236,53,29.5,24.3,26.5,31.5,2.2,2.2,7.0,11.4,2.24
2013-05-22,110,Bogra,36.5,25.7,30.9,41.9,25.7,36.3,24.7,72.7,3.0,100,37.5,rain,,,,16.2,143.4,1003.4,83.0,5.3,289.7,25.1,9,,2013-05-22T05:15:37,2013-05-22T18:43:01,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1602,0.97,1237,51,31.0,24.7,27.4,31.9,0.2,0.2,1.0,16.7,3.71
2013-05-23,111,Bogra,34.6,26.4,30.2,41.6,26.4,36.8,25.8,78.9,8.5,100,100.0,rain,,,,13.7,156.3,1003.3,88.5,5.5,203.0,17.3,7,,2013-05-23T05:15:16,2013-05-23T18:43:31,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1603,0.87,1238,51,29.4,25.1,26.8,31.2,0.6,0.6,4.0,16.1,2.42
2013-05-24,112,Bogra,35.6,26.1,30.4,40.7,26.1,36.0,25.1,76.0,14.1,100,100.0,rain,,,,11.2,166.3,1001.5,83.9,5.7,276.0,23.9,9,,2013-05-24T05:14:57,2013-05-24T18:44:00,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1604,0.85,1239,53,27.8,24.7,25.9,30.3,6.4,6.4,15.0,15.2,1.77
2013-05-25,113,Bogra,35.5,26.1,30.7,42.2,26.1,36.8,25.3,74.9,11.1,100,58.33,rain,,,,11.9,138.2,1002.2,84.5,5.3,267.5,23.0,9,,2013-05-25T05:14:39,2013-05-25T18:44:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1605,0.81,1240,51,30.5,24.8,27.3,31.8,0.2,0.2,2.0,15.8,2.66
2013-05-26,114,Bogra,33.4,27.2,30.1,41.2,31.0,37.5,26.3,80.7,0.0,0,0.0,,,,,16.2,143.6,1002.6,78.7,5.3,116.5,10.1,4,,2013-05-26T05:14:22,2013-05-26T18:44:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",1606,0.75,1241,51,32.2,25.3,28.3,33.8,0.1,0.1,1.0,16.6,3.83
2013-05-27,115,Bogra,35.1,27.2,30.2,40.8,31.4,35.7,24.9,75.2,3.0,100,50.0,rain,,,,37.1,146.1,1003.2,60.5,5.3,175.9,15.2,6,,2013-05-27T05:14:06,2013-05-27T18:45:28,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1607,0.75,1242,53,32.6,25.2,28.7,34.4,2.6,2.6,7.0,13.0,4.4
2013-05-28,116,Bogra,34.0,26.4,29.6,40.2,26.4,34.2,25.0,77.7,3.9,100,79.17,rain,,,,16.6,109.0,1003.6,51.7,6.0,241.7,21.0,8,,2013-05-28T05:13:52,2013-05-28T18:45:56,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1608,0.85,1243,55,30.2,25.2,27.4,32.5,5.7,5.7,11.0,11.5,2.85
2013-05-29,117,Bogra,33.7,26.1,29.0,41.6,26.1,33.9,25.7,83.2,23.0,100,100.0,rain,,,42.5,27.4,87.9,1003.2,70.8,5.3,191.7,16.5,7,,2013-05-29T05:13:38,2013-05-29T18:46:25,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1609,1.31,1244,63,30.3,24.6,27.1,31.5,17.6,17.6,18.0,19.9,2.97
2013-05-30,118,Bogra,32.0,25.7,28.3,38.0,25.7,31.3,24.7,81.8,12.3,100,100.0,rain,,,,43.2,114.4,1001.4,69.1,5.3,235.3,20.3,7,,2013-05-30T05:13:26,2013-05-30T18:46:53,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1610,2.31,1245,63,28.8,24.4,25.9,28.2,39.8,39.8,20.0,34.8,2.12
2013-05-31,119,Bogra,30.4,25.1,27.8,35.9,25.1,30.9,24.9,84.6,17.7,100,100.0,rain,,,,44.3,134.9,1001.8,71.4,4.8,193.7,16.7,6,,2013-05-31T05:13:15,2013-05-31T18:47:20,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1611,2.09,1246,61,26.6,24.7,25.7,29.6,13.3,13.3,22.0,25.0,1.08
2013-06-01,120,Bogra,31.5,24.1,28.2,37.5,24.1,32.2,25.0,83.8,4.1,100,54.17,rain,,,,15.5,152.1,1006.1,85.7,5.3,152.0,13.3,5,,2013-06-01T05:13:06,2013-06-01T18:47:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1612,1.5,1247,51,31.0,24.5,27.6,33.1,0.7,0.7,4.0,13.9,3.91
2013-06-02,121,Bogra,33.6,26.3,29.8,43.8,26.3,35.0,25.5,78.8,0.0,0,0.0,,,,,12.6,198.0,1003.8,77.8,6.0,215.5,18.7,6,,2013-06-02T05:12:57,2013-06-02T18:48:14,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",1613,1.19,1248,51,32.3,24.7,28.6,34.4,0.9,0.9,5.0,9.0,4.66
2013-06-03,122,Bogra,35.0,26.2,30.7,59.9,26.2,37.2,25.3,76.0,0.0,0,0.0,,,,,12.2,215.1,1002.7,47.5,5.3,250.8,21.7,8,,2013-06-03T05:12:50,2013-06-03T18:48:41,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41883099999",1614,1.03,1249,1,33.2,25.8,29.7,35.9,0.0,0.0,0.0,9.1,5.24
2013-06-04,123,Bogra,35.4,26.8,31.2,42.2,30.3,37.5,25.1,72.0,0.0,0,0.0,,,,,14.0,198.3,1003.7,58.0,5.3,239.0,20.5,8,,2013-06-04T05:12:44,2013-06-04T18:49:06,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41883099999",1615,0.94,1250,2,33.4,26.2,29.8,35.5,0.0,0.0,0.0,9.3,5.36
2013-06-05,124,Bogra,34.8,27.3,30.9,43.6,31.9,37.9,25.7,75.2,1.6,100,62.5,rain,,,,17.3,196.8,1004.5,77.0,4.0,186.6,16.2,6,,2013-06-05T05:12:39,2013-06-05T18:49:32,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1616,1.0,1251,61,33.2,26.6,29.8,35.6,3.0,3.0,5.0,11.4,4.83
2013-06-06,125,Bogra,31.6,27.6,29.3,38.9,32.2,35.6,26.0,83.0,6.3,100,100.0,rain,,,,16.2,182.1,1003.5,86.5,5.7,115.4,9.9,4,,2013-06-06T05:12:35,2013-06-06T18:49:56,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1617,1.16,1252,63,30.9,25.4,28.1,33.9,11.4,11.4,15.0,11.1,2.51
2013-06-07,126,Bogra,33.1,26.6,28.6,42.3,26.6,34.2,26.1,86.9,19.0,100,100.0,rain,,,,14.4,155.9,1003.2,76.9,5.3,121.3,10.5,3,,2013-06-07T05:12:33,2013-06-07T18:50:21,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1618,1.62,1253,63,30.8,25.0,27.0,32.8,20.2,20.2,19.0,10.9,2.72
2013-06-08,127,Bogra,30.8,26.4,28.6,40.1,26.4,33.6,26.1,86.9,7.2,100,66.67,rain,,,,12.2,185.4,1002.0,79.8,5.0,118.6,10.3,3,,2013-06-08T05:12:32,2013-06-08T18:50:44,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,41883099999",1619,1.44,1254,61,31.9,25.2,28.5,34.6,2.6,2.6,5.0,12.8,4.25
2013-06-09,128,Bogra,33.6,26.7,29.4,42.5,26.7,36.1,26.4,84.6,1.2,100,50.0,rain,,,,14.4,173.3,999.1,81.6,5.7,139.5,12.1,4,,2013-06-09T05:12:31,2013-06-09T18:51:07,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,41883099999",1620,1.44,1255,63,33.0,25.5,28.7,34.6,12.2,12.2,12.0,10.0,3.82
2013-06-10,129,Bogra,33.1,26.8,29.6,44.0,30.6,36.7,26.4,83.5,1.7,100,62.5,rain,,,,14.0,165.8,1000.5,86.0,5.0,159.6,13.8,5,,2013-06-10T05:12:32,2013-06-10T18:51:29,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41883099999",1621,1.22,1256,53,31.2,25.6,28.7,35.2,1.4,1.4,5.0,12.3,3.8
