datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0.1,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
27-01-2023,4257,"24.8990,91.8711",82.1,60.2,69.7,81.8,60.2,69.7,56.1,63.9,0.0,0,0.0,,0.0,0.0,7.6,5.8,59.1,1013.1,54.1,10.7,206.9,18.0,8,10.0,2023-01-27T06:37:10,2023-01-27T17:33:28,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5139,5139,0.86,4774,2,25.8,13.8,19.8,21.1,0.0,0.0,0.0,6.5,3.03
27-02-2013,271,"24.8990,91.8711",91.5,60.9,75.0,88.4,60.9,74.2,52.8,49.8,0.0,0,0.0,,,,,9.1,285.7,1012.3,2.7,3.0,245.1,21.2,9,,2013-02-27T06:17:09,2013-02-27T17:53:39,0.55,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",1518,1518,0.97,1153,0,30.2,14.2,22.4,23.3,0.0,0.0,0.0,8.0,4.43
27-02-2014,636,"24.8990,91.8711",87.2,56.7,71.9,85.5,56.7,71.5,54.7,58.2,0.0,0,0.0,,,,,6.3,256.5,1014.4,32.7,3.0,241.6,20.9,8,,2014-02-27T06:17:22,2014-02-27T17:53:32,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41915099999,41891099999,remote",1883,1883,0.94,1518,1,26.8,13.7,20.6,21.9,0.0,0.0,0.0,10.3,3.9
27-02-2015,1974,"24.8990,91.8711",90.2,63.9,76.8,90.6,63.9,77.1,64.0,68.0,0.004,100,4.17,rain,,,,8.9,207.7,1009.5,16.3,2.5,220.6,18.9,8,,2015-02-27T06:17:35,2015-02-27T17:53:24,0.28,Rain,Clear conditions throughout the day with morning rain.,rain,"41915099999,41891099999,remote",2248,2248,0.97,1883,55,27.7,19.0,22.8,25.6,1.6,1.6,5.0,5.5,3.04
27-02-2016,2339,"24.8990,91.8711",89.7,65.6,75.3,87.3,65.6,75.3,61.5,65.1,0.0,0,0.0,,,,,6.7,186.7,1016.7,49.9,2.2,202.9,17.6,7,,2016-02-27T06:17:47,2016-02-27T17:53:16,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2613,2613,1.14,2248,1,28.0,16.6,21.7,23.2,0.0,0.0,0.0,8.2,3.91
27-02-2017,2705,"24.8990,91.8711",83.0,52.9,66.3,81.4,52.9,66.1,50.9,61.9,0.0,0,0.0,,,,,6.5,86.3,1013.5,3.7,2.3,239.8,20.8,9,,2017-02-27T06:17:07,2017-02-27T17:53:39,0.02,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2979,2979,1.09,2614,0,25.3,12.6,18.7,19.6,0.0,0.0,0.0,5.9,3.71
27-02-2018,1123,"24.8990,91.8711",83.2,61.1,71.9,84.8,61.1,72.1,62.6,73.8,0.004,100,4.17,rain,,,,6.5,84.6,1012.1,7.4,2.6,219.5,18.9,8,,2018-02-27T06:17:20,2018-02-27T17:53:32,0.4,Rain,Clear conditions throughout the day with early morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3344,3344,1.34,2979,2,27.0,15.9,21.7,23.7,0.0,0.0,0.0,6.6,3.4
27-02-2019,1488,"24.8990,91.8711",78.3,48.5,64.5,78.3,47.6,64.5,59.1,83.8,0.236,100,8.33,rain,,,,7.6,161.9,1014.2,58.9,1.2,132.8,11.5,5,,2019-02-27T06:17:33,2019-02-27T17:53:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",3709,3709,1.69,3344,61,23.5,16.5,19.5,21.2,8.1,8.1,14.0,7.4,2.26
27-02-2020,1853,"24.8990,91.8711",79.6,58.6,67.9,79.6,58.6,67.9,58.5,74.4,0.016,100,16.67,rain,,,,6.9,348.4,1014.7,17.9,2.2,233.8,20.1,8,,2020-02-27T06:17:47,2020-02-27T17:53:17,0.12,Rain,Clear conditions throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4074,4074,1.28,3709,1,24.7,15.2,19.4,20.5,0.0,0.0,0.0,6.8,3.4
27-02-2021,3193,"24.8990,91.8711",88.1,57.3,70.7,87.7,57.3,70.8,57.8,66.3,0.0,0,0.0,,,,,8.3,182.7,1008.0,17.9,1.5,223.4,19.2,8,,2021-02-27T06:17:07,2021-02-27T17:53:42,0.5,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4440,4440,0.94,4075,1,28.9,17.8,23.2,24.9,0.0,0.0,0.0,7.1,3.75
27-02-2022,3558,"24.8990,91.8711",85.4,52.4,68.1,82.9,52.4,67.8,49.8,54.3,0.0,0,0.0,,0.0,0.0,18.3,15.2,222.5,1015.3,13.1,11.8,242.7,20.8,9,10.0,2022-02-27T06:17:20,2022-02-27T17:53:35,0.88,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4805,4805,1.03,4440,51,26.3,13.3,19.8,21.2,0.1,0.1,1.0,10.6,3.85
27-02-2022,3923,"24.8990,91.8711",85.4,52.4,68.1,82.9,52.4,67.8,49.8,54.3,0.0,0,0.0,,0.0,0.0,18.3,15.2,222.5,1015.3,13.1,11.8,242.7,20.8,9,10.0,2022-02-27T06:17:20,2022-02-27T17:53:35,0.88,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4805,4805,1.03,4440,51,26.3,13.3,19.8,21.2,0.1,0.1,1.0,10.6,3.85
27-02-2023,4288,"24.8990,91.8711",88.6,58.0,72.0,85.3,58.0,71.2,42.0,37.9,0.0,0,0.0,,0.0,0.0,17.0,12.3,79.1,1017.0,7.9,10.7,263.2,22.8,9,10.0,2023-02-27T06:17:34,2023-02-27T17:53:27,0.25,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5170,5170,0.91,4805,0,28.5,13.3,21.4,22.1,0.0,0.0,0.0,6.0,4.0
27-03-2013,299,"24.8990,91.8711",98.9,69.0,83.8,96.5,69.0,83.2,58.4,48.4,0.0,0,0.0,,,,,8.5,231.0,1007.3,31.4,3.1,286.3,24.7,10,,2013-03-27T05:49:25,2013-03-27T18:06:43,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41915099999,41891099999,remote",1546,1546,1.06,1181,51,30.9,17.6,23.9,26.9,0.6,0.6,4.0,6.5,4.19
27-03-2014,664,"24.8990,91.8711",97.8,71.5,82.4,99.8,71.5,84.0,66.8,62.6,0.064,100,16.67,rain,,,,10.2,234.0,1008.9,21.8,2.7,265.5,22.9,9,,2014-03-27T05:49:40,2014-03-27T18:06:37,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41915099999,41891099999,remote",1911,1911,1.12,1546,53,29.5,19.6,24.9,28.8,4.6,4.6,15.0,7.7,3.77
27-03-2015,2002,"24.8990,91.8711",94.6,69.0,80.9,95.2,69.0,81.3,63.8,59.0,0.004,100,4.17,rain,,,,6.0,158.3,1014.7,47.0,2.8,207.3,17.8,8,,2015-03-27T05:49:56,2015-03-27T18:06:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41915099999,41891099999,remote",2276,2276,0.94,1911,55,31.7,20.7,26.2,29.0,1.1,1.1,2.0,10.5,3.87
27-03-2016,2368,"24.8990,91.8711",97.8,72.1,82.7,100.0,72.1,84.2,66.6,61.1,0.0,0,0.0,,,,,8.7,211.3,1012.7,47.3,2.7,241.9,21.1,8,,2016-03-27T05:49:08,2016-03-27T18:06:49,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2642,2642,1.4,2277,63,28.9,21.4,24.9,29.0,12.4,12.4,12.0,5.8,2.94
27-03-2017,2733,"24.8990,91.8711",87.2,59.1,77.3,94.0,59.1,79.3,69.9,79.4,0.008,100,8.33,rain,,,,6.0,194.2,1011.3,34.8,2.1,244.4,21.2,8,,2017-03-27T05:49:23,2017-03-27T18:06:43,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3007,3007,1.53,2642,53,28.5,19.6,24.0,28.1,2.4,2.4,5.0,5.0,3.8
27-03-2018,1151,"24.8990,91.8711",87.2,68.9,77.2,91.2,68.9,78.3,67.2,73.2,0.236,100,4.17,rain,,,,16.0,153.8,1010.5,24.2,2.3,225.8,19.6,8,,2018-03-27T05:49:38,2018-03-27T18:06:37,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3372,3372,1.69,3007,51,28.5,17.7,22.7,25.6,0.4,0.4,2.0,8.8,3.44
27-03-2019,1516,"24.8990,91.8711",90.6,54.2,75.1,88.2,54.2,74.8,57.4,56.9,0.181,100,8.33,rain,,,,8.9,232.2,1015.4,20.5,1.4,226.6,19.5,8,,2019-03-27T05:49:54,2019-03-27T18:06:31,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999",3737,3737,1.0,3372,55,29.5,16.9,22.8,25.1,1.0,1.0,1.0,13.0,4.26
27-03-2020,1882,"24.8990,91.8711",95.9,68.1,82.0,95.4,68.1,82.2,61.5,53.2,0.0,0,0.0,,,,,6.3,229.9,1009.5,21.9,2.7,266.5,23.0,9,,2020-03-27T05:49:07,2020-03-27T18:06:51,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4103,4103,0.91,3738,1,33.6,20.0,27.2,29.7,0.0,0.0,0.0,10.2,5.07
27-03-2021,3221,"24.8990,91.8711",96.9,61.4,79.3,93.6,61.4,78.4,49.9,38.2,0.0,0,0.0,,,,,6.7,302.2,1008.7,27.5,1.5,270.7,23.4,9,,2021-03-27T05:49:23,2021-03-27T18:06:45,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42618099999,42515099999,remote,42516099999",4468,4468,0.91,4103,1,32.9,17.0,25.5,26.7,0.0,0.0,0.0,9.2,5.56
27-03-2022,3586,"24.8990,91.8711",89.1,60.2,74.6,92.5,60.2,75.3,64.4,72.4,0.064,100,25.0,rain,0.0,0.0,11.4,8.3,70.5,1010.8,24.5,10.7,292.4,25.3,9,10.0,2022-03-27T05:49:38,2022-03-27T18:06:40,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42618099999,42515099999,remote,42516099999",4833,4833,1.53,4468,51,28.8,20.4,23.8,27.1,0.7,0.7,5.0,9.7,3.52
27-03-2022,3951,"24.8990,91.8711",89.1,60.2,74.6,92.5,60.2,75.3,64.4,72.4,0.064,100,25.0,rain,0.0,0.0,11.4,8.3,70.5,1010.8,24.5,10.7,292.4,25.3,9,10.0,2022-03-27T05:49:38,2022-03-27T18:06:40,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42618099999,42515099999,remote,42516099999",4833,4833,1.53,4468,51,28.8,20.4,23.8,27.1,0.7,0.7,5.0,9.7,3.52
27-03-2023,4316,"24.8990,91.8711",88.1,67.0,76.8,89.7,67.0,77.3,64.6,68.1,0.295,100,29.17,rain,0.0,0.0,11.6,7.8,29.8,1008.8,34.7,10.0,290.1,24.9,9,10.0,2023-03-27T05:49:54,2023-03-27T18:06:34,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5198,5198,1.25,4833,55,28.8,19.2,23.7,27.2,3.8,3.8,6.0,8.6,4.04
27-04-2013,330,"24.8990,91.8711",92.2,76.4,83.1,101.5,76.4,87.8,72.9,72.3,0.839,100,100.0,rain,,,,8.1,192.0,1008.8,43.7,3.1,178.4,15.2,7,,2013-04-27T05:20:08,2013-04-27T18:20:31,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1577,1577,3.29,1212,63,29.1,21.6,24.7,29.1,55.8,55.8,21.0,7.6,3.23
27-04-2014,695,"24.8990,91.8711",103.9,71.9,88.4,108.5,71.9,92.3,68.5,55.1,0.115,100,41.67,rain,,,,9.1,191.3,1008.0,10.3,3.1,297.5,25.5,9,,2014-04-27T05:20:20,2014-04-27T18:20:25,0.93,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1942,1942,1.16,1577,61,34.6,23.3,28.5,33.2,2.1,2.1,4.0,7.0,4.87
27-04-2015,2033,"24.8990,91.8711",86.9,70.6,78.6,90.9,70.6,80.7,70.9,78.3,0.016,100,16.67,rain,,,,5.8,165.2,1011.4,32.3,3.1,227.7,19.6,7,,2015-04-27T05:20:33,2015-04-27T18:20:18,0.28,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"41915099999,41891099999,remote",2307,2307,3.88,1942,53,29.2,20.4,24.5,28.6,2.3,2.3,8.0,5.6,4.63
27-04-2016,2399,"24.8990,91.8711",91.8,74.6,82.6,106.1,74.6,89.1,76.0,81.6,0.076,100,54.17,rain,,,,9.4,172.6,1007.6,37.6,2.6,258.1,22.2,8,,2016-04-27T05:19:56,2016-04-27T18:20:39,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2673,2673,6.5,2308,63,30.8,22.0,25.3,30.3,20.6,20.6,23.0,7.6,3.24
27-04-2017,2764,"24.8990,91.8711",86.3,69.9,78.8,100.0,69.9,83.1,75.3,89.2,0.89,100,50.0,rain,,,,9.1,171.8,1008.3,56.5,2.7,215.8,18.5,7,,2017-04-27T05:20:07,2017-04-27T18:20:32,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3038,3038,8.44,2673,63,26.2,21.6,23.5,27.9,24.5,24.5,21.0,6.8,2.64
27-04-2018,1182,"24.8990,91.8711",84.5,71.8,77.9,88.9,71.8,79.1,69.0,75.0,0.63,100,4.17,rain,,,,6.7,147.5,1010.6,82.3,2.4,99.3,8.6,3,,2018-04-27T05:20:19,2018-04-27T18:20:25,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3403,3403,1.88,3038,2,29.9,19.8,25.0,28.5,0.0,0.0,0.0,6.8,4.1
27-04-2019,1547,"24.8990,91.8711",95.6,66.3,81.7,105.0,66.3,85.8,71.2,72.4,0.016,100,4.17,rain,,,,6.7,179.3,1006.9,24.4,1.6,246.4,21.3,9,,2019-04-27T05:20:31,2019-04-27T18:20:19,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999",3768,3768,2.0,3403,61,30.1,23.0,26.5,32.0,14.9,14.9,16.0,4.3,3.39
27-04-2020,1913,"24.8990,91.8711",89.4,71.3,78.7,92.1,71.3,80.3,69.5,75.1,0.472,100,4.17,rain,,,,4.6,50.9,1012.6,67.3,2.9,171.5,14.7,5,,2020-04-27T05:19:56,2020-04-27T18:20:41,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4134,4134,1.72,3769,51,30.3,21.3,25.6,29.7,1.3,1.3,6.0,5.9,4.55
27-04-2021,3252,"24.8990,91.8711",98.5,75.1,84.6,104.2,75.1,87.4,68.4,60.5,0.0,0,0.0,,,,,5.4,175.6,1008.1,54.2,2.4,241.1,20.7,8,,2021-04-27T05:20:08,2021-04-27T18:20:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,remote,42516099999",4499,4499,1.25,4134,55,33.5,23.7,28.8,33.9,2.7,2.7,4.0,6.5,5.19
27-04-2022,3617,"24.8990,91.8711",94.7,66.3,79.0,102.2,66.3,81.2,68.6,72.4,0.197,100,4.17,rain,0.0,0.0,28.2,19.2,65.6,1006.5,15.2,11.2,319.4,27.7,10,75.0,2022-04-27T05:20:20,2022-04-27T18:20:29,0.87,Rain,Clear conditions throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999",4864,4864,2.0,4499,61,31.3,23.1,26.9,32.0,4.7,4.7,10.0,7.2,3.62
27-04-2022,3982,"24.8990,91.8711",94.7,66.3,79.0,102.2,66.3,81.2,68.6,72.4,0.197,100,4.17,rain,0.0,0.0,28.2,19.2,65.6,1006.5,15.2,11.2,319.4,27.7,10,75.0,2022-04-27T05:20:20,2022-04-27T18:20:29,0.87,Rain,Clear conditions throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999",4864,4864,2.0,4499,61,31.3,23.1,26.9,32.0,4.7,4.7,10.0,7.2,3.62
27-04-2023,4347,"24.8990,91.8711",97.8,69.1,84.0,101.2,69.1,84.6,62.2,51.2,0.0,0,0.0,,0.0,0.0,8.9,9.0,61.8,1008.2,39.1,10.8,320.5,27.6,10,10.0,2023-04-27T05:20:32,2023-04-27T18:20:22,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5229,5229,1.28,4864,51,32.4,21.3,27.2,31.4,0.5,0.5,3.0,10.8,5.3
27-05-2013,360,"24.8990,91.8711",93.5,77.1,82.7,108.1,77.1,90.0,78.0,86.6,0.425,100,100.0,rain,,,,7.2,201.8,1003.2,77.2,2.7,212.1,18.3,8,,2013-05-27T05:03:59,2013-05-27T18:35:32,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1607,1607,5.53,1242,63,32.7,25.2,28.4,35.1,19.8,19.8,17.0,6.0,4.63
27-05-2014,725,"24.8990,91.8711",91.5,79.2,84.8,105.4,79.2,93.1,76.9,78.3,0.296,100,100.0,rain,,,,6.3,208.4,1007.8,68.9,3.2,178.3,15.4,7,,2014-05-27T05:04:03,2014-05-27T18:35:26,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1972,1972,3.06,1607,63,31.2,24.2,27.2,33.2,7.3,7.3,10.0,9.9,3.81
27-05-2015,2063,"24.8990,91.8711",87.7,69.1,79.6,102.1,69.1,84.7,76.1,89.4,1.529,100,100.0,rain,,,,8.1,178.4,1006.7,63.0,2.6,195.1,16.9,7,,2015-05-27T05:04:07,2015-05-27T18:35:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2337,2337,3.84,1972,63,30.0,24.1,26.5,32.3,17.4,17.4,20.0,5.8,3.21
27-05-2016,2429,"24.8990,91.8711",90.6,68.8,81.5,105.9,68.8,88.0,76.3,85.1,0.866,100,12.5,rain,,,,9.0,185.3,1004.4,41.8,2.2,289.5,25.0,9,,2016-05-27T05:03:55,2016-05-27T18:35:40,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2703,2703,6.38,2338,61,29.8,23.1,26.7,31.5,6.2,6.2,7.0,6.8,3.62
27-05-2017,2794,"24.8990,91.8711",93.1,74.8,85.7,109.8,74.8,96.3,77.9,78.9,0.433,100,8.33,rain,,,,4.9,217.8,1003.4,62.9,2.6,255.3,22.1,8,,2017-05-27T05:03:59,2017-05-27T18:35:33,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3068,3068,4.66,2703,61,32.5,25.0,28.1,34.1,5.3,5.3,6.0,5.7,3.74
27-05-2018,1212,"24.8990,91.8711",91.8,76.4,83.6,108.3,76.4,93.3,78.9,86.5,0.323,100,58.33,rain,,,,5.6,190.4,1005.3,72.5,2.7,216.4,18.7,7,,2018-05-27T05:04:03,2018-05-27T18:35:27,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3433,3433,3.72,3068,51,31.4,24.0,27.5,33.6,2.2,2.2,10.0,6.5,4.2
27-05-2019,1577,"24.8990,91.8711",91.8,74.3,82.9,114.9,74.3,92.0,77.6,84.7,0.024,100,4.17,rain,,,,5.8,162.4,1005.0,53.1,2.5,235.8,20.4,7,,2019-05-27T05:04:07,2019-05-27T18:35:20,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3798,3798,3.91,3433,61,31.2,23.1,26.7,32.2,8.3,8.3,9.0,5.6,3.46
27-05-2020,2917,"24.8990,91.8711",88.1,70.3,78.6,103.2,70.3,82.9,75.4,90.6,1.338,100,16.67,rain,,,48.3,9.4,172.8,1006.8,49.6,1.9,241.0,20.9,8,,2020-05-27T05:03:56,2020-05-27T18:35:43,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4164,4164,10.61,3799,65,26.8,22.8,24.4,29.1,118.5,118.5,24.0,11.0,1.42
27-05-2021,3282,"24.8990,91.8711",89.7,66.3,80.6,97.6,66.3,84.0,71.3,75.1,0.118,100,4.17,rain,,,,10.1,155.3,1004.0,63.4,1.6,235.6,20.1,8,,2021-05-27T05:04:00,2021-05-27T18:35:37,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999",4529,4529,1.84,4164,51,30.2,25.0,27.7,31.7,0.1,0.1,1.0,11.0,2.82
27-05-2022,3647,"24.8990,91.8711",91.1,62.7,78.1,98.1,62.7,80.4,70.5,79.2,0.191,100,45.83,rain,0.0,0.0,8.5,7.2,72.3,1002.3,30.6,11.1,276.4,23.8,10,30.0,2022-05-27T05:04:04,2022-05-27T18:35:30,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999",4894,4894,3.47,4529,53,29.5,21.7,24.9,29.8,7.7,7.7,20.0,6.4,2.71
27-05-2022,4012,"24.8990,91.8711",91.1,62.7,78.1,98.1,62.7,80.4,70.5,79.2,0.191,100,45.83,rain,0.0,0.0,8.5,7.2,72.3,1002.3,30.6,11.1,276.4,23.8,10,30.0,2022-05-27T05:04:04,2022-05-27T18:35:30,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999",4894,4894,3.47,4529,53,29.5,21.7,24.9,29.8,7.7,7.7,20.0,6.4,2.71
27-05-2023,4377,"24.8990,91.8711",90.6,73.8,81.2,97.6,73.8,84.0,71.4,73.5,0.315,100,4.17,rain,0.0,0.0,15.4,12.3,107.3,1007.1,52.8,9.9,229.5,19.8,9,30.0,2023-05-27T05:04:09,2023-05-27T18:35:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5259,5259,2.66,4894,61,30.4,23.0,26.0,31.4,10.6,10.6,17.0,6.6,4.18
27-06-2012,26,"24.8990,91.8711",86.8,78.2,81.9,104.7,78.2,89.9,79.3,92.1,0.252,100,100.0,rain,,,,11.9,174.3,,92.1,,142.1,12.1,4,,2012-06-27T05:05:22,2012-06-27T18:45:48,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote,1273,1273,8.62,908,63,27.5,24.0,25.7,31.6,42.6,42.6,24.0,7.2,1.58
27-06-2013,391,"24.8990,91.8711",86.4,78.7,82.3,105.8,78.7,91.6,79.6,91.6,0.78,100,100.0,rain,,,,13.4,187.3,1002.0,93.1,3.0,137.0,11.8,4,,2013-06-27T05:05:18,2013-06-27T18:45:46,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",1638,1638,7.17,1273,63,28.8,25.0,26.4,31.6,68.3,68.3,24.0,13.7,1.65
27-06-2014,756,"24.8990,91.8711",89.3,78.2,82.7,107.6,78.2,91.5,79.3,89.8,0.228,100,100.0,rain,,,,11.6,183.9,1005.7,82.6,2.7,188.8,16.4,7,,2014-06-27T05:05:14,2014-06-27T18:45:45,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2003,2003,8.16,1638,63,26.6,23.8,25.5,31.0,54.3,54.3,24.0,8.7,0.96
27-06-2015,2094,"24.8990,91.8711",90.2,76.6,81.9,103.7,76.6,89.0,78.1,88.9,0.39,100,100.0,rain,,,,11.9,149.1,998.9,90.6,2.7,189.0,16.2,6,,2015-06-27T05:05:10,2015-06-27T18:45:44,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote",2368,2368,6.31,2003,63,31.0,24.7,26.9,32.4,28.3,28.3,22.0,13.1,2.71
27-06-2016,2460,"24.8990,91.8711",93.7,75.5,85.0,114.2,75.5,96.5,79.4,84.4,0.432,100,62.5,rain,,,,6.9,207.8,1002.9,89.1,2.6,249.9,21.4,8,,2016-06-27T05:05:23,2016-06-27T18:45:48,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2734,2734,6.05,2369,61,31.6,25.8,28.0,34.7,16.2,16.2,16.0,5.2,2.8
27-06-2017,2825,"24.8990,91.8711",87.8,79.2,82.8,100.0,79.2,91.3,78.3,87.0,1.063,100,8.33,rain,,,,6.7,171.6,1003.0,89.9,2.6,132.3,11.5,4,,2017-06-27T05:05:18,2017-06-27T18:45:47,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3099,3099,6.14,2734,61,30.6,25.5,28.1,34.4,9.9,9.9,12.0,4.3,3.05
27-06-2018,1243,"24.8990,91.8711",91.3,77.9,84.3,111.6,77.9,94.9,79.0,85.0,0.512,100,4.17,rain,,,,12.1,171.2,1002.3,82.5,2.6,287.8,24.9,9,,2018-06-27T05:05:15,2018-06-27T18:45:46,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41915099999,42515099999,41891099999,remote,42516099999",3464,3464,4.41,3099,63,30.8,25.1,28.0,33.8,6.9,6.9,10.0,7.0,3.61
27-06-2019,1608,"24.8990,91.8711",87.7,66.8,81.0,107.0,66.8,89.5,78.7,93.0,1.811,100,12.5,rain,,,,13.9,197.4,1001.5,91.2,1.5,183.3,16.0,6,,2019-06-27T05:05:11,2019-06-27T18:45:45,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3829,3829,5.28,3464,63,30.7,25.8,26.8,32.8,54.9,54.9,24.0,14.4,1.72
