datetime,Unnamed: 0_x,name,tempmax_x,tempmin_x,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed_x,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Unnamed: 0.1,Unnamed: 0_y,river_discharge,Unnamed: 0,weathercode,tempmax_y,tempmin_y,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_y,et0_fao_evapotranspiration
07-11-2012,159,"24.8990,91.8711",80.7,68.4,74.4,84.7,68.4,74.9,70.4,87.8,0.258,100,50.0,rain,,,,10.5,242.7,1010.1,31.9,2.5,198.3,17.1,8,,2012-11-07T06:03:34,2012-11-07T17:08:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41915099999,41891099999,remote",1406,1406,3.58,1041,51,23.8,20.9,21.9,26.0,4.7,4.7,18.0,5.1,0.93
07-11-2013,524,"24.8990,91.8711",84.8,64.4,74.3,89.1,64.4,75.4,67.3,80.1,0.0,0,0.0,,,,,6.5,75.7,1014.0,22.7,2.7,214.7,18.5,8,,2013-11-07T06:03:24,2013-11-07T17:08:37,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41915099999,41891099999,remote",1771,1771,2.01,1406,0,28.4,16.5,22.5,23.9,0.0,0.0,0.0,7.9,3.47
07-11-2014,889,"24.8990,91.8711",92.0,70.6,79.2,99.6,70.6,81.5,70.3,75.9,0.0,0,0.0,,,,,4.5,343.9,1009.6,17.2,2.8,217.4,18.9,8,,2014-11-07T06:03:15,2014-11-07T17:08:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",2136,2136,2.06,1771,1,31.0,18.9,24.9,26.9,0.0,0.0,0.0,7.1,3.6
07-11-2015,2227,"24.8990,91.8711",86.1,65.4,74.5,88.5,65.4,75.1,65.5,75.2,0.0,0,0.0,,,,,6.7,58.1,1013.7,2.6,2.6,200.7,17.3,8,,2015-11-07T06:03:05,2015-11-07T17:08:52,0.85,Clear,Clear conditions throughout the day.,clear-day,"41915099999,42515099999,41891099999,remote",2501,2501,2.3,2136,1,29.0,17.6,23.2,25.2,0.0,0.0,0.0,7.3,3.32
07-11-2016,2593,"24.8990,91.8711",80.7,61.1,73.1,85.3,61.1,73.5,70.0,90.0,0.114,100,4.17,rain,,,,12.4,189.9,1008.1,52.0,1.7,132.6,11.5,5,,2016-11-07T06:03:35,2016-11-07T17:08:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2867,2867,3.5,2502,3,27.7,20.6,23.8,27.9,0.0,0.0,0.0,5.3,2.82
07-11-2017,1011,"24.8990,91.8711",87.7,61.4,73.3,87.8,61.4,73.9,63.7,73.9,0.0,0,0.0,,,,,6.3,91.8,1011.8,0.4,2.6,219.2,18.9,8,,2017-11-07T06:03:25,2017-11-07T17:08:36,0.61,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3232,3232,2.92,2867,0,30.0,16.9,23.6,26.0,0.0,0.0,0.0,7.2,3.47
07-11-2018,1376,"24.8990,91.8711",82.8,48.5,72.8,88.3,48.5,73.3,63.9,75.5,0.0,0,0.0,,,,,6.3,77.3,1014.8,0.9,2.1,192.6,16.7,7,,2018-11-07T06:03:16,2018-11-07T17:08:44,0.0,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3597,3597,1.8,3232,1,26.7,16.9,21.8,23.9,0.0,0.0,0.0,6.8,3.07
07-11-2019,1741,"24.8990,91.8711",85.9,66.1,76.4,90.9,66.1,77.8,68.7,78.6,0.0,0,0.0,,,,,6.3,78.1,1008.9,54.0,2.4,212.3,18.3,8,,2019-11-07T06:03:07,2019-11-07T17:08:52,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3962,3962,2.18,3597,1,29.5,19.8,24.1,27.2,0.0,0.0,0.0,8.3,3.32
07-11-2020,3081,"24.8990,91.8711",86.1,61.1,73.7,88.5,61.1,74.4,64.9,75.5,0.0,0,0.0,,,,,4.5,77.2,1014.4,3.4,2.5,217.6,18.8,8,,2020-11-07T06:03:37,2020-11-07T17:08:28,0.73,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4328,4328,2.56,3963,0,28.8,17.3,22.8,25.2,0.0,0.0,0.0,6.5,3.43
07-11-2021,3446,"24.8990,91.8711",79.4,53.0,67.5,79.4,53.0,67.5,59.1,75.9,0.0,0,0.0,,,,,5.4,52.9,1010.3,27.6,1.8,220.6,18.9,8,,2021-11-07T06:03:28,2021-11-07T17:08:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,remote,42516099999",4693,4693,1.65,4328,0,28.5,17.4,22.5,24.4,0.0,0.0,0.0,6.9,3.4
07-11-2022,3811,"24.8990,91.8711",87.7,57.8,74.6,92.4,57.8,75.4,64.2,71.3,0.0,0,0.0,,0.0,0.0,6.9,6.9,65.3,1013.9,12.3,10.8,213.7,18.5,8,10.0,2022-11-07T06:03:19,2022-11-07T17:08:44,0.46,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5058,5058,1.79,4693,0,28.6,18.7,23.7,26.5,0.0,0.0,0.0,6.2,3.21
07-11-2022,4176,"24.8990,91.8711",87.7,57.8,74.6,92.4,57.8,75.4,64.2,71.3,0.0,0,0.0,,0.0,0.0,6.9,6.9,65.3,1013.9,12.3,10.8,213.7,18.5,8,10.0,2022-11-07T06:03:19,2022-11-07T17:08:44,0.46,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5058,5058,1.79,4693,0,28.6,18.7,23.7,26.5,0.0,0.0,0.0,6.2,3.21
07-12-2012,189,"24.8990,91.8711",77.1,53.1,64.1,77.1,53.1,64.1,57.5,79.3,0.0,0,0.0,,,,,6.0,202.7,1012.4,12.2,2.2,123.7,10.7,6,,2012-12-07T06:24:37,2012-12-07T17:03:23,0.79,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",1436,1436,1.54,1071,51,23.2,14.0,18.9,20.5,0.4,0.4,3.0,5.6,2.04
07-12-2013,554,"24.8990,91.8711",82.7,62.7,71.6,83.0,62.7,71.8,62.8,74.9,0.0,0,0.0,,,,,4.3,39.5,1011.9,40.8,2.8,175.9,15.2,7,,2013-12-07T06:24:27,2013-12-07T17:03:20,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41915099999,41891099999,remote",1801,1801,1.33,1436,1,26.8,14.8,20.3,21.2,0.0,0.0,0.0,7.2,2.77
07-12-2014,919,"24.8990,91.8711",83.4,55.7,68.9,82.8,55.7,68.9,61.7,80.2,0.0,0,0.0,,,,,6.9,280.1,1013.0,16.7,2.7,172.6,15.0,6,,2014-12-07T06:24:18,2014-12-07T17:03:18,0.52,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",2166,2166,1.34,1801,3,24.9,15.7,20.1,21.7,0.0,0.0,0.0,4.4,2.09
07-12-2015,2257,"24.8990,91.8711",81.2,59.4,69.3,81.6,59.4,69.3,60.5,75.6,0.157,100,4.17,rain,,,,6.3,155.6,1014.8,2.4,2.7,163.1,14.1,6,,2015-12-07T06:24:07,2015-12-07T17:03:14,0.86,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2531,2531,1.49,2166,0,26.2,15.0,20.2,21.2,0.0,0.0,0.0,6.3,2.66
07-12-2016,2623,"24.8990,91.8711",80.5,57.6,68.9,79.8,57.6,68.9,59.3,73.5,0.0,0,0.0,,,,,8.9,80.8,1013.7,0.0,2.7,192.2,16.5,7,,2016-12-07T06:24:38,2016-12-07T17:03:23,0.25,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2897,2897,1.7,2532,0,28.4,13.8,21.2,22.2,0.0,0.0,0.0,6.8,2.99
07-12-2017,1041,"24.8990,91.8711",80.7,53.7,67.5,80.0,53.7,67.5,58.0,74.0,0.0,0,0.0,,,,,5.1,110.2,1012.2,63.3,2.9,190.5,16.4,7,,2017-12-07T06:24:28,2017-12-07T17:03:20,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3262,3262,1.82,2897,1,26.6,13.2,20.4,20.6,0.0,0.0,0.0,6.9,2.85
07-12-2018,1406,"24.8990,91.8711",80.5,51.0,65.5,80.7,51.0,65.6,59.1,81.0,0.0,0,0.0,,,,,6.5,87.4,1012.7,20.6,2.4,179.7,15.6,7,,2018-12-07T06:24:18,2018-12-07T17:03:17,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3627,3627,1.22,3262,2,24.3,12.5,18.3,19.2,0.0,0.0,0.0,5.8,2.5
07-12-2019,1771,"24.8990,91.8711",82.0,57.3,68.1,81.8,57.3,68.1,58.7,73.4,0.0,0,0.0,,,,,7.2,68.4,1016.7,48.3,3.0,181.3,15.6,7,,2019-12-07T06:24:09,2019-12-07T17:03:15,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3992,3992,1.42,3627,1,26.9,13.3,20.2,20.8,0.0,0.0,0.0,8.3,2.94
07-12-2020,3111,"24.8990,91.8711",76.0,58.4,66.9,76.0,58.4,66.9,61.7,83.6,0.0,0,0.0,,,,,5.6,92.0,1016.1,11.2,2.4,126.8,10.9,5,,2020-12-07T06:24:40,2020-12-07T17:03:24,0.74,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4358,4358,1.57,3993,51,24.7,15.6,19.9,21.2,0.1,0.1,1.0,6.9,2.39
07-12-2021,3476,"24.8990,91.8711",79.2,55.5,68.9,79.2,55.5,68.9,66.7,93.2,0.188,100,8.33,rain,,,,10.1,202.8,1014.5,52.4,0.6,148.1,12.9,6,,2021-12-07T06:24:31,2021-12-07T17:03:22,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999",4723,4723,2.77,4358,61,22.7,18.8,20.4,22.8,16.9,16.9,19.0,8.9,0.9
07-12-2022,3841,"24.8990,91.8711",84.1,58.4,69.6,83.8,58.4,69.6,57.3,67.1,0.0,0,0.0,,0.0,0.0,5.8,4.9,82.2,1011.7,24.8,10.8,186.2,16.0,7,10.0,2022-12-07T06:24:22,2022-12-07T17:03:19,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5088,5088,1.19,4723,1,26.9,15.1,20.8,21.5,0.0,0.0,0.0,6.9,2.89
07-12-2022,4206,"24.8990,91.8711",84.1,58.4,69.6,83.8,58.4,69.6,57.3,67.1,0.0,0,0.0,,0.0,0.0,5.8,4.9,82.2,1011.7,24.8,10.8,186.2,16.0,7,10.0,2022-12-07T06:24:22,2022-12-07T17:03:19,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5088,5088,1.19,4723,1,26.9,15.1,20.8,21.5,0.0,0.0,0.0,6.9,2.89
08-01-2013,221,"24.8990,91.8711",67.0,44.3,55.4,67.0,41.0,54.7,41.6,62.0,0.0,0,0.0,,,,,6.9,269.3,1014.7,11.4,1.9,178.5,15.4,7,,2013-01-08T06:38:55,2013-01-08T17:19:35,0.88,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",1468,1468,1.09,1103,0,20.5,7.1,14.2,13.5,0.0,0.0,0.0,7.4,2.65
08-01-2014,586,"24.8990,91.8711",74.4,50.3,60.3,74.4,50.3,60.3,53.4,79.5,0.0,0,0.0,,,,,4.9,56.9,1016.5,18.7,1.5,176.2,15.2,7,,2014-01-08T06:38:53,2014-01-08T17:19:25,0.25,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",1833,1833,0.99,1468,2,21.5,10.3,15.5,15.4,0.0,0.0,0.0,6.3,2.6
08-01-2015,1924,"24.8990,91.8711",75.8,50.3,62.5,75.8,50.3,62.5,53.3,74.4,0.0,0,0.0,,,,,5.4,221.9,1013.7,0.8,1.9,165.3,14.2,6,,2015-01-08T06:38:51,2015-01-08T17:19:15,0.6,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",2198,2198,1.01,1833,1,23.2,11.1,17.0,17.6,0.0,0.0,0.0,6.4,2.43
08-01-2016,2289,"24.8990,91.8711",78.3,54.8,65.7,78.3,54.8,65.7,53.9,68.6,0.0,0,0.0,,,,,5.6,186.0,1015.9,27.7,2.7,166.7,14.3,7,,2016-01-08T06:38:48,2016-01-08T17:19:04,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2563,2563,1.05,2198,51,23.3,12.8,17.6,18.1,0.7,0.7,6.0,6.8,2.31
08-01-2017,2655,"24.8990,91.8711",77.0,50.5,64.0,77.0,50.5,64.0,55.7,76.1,0.0,0,0.0,,,,,6.6,141.2,1012.1,3.6,2.0,183.3,15.8,7,,2017-01-08T06:38:54,2017-01-08T17:19:36,0.35,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2929,2929,1.19,2564,0,24.6,12.4,17.9,18.1,0.0,0.0,0.0,7.6,2.85
08-01-2018,1073,"24.8990,91.8711",65.9,42.2,53.2,65.9,40.5,52.8,44.7,74.5,0.0,0,0.0,,,,,5.8,104.3,1015.9,12.2,2.0,183.9,15.8,7,,2018-01-08T06:38:53,2018-01-08T17:19:26,0.71,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",3294,3294,1.42,2929,0,20.1,7.9,13.8,13.4,0.0,0.0,0.0,6.9,2.6
08-01-2019,1438,"24.8990,91.8711",76.7,48.0,62.6,76.7,48.0,62.6,51.3,68.5,0.0,0,0.0,,,,,7.2,164.8,1013.4,2.7,2.3,184.6,15.9,7,,2019-01-08T06:38:51,2019-01-08T17:19:15,0.07,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3659,3659,0.97,3294,0,24.0,10.6,16.8,17.1,0.0,0.0,0.0,6.3,2.77
08-01-2020,1803,"24.8990,91.8711",70.4,48.3,58.4,70.4,48.3,58.4,52.3,80.9,0.0,0,0.0,,,,,5.6,59.0,1017.3,36.0,1.7,154.2,13.2,6,,2020-01-08T06:38:49,2020-01-08T17:19:05,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,remote,42516099999",4024,4024,1.06,3659,3,22.4,11.7,17.8,18.6,0.0,0.0,0.0,5.7,2.47
08-01-2021,3143,"24.8990,91.8711",81.6,55.8,67.6,81.2,55.8,67.6,59.5,76.9,0.0,0,0.0,,,,,5.6,78.2,1011.4,59.8,2.6,164.7,14.1,6,,2021-01-08T06:38:56,2021-01-08T17:19:38,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4390,4390,1.09,4025,1,26.2,13.5,19.4,20.4,0.0,0.0,0.0,7.0,2.89
08-01-2022,3508,"24.8990,91.8711",75.1,52.4,63.5,75.1,52.4,63.5,54.2,73.3,0.0,0,0.0,,,,,6.0,112.8,1016.5,2.1,2.0,189.4,16.4,7,,2022-01-08T06:38:55,2022-01-08T17:19:28,0.18,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4755,4755,0.87,4390,0,25.6,11.9,18.6,19.4,0.0,0.0,0.0,6.0,2.85
08-01-2022,3873,"24.8990,91.8711",75.1,52.4,63.5,75.1,52.4,63.5,54.2,73.3,0.0,0,0.0,,,,,6.0,112.8,1016.5,2.1,2.0,189.4,16.4,7,,2022-01-08T06:38:55,2022-01-08T17:19:28,0.18,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4755,4755,0.87,4390,0,25.6,11.9,18.6,19.4,0.0,0.0,0.0,6.0,2.85
08-01-2023,4238,"24.8990,91.8711",79.8,55.8,66.3,79.8,55.8,66.3,53.1,65.1,0.0,0,0.0,,0.0,0.0,6.7,5.6,65.8,1015.9,10.8,10.6,191.7,16.4,7,10.0,2023-01-08T06:38:53,2023-01-08T17:19:18,0.54,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5120,5120,0.89,4755,1,25.8,12.3,18.9,20.1,0.0,0.0,0.0,6.9,2.82
08-02-2013,252,"24.8990,91.8711",84.5,61.4,70.9,83.2,61.4,70.8,58.1,66.6,0.0,0,0.0,,,,,6.5,252.5,1012.5,34.4,3.0,166.9,14.4,6,,2013-02-08T06:31:26,2013-02-08T17:42:15,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41915099999,41891099999,remote",1499,1499,1.0,1134,51,26.2,15.8,20.8,22.7,0.2,0.2,2.0,7.6,2.17
08-02-2014,617,"24.8990,91.8711",86.4,53.7,68.7,85.3,53.7,68.6,55.5,65.7,0.0,0,0.0,,,,,8.7,218.9,1008.5,41.3,2.7,203.9,17.8,7,,2014-02-08T06:31:35,2014-02-08T17:42:05,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41915099999,41891099999,remote",1864,1864,0.94,1499,51,26.3,13.8,20.0,20.9,0.7,0.7,3.0,8.9,3.32
08-02-2015,1955,"24.8990,91.8711",82.1,48.8,66.2,80.6,48.8,66.1,47.1,53.3,0.0,0,0.0,,,,,6.9,187.4,1015.5,68.3,2.6,167.1,14.5,6,,2015-02-08T06:31:44,2015-02-08T17:41:56,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41915099999,41891099999,remote",2229,2229,0.91,1864,1,25.0,11.5,18.4,18.6,0.0,0.0,0.0,7.3,3.41
08-02-2016,2320,"24.8990,91.8711",83.7,54.4,67.8,81.8,54.4,67.6,53.3,63.7,0.0,0,0.0,,,,,6.7,193.0,1014.2,6.5,2.6,198.4,17.1,7,,2016-02-08T06:31:52,2016-02-08T17:41:45,0.0,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2594,2594,0.97,2229,53,26.6,12.7,19.9,20.2,0.8,0.8,1.0,6.9,3.59
08-02-2017,2686,"24.8990,91.8711",81.4,57.4,69.4,81.0,57.4,69.4,55.6,64.2,0.0,0,0.0,,,,,4.3,292.1,1013.3,4.8,2.5,207.2,17.9,8,,2017-02-08T06:31:25,2017-02-08T17:42:15,0.4,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2960,2960,1.06,2595,0,26.8,13.5,20.0,20.7,0.0,0.0,0.0,7.2,3.5
08-02-2018,1104,"24.8990,91.8711",77.9,58.9,66.6,77.9,58.9,66.6,60.5,82.6,0.0,0,0.0,,,,,8.9,212.1,1011.0,59.1,1.6,143.6,12.3,6,,2018-02-08T06:31:34,2018-02-08T17:42:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3325,3325,1.19,2960,3,24.9,13.0,18.9,19.9,0.0,0.0,0.0,10.6,2.8
08-02-2019,1469,"24.8990,91.8711",83.7,52.1,66.9,82.4,52.1,66.8,51.7,60.6,0.0,0,0.0,,,,,6.3,57.7,1016.5,84.9,1.3,183.7,15.8,7,,2019-02-08T06:31:43,2019-02-08T17:41:56,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,remote,42516099999",3690,3690,0.94,3325,51,28.3,13.8,21.9,22.9,0.5,0.5,4.0,8.7,3.5
08-02-2020,1834,"24.8990,91.8711",74.7,50.1,61.4,74.7,50.1,61.4,50.9,70.3,0.0,0,0.0,,,,,5.6,79.2,1017.8,31.0,1.3,195.0,16.8,7,,2020-02-08T06:31:52,2020-02-08T17:41:47,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,remote,42516099999",4055,4055,0.97,3690,3,24.8,12.2,18.8,19.0,0.0,0.0,0.0,5.6,2.74
08-02-2021,3174,"24.8990,91.8711",78.7,48.3,62.3,78.7,48.3,62.3,50.1,66.9,0.0,0,0.0,,,,,6.9,207.2,1014.8,8.3,1.4,206.2,17.9,7,,2021-02-08T06:31:26,2021-02-08T17:42:18,0.87,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4421,4421,0.97,4056,0,25.7,11.6,18.4,18.8,0.0,0.0,0.0,9.8,3.57
08-02-2022,3539,"24.8990,91.8711",72.9,46.5,59.2,72.9,46.5,59.2,48.7,69.8,0.0,0,0.0,,0.0,0.0,9.2,6.7,290.7,1015.0,13.4,11.7,215.9,18.5,8,10.0,2022-02-08T06:31:35,2022-02-08T17:42:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4786,4786,0.99,4421,1,20.4,9.6,14.9,14.7,0.0,0.0,0.0,6.3,2.84
08-02-2022,3904,"24.8990,91.8711",72.9,46.5,59.2,72.9,46.5,59.2,48.7,69.8,0.0,0,0.0,,0.0,0.0,9.2,6.7,290.7,1015.0,13.4,11.7,215.9,18.5,8,10.0,2022-02-08T06:31:35,2022-02-08T17:42:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4786,4786,0.99,4421,1,20.4,9.6,14.9,14.7,0.0,0.0,0.0,6.3,2.84
08-02-2023,4269,"24.8990,91.8711",80.1,56.6,67.4,80.0,56.6,67.4,52.8,61.0,0.0,0,0.0,,0.0,0.0,10.7,7.6,80.0,1012.5,34.4,10.5,158.4,13.6,8,10.0,2023-02-08T06:31:44,2023-02-08T17:41:59,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",5151,5151,0.86,4786,51,25.5,14.4,20.3,21.5,0.7,0.7,7.0,6.4,2.91
08-03-2013,280,"24.8990,91.8711",93.8,63.5,77.1,90.0,63.5,76.2,51.2,44.1,0.0,0,0.0,,,,,7.8,283.1,1012.8,2.6,2.8,248.2,21.4,9,,2013-03-08T06:08:44,2013-03-08T17:58:12,0.87,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",1527,1527,0.97,1162,0,31.8,15.4,23.5,24.4,0.0,0.0,0.0,8.4,4.79
08-03-2014,645,"24.8990,91.8711",87.5,58.2,72.9,84.3,58.2,72.1,48.5,46.9,0.0,0,0.0,,,,,5.8,313.6,1015.6,0.2,3.0,274.0,23.6,9,,2014-03-08T06:08:58,2014-03-08T17:58:06,0.25,Clear,Clear conditions throughout the day.,clear-day,"41915099999,41891099999,remote",1892,1892,0.91,1527,0,27.8,12.6,20.4,20.4,0.0,0.0,0.0,8.4,4.58
08-03-2015,1983,"24.8990,91.8711",89.5,60.0,74.2,86.3,60.0,73.3,48.2,42.2,0.0,0,0.0,,,,,6.5,328.9,,0.0,,265.5,22.9,9,,2015-03-08T06:09:13,2015-03-08T17:57:59,0.59,Clear,Clear conditions throughout the day.,clear-day,remote,2257,2257,0.91,1892,0,28.4,15.4,21.7,22.9,0.0,0.0,0.0,7.2,4.36
08-03-2016,2349,"24.8990,91.8711",93.8,66.8,78.2,93.5,66.8,78.3,60.8,57.9,0.0,0,0.0,,,,,8.5,217.1,1010.0,11.7,2.9,238.7,20.7,9,,2016-03-08T06:08:28,2016-03-08T17:58:20,0.97,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2623,2623,1.0,2258,53,30.3,18.2,23.9,26.8,1.8,1.8,6.0,12.1,4.0
08-03-2017,2714,"24.8990,91.8711",86.6,59.6,73.6,85.9,59.6,73.4,60.1,66.1,0.232,100,20.83,rain,,,,6.7,172.3,1009.8,39.2,2.5,220.7,19.1,8,,2017-03-08T06:08:41,2017-03-08T17:58:12,0.34,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",2988,2988,1.38,2623,53,27.5,14.8,21.7,23.6,5.7,5.7,10.0,7.1,3.83
08-03-2018,1132,"24.8990,91.8711",89.7,58.4,73.9,86.2,58.4,73.6,56.3,57.7,0.0,0,0.0,,,,,7.8,54.9,1012.0,0.0,2.8,261.0,22.4,9,,2018-03-08T06:08:56,2018-03-08T17:58:06,0.7,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",3353,3353,1.12,2988,0,30.4,15.1,22.6,23.4,0.0,0.0,0.0,7.3,4.64
08-03-2019,1497,"24.8990,91.8711",84.6,44.9,67.6,82.5,44.9,67.3,49.8,55.6,0.0,0,0.0,,,,,8.9,282.8,1013.9,5.8,1.8,259.0,22.3,9,,2019-03-08T06:09:11,2019-03-08T17:57:59,0.05,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",3718,3718,1.0,3353,0,26.4,12.2,20.0,20.3,0.0,0.0,0.0,12.8,4.46
08-03-2020,1863,"24.8990,91.8711",81.4,61.6,71.4,83.3,61.6,71.7,64.2,79.4,0.112,100,37.5,rain,,,,5.4,188.2,1012.6,39.8,2.2,169.4,14.7,7,,2020-03-08T06:08:27,2020-03-08T17:58:21,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999",4084,4084,1.38,3719,61,26.6,15.5,20.9,23.0,4.7,4.7,7.0,9.8,3.07
08-03-2021,3202,"24.8990,91.8711",85.0,54.2,70.6,85.6,54.2,70.8,59.6,69.9,0.391,100,45.83,rain,,,,5.6,73.3,1015.0,18.1,1.4,211.9,18.3,7,,2021-03-08T06:08:42,2021-03-08T17:58:15,0.82,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999",4449,4449,1.44,4084,61,26.5,17.4,21.9,23.8,2.1,2.1,2.0,6.3,3.41
08-03-2022,3567,"24.8990,91.8711",95.1,60.9,74.9,91.3,60.9,74.0,46.8,39.9,0.0,0,0.0,,0.0,0.0,13.9,10.5,203.8,1009.8,6.2,11.6,270.2,23.3,9,10.0,2022-03-08T06:08:56,2022-03-08T17:58:08,0.18,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4814,4814,0.91,4449,0,32.1,15.3,23.6,25.3,0.0,0.0,0.0,7.7,4.67
08-03-2022,3932,"24.8990,91.8711",95.1,60.9,74.9,91.3,60.9,74.0,46.8,39.9,0.0,0,0.0,,0.0,0.0,13.9,10.5,203.8,1009.8,6.2,11.6,270.2,23.3,9,10.0,2022-03-08T06:08:56,2022-03-08T17:58:08,0.18,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,remote,42516099999",4814,4814,0.91,4449,0,32.1,15.3,23.6,25.3,0.0,0.0,0.0,7.7,4.67
