,humidity,precip,precipcover,cloudcover,river_discharge,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,month,year
2130,82.2,2.4,45.83,48.8,1.23,34.3,3.1,3.1,8,10,2017
2132,78.0,0.6,20.83,29.5,1.31,34.9,0.1,0.1,1,10,2017
2133,81.2,0.3,12.5,64.0,1.4,34.1,0.0,0.0,0,10,2017
2134,84.0,1.8,54.17,61.8,1.54,33.9,0.0,0.0,0,10,2017
2135,87.0,2.9,79.17,72.2,1.78,34.5,0.5,0.5,4,12,2017
2136,84.2,0.7,29.17,51.7,2.31,34.0,0.0,0.0,0,11,2017
2137,84.7,4.4,66.67,47.3,3.45,33.4,1.0,1.0,5,10,2017
2138,90.6,35.6,100.0,88.1,4.47,30.1,29.0,29.0,13,9,2017
2139,90.6,68.3,100.0,82.5,3.83,29.3,49.3,49.3,24,8,2017
2140,89.7,22.6,100.0,78.6,1.94,31.2,16.0,16.0,18,7,2017
2141,85.7,16.6,100.0,80.8,1.51,33.2,5.4,5.4,13,6,2017
2142,85.4,25.8,100.0,76.7,1.55,35.0,2.8,2.8,5,5,2017
2143,82.8,6.0,100.0,64.2,1.73,35.7,0.0,0.0,0,4,2017
2144,85.2,17.1,100.0,72.2,1.92,34.0,8.1,8.1,8,3,2017
2145,88.3,31.0,100.0,72.2,2.09,33.2,2.7,2.7,3,2,2017
2146,89.7,46.3,100.0,87.6,2.33,33.4,12.9,12.9,11,1,2017
2147,89.7,41.6,100.0,88.5,2.48,32.8,5.7,5.7,12,9,2017
2148,90.3,71.5,100.0,93.9,2.91,31.5,9.2,9.2,14,9,2017
2149,89.5,28.1,100.0,87.1,2.72,32.7,26.3,26.3,17,9,2017
2150,85.6,60.9,100.0,84.7,2.0,33.6,17.4,17.4,16,9,2017
2151,88.2,17.3,100.0,65.4,1.86,34.8,7.2,7.2,10,9,2017
2152,87.0,7.7,100.0,70.3,1.81,35.6,9.3,9.3,11,9,2017
2153,83.4,5.9,91.67,70.2,1.84,36.0,3.9,3.9,5,9,2017
2154,84.6,12.5,100.0,73.6,2.16,35.5,1.1,1.1,5,9,2017
2155,85.4,15.1,100.0,69.5,2.69,34.5,5.8,5.8,6,9,2017
2156,89.0,41.8,100.0,76.4,2.78,32.9,20.5,20.5,8,9,2017
2157,91.7,88.8,100.0,93.3,2.78,32.7,5.9,5.9,7,9,2017
2158,90.5,111.9,100.0,93.0,3.55,32.1,12.8,12.8,21,9,2017
2159,86.9,41.9,100.0,80.4,3.94,32.2,16.0,16.0,14,9,2017
2160,91.8,24.0,100.0,85.0,3.08,33.6,48.9,48.9,20,9,2017
2161,84.7,18.6,87.5,62.6,1.53,37.0,3.5,3.5,2,9,2017
2162,84.3,1.6,41.67,75.3,1.77,35.0,0.2,0.2,2,9,2017
2163,87.2,15.8,79.17,73.6,2.23,34.1,1.2,1.2,4,9,2017
2164,90.6,22.2,100.0,83.9,2.66,32.1,9.7,9.7,9,9,2017
2165,90.2,63.8,100.0,88.4,2.52,32.9,16.9,16.9,20,12,2017
2166,90.6,40.5,100.0,84.0,1.93,33.2,20.2,20.2,20,11,2017
2167,89.6,149.0,87.5,83.9,1.51,33.1,5.6,5.6,8,10,2017
2168,89.9,45.3,100.0,84.9,1.52,33.0,3.2,3.2,10,9,2017
2169,87.3,12.7,83.33,77.9,1.61,33.6,3.6,3.6,10,8,2017
2170,83.7,23.6,91.67,70.3,1.77,35.4,1.2,1.2,3,7,2017
2171,86.5,33.0,100.0,47.8,2.05,35.4,0.8,0.8,3,6,2017
2172,88.4,18.2,100.0,81.0,2.24,35.7,12.3,12.3,11,5,2017
2173,89.8,4.1,87.5,85.6,2.14,35.8,12.4,12.4,9,4,2017
2174,88.8,33.0,100.0,59.9,2.29,34.7,2.2,2.2,9,3,2017
2175,89.4,79.9,100.0,92.0,2.76,32.8,9.8,9.8,16,2,2017
2176,91.0,142.1,100.0,93.8,2.82,31.8,18.9,18.9,22,1,2017
2177,90.2,84.7,100.0,93.2,2.63,33.3,14.2,14.2,17,8,2017
2178,87.8,33.1,100.0,81.7,2.45,34.4,13.5,13.5,15,8,2017
2179,88.2,27.5,100.0,77.8,2.2,32.7,13.0,13.0,9,8,2017
2180,88.9,22.8,91.67,84.9,2.09,32.3,10.7,10.7,11,8,2017
2181,89.5,74.1,100.0,87.9,2.24,31.7,7.2,7.2,16,8,2017
2182,90.1,32.6,100.0,84.6,2.21,32.8,14.2,14.2,19,8,2017
2183,86.8,18.9,100.0,82.9,1.92,33.9,5.7,5.7,9,8,2017
2184,86.5,19.7,95.83,79.9,2.01,33.6,7.7,7.7,16,8,2017
2185,85.7,8.7,87.5,60.5,2.0,33.7,4.1,4.1,8,8,2017
2186,86.3,29.3,100.0,85.7,1.78,34.6,16.9,16.9,18,8,2017
2187,82.7,7.4,95.83,72.0,1.55,35.1,3.3,3.3,8,8,2017
2188,85.0,2.9,79.17,76.8,1.65,34.1,0.6,0.6,4,8,2017
2189,87.7,14.9,91.67,54.7,1.94,32.6,2.0,2.0,8,8,2017
2190,88.4,18.1,100.0,81.1,2.56,32.4,1.6,1.6,5,8,2017
2191,88.9,29.2,66.67,84.3,3.53,32.9,1.0,1.0,5,8,2017
2192,92.7,51.3,100.0,91.0,3.7,33.0,34.5,34.5,24,8,2017
2193,88.9,40.1,100.0,89.8,2.61,33.6,11.5,11.5,13,8,2017
2194,89.5,27.8,100.0,90.3,2.67,32.8,10.0,10.0,13,8,2017
2195,91.5,133.7,100.0,95.8,2.66,32.6,14.3,14.3,20,8,2017
2196,93.3,256.9,100.0,96.3,2.34,32.3,17.6,17.6,19,12,2017
2197,90.4,166.3,100.0,94.2,2.14,33.2,5.0,5.0,11,11,2017
2198,90.2,168.3,100.0,92.9,2.18,32.5,16.4,16.4,12,10,2017
2199,88.0,203.7,100.0,87.8,2.14,32.9,6.3,6.3,15,9,2017
2200,88.9,25.6,100.0,76.3,2.45,33.0,4.8,4.8,13,8,2017
2201,90.7,33.7,100.0,80.1,2.87,32.3,10.9,10.9,12,7,2017
2202,90.1,38.1,100.0,78.1,2.69,33.5,14.5,14.5,14,6,2017
2203,89.2,42.5,100.0,90.2,2.47,33.7,9.9,9.9,12,5,2017
2204,88.7,26.5,100.0,90.5,2.6,34.7,9.1,9.1,15,4,2017
2205,90.9,82.2,100.0,89.9,2.58,35.1,18.5,18.5,13,3,2017
2206,88.9,17.6,100.0,84.8,2.14,35.2,18.6,18.6,17,2,2017
2207,87.3,7.7,75.0,74.5,1.75,35.7,7.1,7.1,10,1,2017
2208,86.8,2.7,75.0,61.8,1.78,35.1,4.9,4.9,6,7,2017
2209,85.9,8.6,100.0,65.3,1.97,35.0,4.9,4.9,12,7,2017
2210,89.9,15.9,100.0,84.9,2.3,35.1,3.9,3.9,6,7,2017
2211,91.7,23.8,100.0,69.4,2.87,35.3,9.6,9.6,11,7,2017
2212,90.2,36.9,100.0,89.3,3.52,33.9,16.5,16.5,13,7,2017
2213,91.4,47.1,100.0,80.2,4.19,33.4,15.2,15.2,13,7,2017
2214,93.3,77.9,100.0,95.6,5.11,30.6,29.3,29.3,24,7,2017
2215,94.3,341.1,100.0,94.4,5.07,29.7,44.9,44.9,21,7,2017
2216,93.4,151.9,100.0,95.6,4.04,30.8,41.3,41.3,24,7,2017
2217,92.0,101.2,100.0,94.1,2.6,31.7,26.3,26.3,20,7,2017
2218,94.0,194.1,100.0,93.7,1.99,32.1,11.6,11.6,21,7,2017
2219,92.2,170.5,100.0,87.9,1.75,31.5,12.4,12.4,20,7,2017
2220,92.6,66.4,100.0,84.5,1.3,31.1,18.8,18.8,22,7,2017
2221,86.6,61.3,100.0,89.9,0.95,32.6,2.3,2.3,8,7,2017
2222,89.5,22.3,100.0,82.0,1.01,34.1,0.5,0.5,3,7,2017
2223,88.0,25.1,100.0,81.9,1.16,34.0,0.2,0.2,2,7,2017
2224,88.0,30.4,100.0,75.1,1.4,33.5,0.5,0.5,4,7,2017
2225,90.1,25.0,100.0,86.6,1.75,32.2,1.3,1.3,7,7,2017
2226,91.3,19.5,100.0,90.4,2.11,32.0,6.7,6.7,20,7,2017
2227,89.7,109.1,100.0,91.3,2.34,31.5,13.5,13.5,23,12,2017
2228,90.2,190.3,100.0,94.6,2.21,31.9,14.5,14.5,19,11,2017
2235,91.4,125.4,100.0,95.0,2.09,33.0,10.4,10.4,13,4,2017
2236,92.4,153.4,100.0,95.3,2.22,32.5,6.9,6.9,13,3,2017
2237,90.6,80.4,100.0,95.0,2.16,32.5,16.4,16.4,21,2,2017
2238,91.9,170.6,100.0,91.7,1.65,33.1,14.9,14.9,17,1,2017
2239,88.9,73.7,100.0,91.6,1.39,32.9,9.3,9.3,13,6,2017
2240,87.9,10.9,100.0,81.0,1.25,33.1,6.3,6.3,10,6,2017
2241,88.8,7.9,100.0,87.1,1.17,32.8,9.4,9.4,7,6,2017
2242,86.7,6.4,100.0,83.7,1.14,33.4,1.7,1.7,6,6,2017
2243,88.0,10.5,87.5,84.8,1.31,33.3,3.5,3.5,7,6,2017
2244,86.8,7.6,50.0,70.4,1.5,32.5,4.5,4.5,10,6,2017
2245,86.8,6.7,100.0,70.1,1.64,32.8,9.0,9.0,13,6,2017
2246,86.8,30.3,100.0,81.0,1.89,34.1,2.1,2.1,7,6,2017
2247,89.4,20.3,100.0,84.1,2.86,33.5,2.1,2.1,9,6,2017
2248,91.5,43.5,100.0,88.7,3.65,33.2,30.4,30.4,15,6,2017
2249,89.8,28.6,100.0,82.5,3.16,33.5,30.4,30.4,20,6,2017
2250,92.0,62.4,100.0,90.8,2.81,33.4,24.4,24.4,14,6,2017
2256,92.5,33.9,100.0,93.5,3.5,34.7,16.7,16.7,14,6,2017
2257,94.2,156.5,100.0,94.5,2.91,30.5,48.0,48.0,20,12,2017
2258,90.9,71.4,100.0,91.1,0.97,32.0,26.5,26.5,23,11,2017
2259,90.9,24.1,100.0,90.4,0.47,34.5,0.3,0.3,3,10,2017
2260,84.8,6.3,100.0,82.5,0.53,35.1,4.0,4.0,5,9,2017
2261,84.9,16.2,29.17,77.9,0.56,36.0,6.8,6.8,6,8,2017
2262,79.1,2.7,41.67,69.6,0.63,37.4,0.2,0.2,1,7,2017
2263,82.9,11.3,100.0,79.6,0.87,37.2,1.6,1.6,8,6,2017
2264,90.8,14.4,100.0,86.9,1.06,34.8,12.4,12.4,8,5,2017
2265,89.3,59.9,100.0,78.6,1.25,35.4,4.6,4.6,5,4,2017
2266,87.5,45.6,100.0,74.9,1.84,35.3,0.6,0.6,3,3,2017
2267,88.9,43.4,100.0,82.5,2.53,34.3,21.7,21.7,10,2,2017
2268,90.7,63.7,100.0,82.5,2.6,34.1,24.8,24.8,15,1,2017
2269,89.3,53.8,100.0,75.3,2.09,34.2,30.2,30.2,17,5,2017
2270,91.6,115.7,100.0,94.5,1.06,30.7,10.2,10.2,14,5,2017
2271,84.9,54.0,100.0,92.5,0.47,34.0,23.1,23.1,18,5,2017
2272,75.9,6.5,100.0,64.0,0.12,36.4,2.0,2.0,5,5,2017
2273,81.5,1.2,29.17,65.3,0.12,37.1,1.7,1.7,3,5,2017
2274,77.6,2.0,58.33,54.6,0.12,37.7,0.0,0.0,0,5,2017
2275,80.0,0.0,0.0,38.4,0.16,36.8,0.4,0.4,2,5,2017
2276,82.2,0.0,0.0,51.8,0.19,37.4,0.0,0.0,0,5,2017
2277,82.0,0.2,8.33,54.1,0.19,37.8,0.0,0.0,0,5,2017
2278,83.9,0.0,0.0,54.0,0.25,37.3,0.0,0.0,0,5,2017
2279,83.8,1.3,25.0,58.8,0.28,37.5,0.1,0.1,1,5,2017
2280,84.7,10.3,100.0,49.5,0.34,37.1,1.0,1.0,2,5,2017
2281,87.5,25.7,100.0,61.9,0.37,36.7,4.6,4.6,3,5,2017
2282,86.6,10.8,100.0,74.5,0.34,37.4,4.7,4.7,10,5,2017
2283,84.8,17.3,100.0,80.1,0.28,35.0,4.6,4.6,6,5,2017
2284,84.4,24.4,100.0,76.0,0.19,35.0,4.9,4.9,16,5,2017
2285,84.2,32.1,100.0,70.6,0.19,34.8,1.6,1.6,5,5,2017
2286,82.1,12.2,100.0,66.0,0.19,35.8,1.3,1.3,6,5,2017
2287,78.7,4.5,75.0,40.4,0.19,36.3,0.3,0.3,2,5,2017
2288,76.6,3.5,33.33,21.6,0.22,36.6,0.0,0.0,0,12,2017
2289,81.9,9.3,100.0,24.7,0.25,36.2,0.8,0.8,4,11,2017
2290,80.6,7.2,75.0,55.8,0.25,35.6,0.3,0.3,1,10,2017
2291,83.4,5.4,95.83,65.2,0.19,33.2,9.1,9.1,6,9,2017
2292,81.9,2.3,75.0,56.6,0.12,35.0,0.0,0.0,0,8,2017
2293,83.2,3.1,91.67,54.4,0.12,34.9,0.4,0.4,2,7,2017
2294,82.7,2.2,87.5,43.7,0.12,34.1,0.1,0.1,1,6,2017
2295,83.5,0.1,4.17,14.0,0.16,34.1,0.0,0.0,0,5,2017
2296,79.5,0.0,0.0,8.4,0.19,35.5,0.0,0.0,0,4,2017
2297,80.5,0.8,33.33,26.5,0.22,34.9,0.0,0.0,0,3,2017
2298,81.9,3.0,29.17,44.3,0.25,33.5,0.3,0.3,2,2,2017
2299,82.5,6.2,100.0,55.9,0.28,32.7,5.1,5.1,2,1,2017
2300,86.8,2.7,100.0,71.2,0.31,33.1,0.0,0.0,0,4,2017
2301,86.9,2.4,87.5,50.8,0.37,33.6,0.0,0.0,0,4,2017
2302,86.5,1.1,45.83,60.0,0.5,33.9,0.1,0.1,1,4,2017
2303,87.5,0.8,33.33,70.8,0.72,34.1,0.0,0.0,0,4,2017
2304,88.1,11.2,100.0,69.4,1.06,33.9,0.3,0.3,3,4,2017
2305,89.8,42.3,100.0,76.0,1.59,33.2,0.0,0.0,0,4,2017
2306,90.9,78.5,100.0,70.3,1.97,32.3,18.7,18.7,11,4,2017
2307,90.4,63.4,100.0,54.3,1.88,31.5,14.0,14.0,10,4,2017
2308,90.2,84.8,100.0,61.3,1.97,31.7,17.6,17.6,11,4,2017
2309,89.7,123.8,100.0,56.2,1.5,30.9,28.7,28.7,14,4,2017
2310,87.0,100.5,100.0,58.4,0.78,31.9,9.9,9.9,12,4,2017
2311,84.0,80.1,100.0,61.3,0.37,31.5,21.4,21.4,13,4,2017
2312,80.0,13.6,100.0,42.0,0.12,32.9,0.2,0.2,2,4,2017
2313,76.5,2.3,45.83,40.9,0.12,32.9,0.0,0.0,0,4,2017
2314,75.6,8.2,66.67,43.0,0.12,32.6,0.2,0.2,1,4,2017
2315,78.0,0.0,0.0,63.4,0.12,32.1,0.0,0.0,0,4,2017
2316,74.0,0.0,0.0,0.6,0.16,32.0,0.0,0.0,0,4,2017
2317,72.5,0.0,0.0,13.8,0.16,32.4,0.0,0.0,0,4,2017
2318,79.6,0.0,0.0,30.0,0.16,33.1,0.0,0.0,0,12,2017
2319,83.2,2.1,20.83,33.9,0.19,34.3,0.0,0.0,0,11,2017
2320,84.0,1.2,50.0,22.3,0.22,34.4,0.0,0.0,0,10,2017
2321,86.4,1.9,50.0,20.7,0.25,33.9,0.3,0.3,2,9,2017
2322,86.7,4.3,70.83,47.2,0.25,34.1,0.4,0.4,3,8,2017
2323,87.3,7.0,91.67,75.8,0.28,33.7,0.3,0.3,2,7,2017
2324,88.7,16.3,100.0,43.2,0.31,32.8,0.9,0.9,6,6,2017
2325,83.9,39.8,100.0,59.3,0.34,31.2,1.4,1.4,2,5,2017
2326,87.1,33.4,100.0,39.3,0.31,30.5,4.7,4.7,6,4,2017
2327,85.9,24.8,100.0,51.9,0.22,30.6,8.6,8.6,7,3,2017
2328,83.7,17.3,100.0,45.4,0.16,30.6,0.1,0.1,1,2,2017
2329,83.4,8.1,75.0,41.1,0.16,31.5,0.1,0.1,1,1,2017
2330,82.5,0.0,0.0,46.2,0.16,31.4,0.0,0.0,0,3,2017
2331,83.6,0.0,0.0,67.8,0.16,31.2,0.0,0.0,0,3,2017
2332,83.8,0.0,0.0,72.7,0.16,30.4,1.9,1.9,6,3,2017
2333,85.6,0.0,0.0,61.8,0.19,30.7,0.0,0.0,0,3,2017
2334,87.6,0.4,16.67,24.0,0.19,30.9,0.4,0.4,2,3,2017
2335,82.3,0.0,0.0,13.3,0.19,30.7,0.0,0.0,0,3,2017
2336,85.8,0.1,4.17,20.5,0.19,31.0,0.3,0.3,2,3,2017
2337,82.5,0.0,0.0,5.1,0.22,30.0,0.0,0.0,0,3,2017
2338,76.8,0.0,0.0,14.4,0.28,29.0,0.0,0.0,0,3,2017
2339,71.4,0.8,12.5,6.1,0.31,27.0,0.0,0.0,0,3,2017
2340,69.7,0.3,12.5,1.8,0.37,25.5,0.0,0.0,0,3,2017
2341,86.9,40.9,62.5,45.4,0.41,22.6,1.6,1.6,6,3,2017
2342,83.3,1.4,33.33,7.1,0.41,29.1,1.8,1.8,6,3,2017
2343,85.4,1.4,41.67,20.4,0.37,27.6,8.3,8.3,8,3,2017
2344,73.3,0.0,0.0,1.6,0.31,27.1,0.0,0.0,0,3,2017
2345,63.4,0.0,0.0,1.2,0.41,24.9,0.0,0.0,0,3,2017
2346,60.7,0.0,0.0,1.9,0.53,24.5,0.0,0.0,0,3,2017
2347,62.8,0.0,0.0,9.5,0.75,23.4,0.0,0.0,0,3,2017
2348,69.0,1.3,20.83,1.0,1.12,22.6,0.0,0.0,0,3,2017
2349,81.8,49.0,91.67,39.5,1.69,26.6,0.0,0.0,0,12,2017
2350,89.2,110.0,100.0,52.6,1.84,27.2,27.5,27.5,17,11,2017
2351,85.2,43.0,100.0,52.5,1.09,27.3,18.8,18.8,11,10,2017
2352,81.3,13.7,75.0,43.1,0.72,26.6,12.7,12.7,9,9,2017
2353,78.6,18.7,100.0,45.0,0.47,27.3,8.9,8.9,16,8,2017
2354,78.9,13.2,100.0,13.6,0.34,28.8,0.3,0.3,1,7,2017
2355,85.5,59.0,100.0,24.4,0.34,27.2,1.6,1.6,4,6,2017
2356,79.2,3.9,54.17,21.9,0.25,27.1,11.2,11.2,10,5,2017
2357,74.6,0.0,0.0,19.9,0.16,28.3,0.0,0.0,0,4,2017
2358,74.4,0.0,0.0,31.6,0.16,28.4,0.0,0.0,0,3,2017
2359,70.6,0.0,0.0,6.0,0.16,27.2,0.0,0.0,0,2,2017
2360,63.1,0.0,0.0,0.4,0.19,25.3,0.0,0.0,0,1,2017
2361,60.9,0.0,0.0,0.2,0.19,24.8,0.0,0.0,0,2,2017
2362,65.9,0.0,0.0,6.9,0.19,25.4,0.0,0.0,0,2,2017
2363,60.4,0.0,0.0,0.7,0.19,23.0,0.0,0.0,0,2,2017
2364,57.6,0.3,12.5,1.1,0.19,23.1,0.0,0.0,0,2,2017
2365,64.7,0.0,0.0,2.3,0.22,24.1,0.0,0.0,0,2,2017
2366,81.0,0.0,0.0,42.2,0.19,28.1,2.0,2.0,7,2,2017
2367,78.0,0.0,0.0,20.6,0.19,27.4,0.0,0.0,0,2,2017
2368,80.7,0.0,0.0,21.3,0.19,27.4,0.0,0.0,0,2,2017
2369,81.8,0.0,0.0,14.4,0.19,27.0,0.8,0.8,5,2,2017
2370,73.4,0.0,0.0,7.6,0.19,26.7,0.0,0.0,0,2,2017
2371,70.3,0.0,0.0,1.3,0.16,25.9,0.0,0.0,0,2,2017
2372,64.4,0.0,0.0,1.7,0.16,24.2,0.0,0.0,0,2,2017
2373,64.8,0.0,0.0,0.5,0.16,23.6,0.0,0.0,0,2,2017
2374,65.5,0.0,0.0,0.5,0.16,23.9,0.0,0.0,0,2,2017
2375,66.8,0.0,0.0,4.5,0.16,25.6,0.0,0.0,0,2,2017
2376,64.8,0.0,0.0,0.0,0.16,25.2,0.0,0.0,0,2,2017
2377,66.3,0.0,0.0,0.0,0.16,24.5,0.0,0.0,0,12,2017
2378,70.7,0.0,0.0,0.8,0.16,24.7,0.0,0.0,0,11,2017
2379,66.9,0.0,0.0,0.0,0.16,23.5,0.0,0.0,0,10,2017
2380,63.4,0.0,0.0,0.0,0.16,21.4,0.0,0.0,0,9,2017
2381,68.3,0.0,0.0,0.0,0.19,21.0,0.0,0.0,0,8,2017
2382,74.4,0.0,0.0,6.3,0.19,23.1,0.0,0.0,0,7,2017
2383,71.4,0.0,0.0,2.3,0.19,22.4,0.0,0.0,0,6,2017
2384,67.7,0.0,0.0,0.0,0.19,22.3,0.0,0.0,0,5,2017
2385,69.7,0.0,0.0,2.1,0.19,22.4,0.0,0.0,0,4,2017
2386,69.5,0.0,0.0,0.0,0.19,20.5,0.0,0.0,0,3,2017
2387,69.7,0.0,0.0,0.0,0.19,21.1,0.0,0.0,0,2,2017
2388,67.4,0.0,0.0,0.0,0.19,21.8,0.0,0.0,0,1,2017
2389,68.1,0.0,0.0,0.0,0.19,20.8,0.0,0.0,0,1,2017
2390,69.2,0.0,0.0,12.8,0.19,20.3,0.0,0.0,0,1,2017
2391,72.3,0.0,0.0,1.3,0.19,20.2,0.0,0.0,0,1,2017
2392,75.0,0.0,0.0,2.8,0.22,23.5,0.0,0.0,0,1,2017
2393,75.3,0.0,0.0,23.0,0.22,22.8,0.0,0.0,0,1,2017
2394,66.9,0.0,0.0,0.3,0.22,22.2,0.0,0.0,0,1,2017
2395,71.8,0.0,0.0,0.0,0.22,21.1,0.0,0.0,0,1,2017
2396,71.8,0.0,0.0,0.3,0.22,20.6,0.0,0.0,0,1,2017
2397,69.4,0.0,0.0,26.5,0.22,20.2,0.0,0.0,0,1,2017
2398,70.2,0.0,0.0,32.0,0.22,20.1,0.0,0.0,0,1,2017
2399,70.4,0.0,0.0,16.2,0.22,19.3,0.0,0.0,0,1,2017
2400,72.5,0.0,0.0,55.6,0.22,19.1,0.0,0.0,0,1,2017
2401,74.5,0.0,0.0,19.2,0.25,19.3,0.0,0.0,0,1,2017
2402,71.3,0.0,0.0,0.0,0.25,18.8,0.0,0.0,0,1,2017
2403,67.0,0.0,0.0,0.0,0.25,18.2,0.0,0.0,0,1,2017
2404,70.9,0.0,0.0,0.0,0.25,16.9,0.0,0.0,0,1,2017
2405,71.7,0.0,0.0,0.0,0.25,15.6,0.0,0.0,0,1,2017
2406,66.1,0.0,0.0,0.0,0.25,13.8,0.0,0.0,0,1,2017
2407,69.3,0.0,0.0,0.6,0.25,15.4,0.0,0.0,0,1,2017
2408,72.9,0.0,0.0,0.0,0.25,17.6,0.0,0.0,0,12,2017
2409,79.1,0.0,0.0,1.4,0.25,19.0,0.0,0.0,0,11,2017
2410,75.1,0.0,0.0,0.9,0.23,19.7,0.0,0.0,0,10,2017
2411,74.0,0.0,0.0,0.0,0.25,19.7,0.0,0.0,0,9,2017
2412,74.2,0.0,0.0,0.0,0.25,19.0,0.0,0.0,0,8,2017
2413,76.3,0.0,0.0,4.2,0.26,19.0,0.0,0.0,0,7,2017
2414,76.8,0.1,4.17,21.1,0.26,19.6,0.0,0.0,0,6,2017
2415,79.3,0.2,4.17,0.6,0.28,20.0,0.0,0.0,0,5,2017
2416,79.3,0.1,4.17,0.3,0.28,20.4,0.0,0.0,0,4,2017
2417,77.9,0.0,0.0,2.0,0.3,21.4,0.0,0.0,0,3,2017
2418,75.6,0.0,0.0,0.2,0.31,20.9,0.0,0.0,0,2,2017
2419,75.4,0.0,0.0,1.3,0.33,20.6,0.0,0.0,0,1,2017
2420,77.2,0.0,0.0,0.5,0.33,21.6,0.0,0.0,0,12,2016
2421,78.0,0.0,0.0,0.3,0.34,21.5,0.0,0.0,0,12,2016
2422,83.9,0.0,0.0,5.2,0.36,21.7,0.0,0.0,0,12,2016
2423,85.9,0.0,0.0,7.1,0.36,20.9,0.0,0.0,0,12,2016
2424,83.0,0.0,0.0,8.5,0.37,21.8,0.0,0.0,0,12,2016
2425,79.6,0.0,0.0,3.7,0.39,23.0,0.0,0.0,0,12,2016
2426,79.3,0.0,0.0,2.7,0.41,21.8,0.0,0.0,0,12,2016
2427,77.9,0.0,0.0,10.1,0.41,21.9,0.0,0.0,0,12,2016
2428,77.7,0.0,0.0,1.3,0.41,21.8,0.0,0.0,0,12,2016
2429,79.5,0.0,0.0,3.2,0.42,21.9,0.0,0.0,0,12,2016
2430,75.7,0.0,0.0,15.7,0.44,20.3,0.0,0.0,0,12,2016
2431,82.7,0.0,0.0,29.7,0.44,21.4,0.0,0.0,0,12,2016
2432,77.2,0.0,0.0,6.8,0.45,21.6,0.0,0.0,0,12,2016
2433,75.7,0.0,0.0,1.8,0.45,21.2,0.0,0.0,0,12,2016
2434,79.8,0.0,0.0,20.9,0.47,20.9,0.0,0.0,0,12,2016
2435,81.5,0.0,0.0,14.3,0.49,19.9,0.0,0.0,0,12,2016
2436,79.8,0.6,12.5,5.5,0.5,20.1,0.0,0.0,0,12,2016
2437,77.3,0.0,0.0,0.0,0.5,19.9,0.0,0.0,0,12,2016
2438,77.1,0.0,0.0,0.9,0.52,20.1,0.0,0.0,0,12,2016
2439,78.9,0.0,0.0,4.4,0.53,20.5,0.0,0.0,0,12,2016
2440,82.0,0.0,0.0,34.0,0.53,22.4,0.0,0.0,0,11,2016
2441,83.4,0.0,0.0,46.0,0.55,22.4,0.0,0.0,0,10,2016
2442,82.7,0.0,0.0,36.7,0.56,22.1,0.0,0.0,0,9,2016
2443,81.9,0.0,0.0,13.4,0.58,22.0,0.0,0.0,0,8,2016
2444,79.8,0.0,0.0,5.6,0.59,22.3,0.0,0.0,0,7,2016
2445,84.2,0.0,0.0,3.1,0.61,23.0,0.0,0.0,0,6,2016
2446,85.2,0.0,0.0,2.0,0.63,23.7,0.0,0.0,0,5,2016
2447,83.8,0.0,0.0,1.4,0.64,23.6,0.0,0.0,0,4,2016
2448,84.9,0.0,0.0,12.1,0.66,24.0,0.0,0.0,0,3,2016
2449,79.6,0.0,0.0,37.8,0.67,25.1,0.0,0.0,0,2,2016
2450,75.6,0.0,0.0,44.0,0.7,25.3,0.0,0.0,0,1,2016
2451,76.3,0.0,0.0,10.1,0.72,24.8,0.0,0.0,0,11,2016
2452,75.6,0.0,0.0,3.1,0.75,25.2,0.0,0.0,0,11,2016
2453,75.5,0.5,20.83,4.5,0.77,25.1,0.0,0.0,0,11,2016
2454,81.2,0.1,4.17,8.3,0.78,25.2,0.0,0.0,0,11,2016
2455,80.6,0.0,0.0,10.2,0.8,25.4,0.0,0.0,0,11,2016
2456,79.8,0.0,0.0,26.8,0.83,24.8,0.0,0.0,0,11,2016
2457,79.6,0.0,0.0,5.1,0.85,24.0,0.0,0.0,0,11,2016
2458,76.2,0.0,0.0,2.9,0.87,24.7,0.0,0.0,0,11,2016
2459,80.1,0.0,0.0,11.8,0.91,23.7,0.0,0.0,0,11,2016
2460,79.2,0.0,0.0,1.7,0.94,24.1,0.0,0.0,0,11,2016
2461,77.9,0.0,0.0,6.7,0.97,23.7,0.0,0.0,0,11,2016
2462,79.4,0.0,0.0,13.3,1.0,23.6,0.0,0.0,0,11,2016
2463,79.3,0.0,0.0,3.5,1.05,22.6,0.0,0.0,0,11,2016
2464,80.1,0.0,0.0,2.7,1.09,23.7,0.0,0.0,0,11,2016
2465,82.1,0.0,0.0,36.1,1.15,24.3,0.0,0.0,0,11,2016
2466,80.6,0.0,0.0,14.2,1.21,24.4,0.0,0.0,0,11,2016
2467,84.4,0.0,0.0,15.4,1.3,25.4,0.0,0.0,0,11,2016
2468,81.7,0.0,0.0,0.2,1.4,26.4,0.0,0.0,0,11,2016
2469,77.1,0.0,0.0,22.6,1.54,27.7,0.0,0.0,0,12,2016
2470,72.5,0.0,0.0,42.1,1.72,26.0,0.0,0.0,0,11,2016
2471,76.0,0.0,0.0,27.1,2.01,25.7,0.0,0.0,0,10,2016
2472,80.5,0.0,0.0,36.2,2.69,26.2,0.0,0.0,0,9,2016
